Generation,Time
1,186.507890939713
2,277.627296924591
3,357.48521399498
4,435.722531080246
5,513.500200986862
6,594.408406019211
7,675.285494089127
8,758.912019014359
9,852.806694984436
10,936.59193611145
11,1024.89007496834
12,1110.83574199677
13,1196.84353709221
14,1279.56911993027
15,1369.50653290749
16,1448.39352989197
17,1537.17660808563
18,1621.79296207428
19,1712.55553102493
20,1804.51750397682
21,1880.10894393921
22,1964.80069303513
23,2050.58155703545
24,2138.79994106293
25,2224.4428319931
26,2305.46420001984
27,2389.44590091705
28,2485.08692789078
29,2562.6978020668
30,2643.31622600555
31,2731.13839507103
32,2823.36958503723
33,2919.70190095901
34,3004.4823679924
35,3083.0033659935
36,3169.65621590614
37,3249.39843511581
38,3337.74528098106
39,3427.21116805077
40,3514.1298429966
41,3598.1026289463
42,3682.41502094269
43,3773.09273195267
44,3860.54307603836
45,3942.72024202347
46,4025.96954894066
47,4117.68818211555
48,4196.17186689377
49,4282.19741511345
50,4362.54826998711
51,4447.16008496284
52,4523.41939806938
53,4610.92076206207
54,4692.8800110817
55,4772.63290810585
56,4861.20705699921
57,4952.03847002983
58,5037.44845199585
59,5132.56560397148
60,5215.49755191803
61,5291.87181401253
62,5375.41877102852
63,5466.796022892
64,5549.40893101692
65,5636.41097903252
66,5724.4418900013
67,5807.9666159153
68,5892.91327500343
69,5982.70579195023
70,6073.61178302765
71,6157.46501803398
72,6247.63148808479
73,6336.19600200653
74,6417.49868512154
75,6503.42989492416
76,6589.72596597672
77,6677.37881493568
78,6765.7496380806
79,6858.41283607483
80,6943.01190400124
81,7023.92683696747
82,7115.0715110302
83,7210.83035111427
84,7304.52273988724
85,7398.75450801849
86,7494.82308602333
87,7575.17947006226
88,7650.67636203766
89,7734.65888810158
90,7819.63343191147
91,7907.18014597893
92,7995.90319299698
93,8082.22176504135
94,8166.55843400955
95,8253.91998100281
96,8340.36706995964
97,8428.24066591263
98,8515.16744089127
99,8599.89486503601
100,8679.72675204277
