Generation,Time
1,70.1533131599426
2,102.209264993668
3,130.059438943863
4,158.963305950165
5,184.703298091888
6,215.806188106537
7,244.528179168701
8,275.493160009384
9,305.316127061844
10,333.333400011063
11,365.530379056931
12,393.419456005096
13,422.109931945801
14,453.953254938126
15,481.602612018585
16,512.418662071228
17,541.161680936813
18,571.156764984131
19,598.051867008209
20,629.007269144058
21,658.988664150238
22,686.821022033691
23,716.737112045288
24,744.472578048706
25,776.453464031219
26,807.386896133423
27,836.180593013763
28,866.120944976807
29,896.02668595314
30,924.909068107605
31,955.76385307312
32,987.595947027206
33,1015.92196512222
34,1047.73839902878
35,1076.50087308884
36,1104.41487216949
37,1135.24784708023
38,1166.66319608688
39,1199.53749108315
40,1227.26876497269
41,1258.96331000328
42,1289.64892196655
43,1318.99051308632
44,1349.84105300903
45,1377.61904597282
46,1407.43960595131
47,1438.20350003242
48,1469.1549050808
49,1497.05115103722
50,1525.04469704628
51,1556.20726108551
52,1584.98109507561
53,1613.99017214775
54,1640.88776397705
55,1670.77639293671
56,1698.52211713791
57,1728.79730606079
58,1757.57870602608
59,1785.4291100502
60,1817.25465512276
61,1845.07715797424
62,1873.88742995262
63,1902.73111796379
64,1934.41597008705
65,1965.0921690464
66,1996.83681297302
67,2023.53448700905
68,2051.2273709774
69,2081.27799296379
70,2112.34601712227
71,2138.99491500854
72,2168.76814413071
73,2197.57537508011
74,2229.31893706322
75,2261.27126598358
76,2288.01973700523
77,2316.78855514526
78,2345.73449707031
79,2373.55520606041
80,2402.62475299835
81,2428.38878798485
82,2458.28056907654
83,2490.29752612114
84,2522.18246507645
85,2549.98457813263
86,2581.99107193947
87,2610.81278800964
88,2637.56940197945
89,2666.29054999352
90,2694.37462711334
91,2724.27108001709
92,2758.61594104767
93,2789.45558309555
94,2818.15383505821
95,2847.86645007133
96,2879.81437110901
97,2906.53374814987
98,2932.22297310829
99,2962.02426695824
100,2992.31035399437
