"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"deap","nsga2","dtlz3",1,45.3266510410559,110.436797687174,0.565917238801456
"deap","nsga2","dtlz3",2,47.6934625504972,25.8815242367304,0.560671016959862
"deap","nsga2","dtlz3",3,24.6938323497271,26.8593224859773,0.96294603826849
"deap","nsga2","dtlz3",4,0.934745081000803,34.559375764325,1.5915617001963
"deap","nsga2","dtlz3",5,0,26.2461349509452,1.62315896262418
"deap","nsga2","dtlz3",6,0,31.9034342163177,1.73510572424442
"deap","nsga2","dtlz3",7,20.5037961410607,25.7651101168773,1.09388466978932
"deap","nsga2","dtlz3",8,28.9678791172505,28.4145340276297,0.82938207678338
"deap","nsga2","dtlz3",9,4.58901320452702,34.1219872450971,1.64364430454052
"deap","nsga2","dtlz3",10,4.59039245624093,28.1920141719728,1.64468015818091
"deap","nsga2","dtlz3",11,1.80272228098484,49.8302147877874,1.72744679096739
