Recall,NFS,SU,MacroF1,Acc
-0.88665451,0.56818182,-0.95752398,-0.87067038,-0.87395709
-0.80575642,0.32575758,-0.60669389,-0.81128682,-0.82568534
-0.90255908,0.62121212,-0.91845287,-0.8849331,-0.88766389
-0.9630403,0.28030303,-0.45950817,-0.95691865,-0.95887962
-0.90335107,0.15909091,-0.28090634,-0.91223083,-0.91924911
-0.8106892,0.3030303,-0.57230308,-0.81676508,-0.83104887
-0.82329395,0.48484848,-0.84207325,-0.82451242,-0.8352205
-0.86126793,0.35606061,-0.65365202,-0.86847158,-0.87872467
-0.84160538,0.40909091,-0.73469807,-0.8387901,-0.84684148
-0.89201531,0.56060606,-0.92126901,-0.8756106,-0.87872467
-0.89166415,0.39393939,-0.71227837,-0.89332437,-0.89988081
-0.8369499,0.33333333,-0.618056,-0.84277312,-0.8545888
-0.86701456,0.20454545,-0.413203,-0.88181766,-0.89392133
-0.86633108,0.50757576,-0.88399219,-0.85497224,-0.85965435
-0.90484838,0.41666667,-0.74743069,-0.89895955,-0.9034565
-0.87382747,0.21212121,-0.42508442,-0.88790971,-0.89898689
-0.86276676,0.22727273,-0.44823386,-0.87767761,-0.89034565
-0.93031258,0.18939394,-0.35710903,-0.92907536,-0.9329559
-0.87851459,0.54545455,-0.92217159,-0.86423074,-0.86799762
-0.86540722,0.31060606,-0.58184964,-0.87449752,-0.88498212
-0.91272908,0.16666667,-0.29265477,-0.91981805,-0.92580453
-0.89431517,0.27272727,-0.50872485,-0.89962741,-0.90673421
-0.80895376,0.34848485,-0.64141611,-0.81397288,-0.82777116
-0.80895376,0.34848485,-0.64141611,-0.81397288,-0.82777116
-0.85355151,0.5,-0.87219134,-0.84426312,-0.84982122
-0.8378067,0.26515152,-0.51213939,-0.85162337,-0.86710369
-0.89588859,0.37878788,-0.68890054,-0.89246732,-0.89779499
-0.92825386,0.41666667,-0.74056087,-0.91612529,-0.91895113
-0.84821708,0.53030303,-0.90001572,-0.8397104,-0.84564958
-0.85566223,0.53030303,-0.89806224,-0.84593334,-0.85131108
-0.9304776,0.1969697,-0.31216905,-0.93565268,-0.94010727
-0.94201154,0.25,-0.45396576,-0.92967731,-0.93206198
-0.85054859,0.45454545,-0.80478907,-0.84397365,-0.85041716
-0.83561686,0.28787879,-0.54736731,-0.84851298,-0.86382598
-0.90207831,0.61363636,-0.9049621,-0.88434438,-0.88706794
-0.85757551,0.46212121,-0.8165375,-0.8494317,-0.85518474
-0.89391201,0.59848485,-0.94489875,-0.87744435,-0.88051251
-0.90430432,0.59090909,-0.90242078,-0.88674306,-0.88945173
-0.92933144,0.40151515,-0.67776557,-0.93056819,-0.93474374
-0.83009028,0.47727273,-0.83652963,-0.82893584,-0.83820024
-0.93976293,0.1969697,-0.37362514,-0.93465712,-0.93772348
-0.90580917,0.52272727,-0.86650837,-0.88825887,-0.8909416
-0.864194,0.5530303,-0.93531558,-0.85283311,-0.85756853
-0.96286246,0.29545455,-0.46866963,-0.95632904,-0.95828367
-0.83528605,0.53787879,-0.91181883,-0.82880872,-0.83581645
-0.92264363,0.1969697,-0.32663086,-0.9244381,-0.92908224
-0.86339221,0.3030303,-0.55381267,-0.87565297,-0.88736591
-0.90027053,0.51515152,-0.89364186,-0.88278555,-0.88557807
-0.91131842,0.34090909,-0.62887075,-0.89766523,-0.90077473
-0.9314414,0.5,-0.77922533,-0.9197525,-0.92252682
-0.89435661,0.57575758,-0.92173981,-0.87879416,-0.88200238
-0.94748463,0.49242424,-0.76958031,-0.94021777,-0.94278903
-0.90676769,0.53787879,-0.86696453,-0.8938628,-0.89719905
-0.96268462,0.21969697,-0.39148239,-0.95574007,-0.95768772
-0.92232789,0.26515152,-0.48672918,-0.93030886,-0.93563766
-0.82423589,0.4469697,-0.79366368,-0.82767792,-0.83939213
-0.96160779,0.21212121,-0.36782577,-0.95364819,-0.95560191
-0.95943453,0.27272727,-0.43647259,-0.95233014,-0.95441001
-0.83665752,0.25757576,-0.49921241,-0.8509365,-0.86680572
-0.85198864,0.34090909,-0.63016782,-0.8597122,-0.87097735
-0.86021371,0.4469697,-0.77296623,-0.86048639,-0.86859356
-0.85663733,0.42424242,-0.76001804,-0.85266399,-0.85965435
-0.8499043,0.31818182,-0.59434435,-0.858347,-0.87008343
-0.86336885,0.29545455,-0.55809956,-0.87137585,-0.88170441
-0.96238169,0.31818182,-0.50371755,-0.95571684,-0.95768772
-0.85388082,0.4469697,-0.78789561,-0.84480842,-0.85041716
-0.9288341,0.17424242,-0.33373278,-0.9280551,-0.93206198
-0.90147923,0.43181818,-0.76622759,-0.88735996,-0.89064362
-0.85339025,0.43939394,-0.78262765,-0.84538542,-0.85131108
-0.92725992,0.23484848,-0.42988363,-0.92351512,-0.9272944
-0.8433996,0.53787879,-0.91049494,-0.83504915,-0.84117998
-0.92840532,0.47727273,-0.80293764,-0.91614424,-0.91895113
-0.8895135,0.40151515,-0.72455139,-0.88519678,-0.89064362
-0.89596018,0.56818182,-0.90540306,-0.8793014,-0.88230036
-0.89773179,0.50757576,-0.86065446,-0.88163083,-0.88468415
-0.89813344,0.49242424,-0.85817721,-0.88066006,-0.88349225
-0.83763715,0.53787879,-0.91168703,-0.83079994,-0.83760429
-0.95426815,0.41666667,-0.67492063,-0.94988771,-0.9523242
-0.92623207,0.22727273,-0.42063006,-0.9147946,-0.91775924
-0.9295447,0.43181818,-0.75468996,-0.91790063,-0.92073897
-0.95493655,0.43181818,-0.717181,-0.9496641,-0.95202622
-0.85838332,0.38636364,-0.70060161,-0.86488431,-0.87514899
-0.91425051,0.21969697,-0.43669964,-0.92327054,-0.92938021
-0.80575642,0.32575758,-0.60669389,-0.81128682,-0.82568534
-0.92909709,0.33333333,-0.58353545,-0.92107431,-0.92431466
-0.95954983,0.35606061,-0.56341194,-0.95319731,-0.95530393
-0.85575115,0.48484848,-0.8303395,-0.84618873,-0.85160906
-0.88626266,0.59090909,-0.94580434,-0.87035199,-0.87365912
-0.93022667,0.3030303,-0.54043259,-0.92418967,-0.92759237
-0.90002035,0.57575758,-0.9097004,-0.88378328,-0.88676996
-0.96003059,0.22727273,-0.40317284,-0.9538091,-0.95589988
-0.83992042,0.28030303,-0.53380516,-0.85005434,-0.86352801
-0.92554482,0.17424242,-0.28911921,-0.93000747,-0.93474374
-0.95911502,0.24242424,-0.425743,-0.95030798,-0.9523242
-0.89175684,0.37121212,-0.6639458,-0.90076763,-0.90882002
-0.96057391,0.23484848,-0.41492127,-0.95413943,-0.95619785
-0.91893161,0.46212121,-0.81107316,-0.90557384,-0.90852205
-0.9470664,0.40909091,-0.6960238,-0.93933824,-0.94189511
-0.88556788,0.5530303,-0.93405182,-0.86998242,-0.87336114
-0.94029645,0.37878788,-0.66064563,-0.93637594,-0.93951132
-0.96109085,0.21212121,-0.37981345,-0.95389398,-0.95589988
-0.90196,0.32575758,-0.60345196,-0.88795028,-0.89123957
-0.867319,0.46969697,-0.82836521,-0.85662746,-0.86144219
-0.92937741,0.18181818,-0.34540481,-0.92840257,-0.93235995
-0.90315816,0.38636364,-0.66450457,-0.88187862,-0.8840882
-0.86895346,0.36363636,-0.66553226,-0.87533594,-0.88468415
-0.93326576,0.47727273,-0.77317354,-0.92322234,-0.9261025
-0.95891759,0.36363636,-0.56333255,-0.95257327,-0.95470799
-0.89996534,0.40151515,-0.72407921,-0.89881417,-0.90435042
-0.8574783,0.26515152,-0.49111169,-0.87096599,-0.88379023
-0.89425112,0.56818182,-0.94190699,-0.87672691,-0.87961859
-0.9542154,0.42424242,-0.704998,-0.94874695,-0.9511323
-0.94777776,0.46212121,-0.74108168,-0.94164492,-0.9442789
-0.90358166,0.24242424,-0.45369958,-0.91382277,-0.92103695
-0.92710544,0.28787879,-0.52047317,-0.92807649,-0.93235995
-0.84170711,0.53787879,-0.91168584,-0.83415013,-0.84058403
-0.93815258,0.21212121,-0.39725731,-0.93089462,-0.93384982
-0.94932858,0.28030303,-0.47776506,-0.9409611,-0.94338498
-0.83992042,0.28030303,-0.53380516,-0.85005434,-0.86352801
-0.91571769,0.46969697,-0.82288162,-0.90143687,-0.90435042
\,n
-0.92798107,0.15151515,-0.29691483,-0.92442384,-0.92818832
-0.92798107,0.15151515,-0.29691483,-0.92442384,-0.92818832
-0.95902309,0.31060606,-0.49233974,-0.95487394,-0.95709178
-0.9584534,0.32575758,-0.49371447,-0.95396569,-0.95619785
-0.89999397,0.62878788,-0.89948938,-0.88326251,-0.88617402
-0.79440333,0.23484848,-0.46262398,-0.80755893,-0.82926103
-0.8148948,0.31060606,-0.58524259,-0.82759601,-0.84564958
-0.79737687,0.28787879,-0.54954808,-0.81128218,-0.83313468
-0.90126824,0.62121212,-0.88784223,-0.88318899,-0.88587604
-0.80101203,0.24242424,-0.47450421,-0.81329439,-0.83313468
-0.86907403,0.40909091,-0.7317666,-0.85723758,-0.86174017
-0.80101203,0.24242424,-0.47450421,-0.81329439,-0.83313468
-0.87416807,0.42424242,-0.74736247,-0.8614321,-0.86561383
-0.85004898,0.37878788,-0.68913994,-0.85581289,-0.86650775
-0.81833253,0.28030303,-0.53373325,-0.83069384,-0.84803337
-0.89701064,0.59090909,-0.88774106,-0.88074829,-0.88379023
-0.9110057,0.53787879,-0.83197575,-0.89892528,-0.9022646
-0.88214749,0.40151515,-0.71853918,-0.88040879,-0.88676996
-0.89089251,0.56818182,-0.87599263,-0.8756837,-0.87902265
-0.81349545,0.25757576,-0.50033584,-0.82742567,-0.8465435
-0.8982849,0.57575758,-0.86927339,-0.88068246,-0.88349225
-0.84628949,0.16666667,-0.34769128,-0.86451134,-0.88081049
-0.81640493,0.43181818,-0.76578557,-0.81393429,-0.82330155
-0.83883304,0.42424242,-0.75485147,-0.8396523,-0.84922527
-0.8933589,0.5530303,-0.85390192,-0.87837817,-0.88170441
-0.91216241,0.28787879,-0.54655241,-0.91447417,-0.91984505
-0.83693257,0.46212121,-0.80081344,-0.83148568,-0.83879619
-0.84871594,0.20454545,-0.40713469,-0.86194634,-0.87574493
-0.88143613,0.53787879,-0.8434911,-0.87830848,-0.88438617
-0.93582861,0.22727273,-0.44842572,-0.94220843,-0.94636472
-0.92209278,0.53030303,-0.80767854,-0.90864961,-0.91150179
-0.90729443,0.5530303,-0.84296133,-0.89238251,-0.8954112
-0.95566072,0.26515152,-0.41595324,-0.94576327,-0.94785459
-0.91726851,0.51515152,-0.78563015,-0.9008513,-0.9034565
-0.85605408,0.50757576,-0.8604171,-0.84625982,-0.85160906
-0.93401028,0.18181818,-0.34095549,-0.9292941,-0.93265793
-0.90811279,0.18939394,-0.38297854,-0.92049043,-0.92759237
-0.83171796,0.29545455,-0.55881563,-0.84292692,-0.85786651
-0.8577443,0.36363636,-0.66721272,-0.86156686,-0.87097735
-0.86183386,0.38636364,-0.6981933,-0.8627642,-0.87097735
-0.91247136,0.17424242,-0.33205883,-0.90566834,-0.90971395
-0.83149038,0.32575758,-0.60849898,-0.83827086,-0.85101311
-0.86206444,0.34848485,-0.64393435,-0.86419634,-0.8727652
-0.89959911,0.15151515,-0.30879716,-0.88731573,-0.8909416
-0.91747272,0.45454545,-0.77882265,-0.9019374,-0.90464839
-0.83522124,0.34090909,-0.62972421,-0.84233229,-0.85488677
-0.86988486,0.39393939,-0.71007472,-0.86932423,-0.87663886
-0.92724334,0.33333333,-0.60762744,-0.92163144,-0.92520858
-0.92972254,0.48484848,-0.76009631,-0.9184615,-0.92133492
-0.95702089,0.29545455,-0.52151053,-0.95070117,-0.95292014
-0.82100313,0.26515152,-0.51221726,-0.83433476,-0.85190703
-0.8629559,0.52272727,-0.87872078,-0.85208577,-0.85697259
-0.84750648,0.41666667,-0.74281207,-0.8480322,-0.85697259
-0.89608226,0.52272727,-0.82898406,-0.88315872,-0.88676996
-0.86037196,0.37121212,-0.67639574,-0.86325183,-0.87216925
-0.95683325,0.38636364,-0.59024098,-0.95153997,-0.95381406
-0.93216633,0.16666667,-0.31545988,-0.92851057,-0.93206198
-0.89174855,0.49242424,-0.84343748,-0.87480178,-0.87783075
-0.8757204,0.34848485,-0.63862139,-0.88307723,-0.89213349
-0.94207108,0.1969697,-0.36820018,-0.93409172,-0.93682956
-0.9451599,0.18939394,-0.35631876,-0.93886065,-0.94159714
-0.83910432,0.21969697,-0.43668713,-0.85576567,-0.87246722
-0.88899656,0.43181818,-0.75170815,-0.88533642,-0.8909416
-0.88927237,0.53030303,-0.86790017,-0.87338494,-0.87663886
-0.82258033,0.25,-0.4847062,-0.83488742,-0.85160906
-0.89473188,0.54545455,-0.87963952,-0.8773142,-0.88021454
-0.95604277,0.20454545,-0.36659537,-0.94749306,-0.94964243
-0.92086523,0.37121212,-0.66780384,-0.9188274,-0.92312277
-0.9368218,0.24242424,-0.43146559,-0.92200099,-0.92431466
-0.90194192,0.27272727,-0.51448612,-0.91398004,-0.9216329
-0.90271733,0.5,-0.81802427,-0.888067,-0.89123957
-0.90224032,0.40151515,-0.70903316,-0.89491981,-0.89928486
-0.83158232,0.38636364,-0.69942565,-0.83505866,-0.84624553
-0.86148722,0.46969697,-0.82150973,-0.84985331,-0.8545888
-0.89885158,0.47727273,-0.80898565,-0.88591367,-0.88945173
-0.83943966,0.31060606,-0.58211918,-0.84945859,-0.86293206
-0.90809772,0.5,-0.7942946,-0.89040636,-0.89302741
-0.88768688,0.21212121,-0.41043228,-0.89729561,-0.90584029
-0.89701064,0.59090909,-0.88774106,-0.88074829,-0.88379023
-0.90133455,0.15909091,-0.32433504,-0.89041871,-0.89421931
-0.93180085,0.34848485,-0.6306976,-0.92873393,-0.93235995
-0.83734175,0.33333333,-0.6203804,-0.843123,-0.85488677
-0.81145105,0.18181818,-0.37480751,-0.83021811,-0.8533969
-0.82288326,0.31818182,-0.59712282,-0.83502641,-0.85160906
