Generation,Time
1,22.4483590126038
2,32.6687681674957
3,41.5207161903381
4,50.7134070396423
5,59.022842168808
6,68.8223190307617
7,78.1345911026001
8,87.9533660411835
9,97.3993101119995
10,106.38321518898
11,116.727902173996
12,125.534550189972
13,134.921365022659
14,145.016743183136
15,153.890565156937
16,163.707802057266
17,173.15832400322
18,183.439331054688
19,192.454704046249
20,202.348580121994
21,212.090813159943
22,221.140129089355
23,230.802378177643
24,239.955108165741
25,250.218048095703
26,260.187129020691
27,269.443444013596
28,278.94188117981
29,288.464093208313
30,297.443209171295
31,307.13724398613
32,317.114253044128
33,326.062588214874
34,336.137683153152
35,345.131697177887
36,354.055022001266
37,363.956730127335
38,373.994227170944
39,384.454399108887
40,393.678411006927
41,404.090359210968
42,414.147055149078
43,423.237181186676
44,433.408523082733
45,442.504831075668
46,452.205039024353
47,462.476994037628
48,472.637766122818
49,481.548869132996
50,490.434774160385
51,500.17605805397
52,509.311625003815
53,518.516199111938
54,527.133838176727
55,536.835817098618
56,545.918015003204
57,555.501244068146
58,564.683865070343
59,573.72696518898
60,583.947189092636
61,592.90750002861
62,602.598563194275
63,612.317351102829
64,622.931017160416
65,632.910886049271
66,643.060643196106
67,651.496867179871
68,660.562798023224
69,670.055232048035
70,680.018796205521
71,688.612704992294
72,698.78820514679
73,708.622718095779
74,719.417744159698
75,729.302832126617
76,737.851832151413
77,747.067016124725
78,756.363510131836
79,765.347511053085
80,774.429438114166
81,782.7794880867
82,792.500147104263
83,802.939897060394
84,813.314310073853
85,822.471315145493
86,832.809720993042
87,842.212532043457
88,851.219514131546
89,860.650611162186
90,870.132486104965
91,879.818694114685
92,889.297152996063
93,899.116941213608
94,908.359633207321
95,917.966174125671
96,928.133016109467
97,936.661642074585
98,945.059031009674
99,954.682445049286
100,964.24158000946
