"Framework","Algorithm","Problem","HV","GD","IGD"
"deap","nsga2","zdt5",3.78367089025094,0.649894306526208,0.0743135523611807
"pymoo","nsga2","zdt5",3.81025899823578,0.0963852525072326,0.0651491886425667
"rmoo","nsga2","zdt5",3.77178361412634,0.155261493228494,0.0788160049204114
"deap","nsga3","zdt5",3.79900105121461,0.158089443537602,0.0679008462859596
"pymoo","nsga3","zdt5",3.70323572828813,0.250349584799848,0.108867558523904
"rmoo","nsga3","zdt5",3.70707118597916,0.143318663951244,0.0938003473388016
