"Framework","Algorithm","Problem","HV","GD","IGD"
"deap","nsga2","zdt4",14.4847018557056,0.25777567362099,0.25487462864605
"pymoo","nsga2","zdt4",15.661141470102,0.00465678420974353,0.0026220906579175
"rmoo","nsga2","zdt4",14.4114396481961,0.278031938001179,0.27018207098319
"deap","nsga3","zdt4",14.4857175932531,0.244709758003517,0.254816946474883
"pymoo","nsga3","zdt4",15.6494476951022,0.0155235421835511,0.00238836929803307
"rmoo","nsga3","zdt4",14.4743672688571,0.244294153033348,0.257297768823197
"moeadr","moead","zdt4",11.0696792416921,0.920494098181665,0.958183376328196
