"Framework","Algorithm","Problem","HV","GD","IGD"
"deap","nsga2","motsp",0.196936862320179,0.313473772414038,0.420475352052432
"pymoo","nsga2","motsp",0.189969806084668,0.342368282024928,0.434115097750657
"rmoo","nsga2","motsp",0.189316217730279,0.318305047598876,0.427446190605869
"deap","nsga3","motsp",0.205821925085488,0.152878311178043,0.371480956607819
"pymoo","nsga3","motsp",0.198737103180839,0.210970270766195,0.391755481610878
"rmoo","nsga3","motsp",0.201741031019852,0.179745290398883,0.380500546838571
