"Framework","Algorithm","Problem","HV","GD","IGD"
"deap","nsga2","zdt6",14.4608823597119,0.00387539031174843,0.00427255316457292
"pymoo","nsga2","zdt6",14.4694229437083,0.00360528395895008,0.00355318292953381
"rmoo","nsga2","zdt6",14.4790067703798,0.00285739597989299,0.00272294613229127
"deap","nsga3","zdt6",14.456771227063,0.00477211128351585,0.00487855081933849
"pymoo","nsga3","zdt6",14.4745285280085,0.00298064660955424,0.00239660230362842
"rmoo","nsga3","zdt6",14.4803274726737,0.00287915127029734,0.00185894580232913
"moeadr","moead","zdt6",14.4445886075577,0.0323017627213301,0.00313573169347375
