"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"deap","nsga2","zdt2",1,3.32581665249006,0.00359156961147959,0.0034867495559977
"deap","nsga2","zdt2",2,3.32579400025755,0.0038703205130595,0.00355258332311409
"deap","nsga2","zdt2",3,3.32700443215371,0.00389091475909112,0.00291695483149404
"deap","nsga2","zdt2",4,3.32524241796343,0.00333253079839572,0.00370665227424659
"deap","nsga2","zdt2",5,3.32550314709213,0.00430926786723524,0.00373665445474048
"deap","nsga2","zdt2",6,3.32547275868231,0.00334402782464837,0.00347167980453333
"deap","nsga2","zdt2",7,3.32562198394446,0.00387870188354032,0.00369355827551552
"deap","nsga2","zdt2",8,3.32500579645103,0.0041812735324747,0.00397920299400756
"deap","nsga2","zdt2",9,3.32575942641126,0.00406001460460584,0.00356702809771665
"deap","nsga2","zdt2",10,3.32547262276355,0.00388402347308593,0.00377841389378945
"deap","nsga2","zdt2",11,3.3259053801531,0.00416818165362626,0.00356372541642695
