"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"rmoo","nsga2","zdt3",1,4.2523406459415,0.134983546250342,0.145545963731964
"rmoo","nsga2","zdt3",2,4.70476965847341,0.0182817007334922,0.023098168114138
"rmoo","nsga2","zdt3",3,4.80928619193338,0.00558110209589831,0.00244055063146029
"rmoo","nsga2","zdt3",4,4.68514231771435,0.023612099304953,0.0282455959887513
"rmoo","nsga2","zdt3",5,4.36860428701437,0.100997539266596,0.117535800395251
"rmoo","nsga2","zdt3",6,4.70860459484374,0.0186285370910527,0.0222398440185611
"rmoo","nsga2","zdt3",7,4.75627669722601,0.0107679124205075,0.0115110934630309
"rmoo","nsga2","zdt3",8,4.7591661008045,0.0106775234183593,0.0110002517661409
"rmoo","nsga2","zdt3",9,4.77294141764958,0.00874513629747623,0.00812156618703482
"rmoo","nsga2","zdt3",10,4.48716321773929,0.0709289162094147,0.0853625271558931
"rmoo","nsga2","zdt3",11,4.50500344726191,0.0641840557513188,0.0800950469739629
