"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"deap","nsga3","zdt3",1,4.81426987238542,0.00470951685345818,0.00156483377511083
"deap","nsga3","zdt3",2,4.811375947592,0.00584422936550718,0.00194301359256603
"deap","nsga3","zdt3",3,4.81352369632055,0.00396638859065658,0.00158850837130953
"deap","nsga3","zdt3",4,4.81360645870132,0.00514819302711255,0.00167846236025824
"deap","nsga3","zdt3",5,4.8134884914153,0.00411802734980823,0.001624490570874
"deap","nsga3","zdt3",6,4.81381526357833,0.00454256450528463,0.00148770296632021
"deap","nsga3","zdt3",7,4.81315782356792,0.00468442783604561,0.00167295808090772
"deap","nsga3","zdt3",8,4.8137564994135,0.00421168464883662,0.00161014872499955
"deap","nsga3","zdt3",9,4.81298129147799,0.00466053125127902,0.00178974135626727
"deap","nsga3","zdt3",10,4.81383848103378,0.00473118500410043,0.0015875957313931
"deap","nsga3","zdt3",11,4.81388569148811,0.00474512877916277,0.00154917949160423
