"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"rmoo","nsga3","zdt4",1,13.7269818619163,0.391973867920003,0.412933284705814
"rmoo","nsga3","zdt4",2,11.691803579776,0.817970679171137,0.830978986377739
"rmoo","nsga3","zdt4",3,14.0597713125008,0.325958973811309,0.344026320772864
"rmoo","nsga3","zdt4",4,13.4514502895114,0.447303200808449,0.469709034685173
"rmoo","nsga3","zdt4",5,13.7613242796101,0.385152727201276,0.405853533995674
"rmoo","nsga3","zdt4",6,14.3804243482945,0.262781209456986,0.277041053678475
"rmoo","nsga3","zdt4",7,13.72919467266,0.391577852516283,0.412501486641983
"rmoo","nsga3","zdt4",8,15.0025254772351,0.139626556922772,0.144852688555942
"rmoo","nsga3","zdt4",9,13.7494049980981,0.38757274222012,0.408337460049732
"rmoo","nsga3","zdt4",10,14.9233068434352,0.155456624752954,0.161852402632868
"rmoo","nsga3","zdt4",11,14.3742138386482,0.264001810775421,0.278341505206928
