"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"pymoo","nsga3","zdt5",1,3.80860359104403,0.146261280301795,0.066599065099563
"pymoo","nsga3","zdt5",2,3.84301200112705,0.116826976555087,0.0530738580204066
"pymoo","nsga3","zdt5",3,3.80860359104403,0.146261280301795,0.066599065099563
"pymoo","nsga3","zdt5",4,3.84142377914483,0.120991179822691,0.0532009721626327
"pymoo","nsga3","zdt5",5,3.82409740318161,0.135912321520691,0.0600177193713359
"pymoo","nsga3","zdt5",6,3.80860359104403,0.146261280301795,0.066599065099563
"pymoo","nsga3","zdt5",7,3.86021620616856,0.102010231686158,0.0461709991273598
"pymoo","nsga3","zdt5",8,3.87742041121007,0.0870342673204656,0.0389297406697428
"pymoo","nsga3","zdt5",9,3.8384510638035,0.121597874699718,0.0530352825164184
"pymoo","nsga3","zdt5",10,3.82580779608554,0.131308684726379,0.059901022802585
"pymoo","nsga3","zdt5",11,3.84142377914483,0.120991179822691,0.0532009721626327
