0,1,2
0.41144948661313474,0.4667968991759245,0.4261275673021722
0.41144948661313474,0.4667968991759245,0.4261275673021722
0.41147068427299605,0.4807769494207763,0.4244675194585914
0.41147068427299605,0.4807769494207763,0.4244675194585914
0.411507097276416,0.4434600147555403,0.4375158246820529
0.41171871883738437,0.4561144001238621,0.4363173509160985
0.41171871883738437,0.4561144001238621,0.4363173509160985
0.4121199623030979,0.440208574794934,0.43808891479157086
0.4123581128085413,0.4346774202668412,0.43574898820228325
0.4123581128085413,0.4346774202668412,0.43574898820228325
0.4125613995247545,0.46588622553673525,0.4340756528382894
0.4129759285616809,0.44269487248563555,0.43180788680692606
0.41302097240891616,0.4651937486228809,0.42898609680593297
0.41313407511670885,0.4363415430949791,0.4292478626104336
0.41333725304833413,0.42970656261794515,0.4249748356402835
0.4133497370236776,0.42915070382454656,0.42453133104699253
0.4133497370236776,0.42915070382454656,0.42453133104699253
0.4134417104530363,0.437825250172943,0.42411291045293764
0.4134417104530363,0.437825250172943,0.42411291045293764
0.41470660019642575,0.42582531773600296,0.4286689228531227
0.41470660019642575,0.42582531773600296,0.4286689228531227
0.4151369101870661,0.4292080384877199,0.4214479232750141
0.41554572017241626,0.4272672299843896,0.4262501801138012
0.41602270563016686,0.43635943627916135,0.4198110714331562
0.41602270563016686,0.43635943627916135,0.4198110714331562
0.4160308959817261,0.43139168580006104,0.4204934653060293
0.4160308959817261,0.43139168580006104,0.4204934653060293
0.4160308959817261,0.43139168580006104,0.4204934653060293
0.416041132620438,0.42918925010699194,0.4208252614574721
0.4160416507098036,0.4386435654472115,0.41839980187869086
0.4160416507098036,0.4386435654472115,0.41839980187869086
0.41632594005576173,0.42616685288538947,0.4229573292821034
0.41675785943675653,0.4281536941886965,0.4221426131781723
0.41675785943675653,0.4281536941886965,0.4221426131781723
0.4170955322336312,0.4249051081736695,0.4214488907406541
0.4174879050048244,0.424267986833671,0.4207592519468048
0.4176090331833444,0.4313885090261526,0.4200033294198008
0.417724814795135,0.4372510478949593,0.41883498485266674
0.4180038274333563,0.45171638479227233,0.418298694201227
0.4180110984738579,0.4451135082720333,0.4182778406022937
0.41861755983640936,0.4267861413668868,0.4197980923634434
0.41917486756480044,0.4350118935010298,0.41960968750883465
0.41917486756480044,0.4350118935010298,0.41960968750883465
0.41981050222609095,0.4382715637255905,0.41757011088927015
0.42038518271002406,0.4228004058229866,0.42521607586768545
0.42038518271002406,0.4228004058229866,0.42521607586768545
0.42060450473865774,0.4316190301887333,0.4188635370489792
0.42061160053705937,0.4288164009766534,0.4189414338881624
0.42083879152694026,0.4241610546463555,0.4226538811055468
0.42083879152694026,0.4241610546463555,0.4226538811055468
0.42085649036987055,0.42613482735832053,0.42026774625150365
0.42097564356990297,0.45122859268632254,0.4153525592642853
0.42141576175711676,0.43043113488384765,0.4176523357326577
0.42141576175711676,0.43043113488384765,0.4176523357326577
0.4215451906119277,0.424227850941937,0.41890733252413587
0.4215451906119277,0.424227850941937,0.41890733252413587
0.421857323870437,0.4577295753895571,0.4151433446060682
0.42199942934145546,0.4380776108718606,0.41640589244288867
0.42202921182447595,0.4380100769472751,0.4135450958658443
0.42202921182447595,0.4380100769472751,0.4135450958658443
0.4222611315192646,0.4253658509662396,0.41784458454942863
0.4222611315192646,0.4253658509662396,0.41784458454942863
0.42226337771474387,0.42748813512361117,0.4174281760634257
0.42229554807735853,0.42682201796657404,0.4168166303597097
0.42229554807735853,0.42682201796657404,0.4168166303597097
0.42397548436546884,0.4347419701351843,0.41665103875518184
0.42397548436546884,0.4347419701351843,0.41665103875518184
0.42638952954373815,0.4491673889031137,0.4111799764919547
0.42638952954373815,0.4491673889031137,0.4111799764919547
0.4280054988058818,0.43717128892373464,0.41477496159717253
0.4281047052208926,0.42615675522125984,0.4172914478805841
0.4281047052208926,0.42615675522125984,0.4172914478805841
0.42948571066015867,0.4330834729438715,0.41531978695375893
0.42996089865462633,0.4447258533691754,0.41152004838450307
0.42996089865462633,0.4447258533691754,0.41152004838450307
0.4311372899615355,0.4362338993620785,0.413875161431108
0.4311372899615355,0.4362338993620785,0.413875161431108
0.4354630081394554,0.43141593172730974,0.41546739900204
0.4373762232278651,0.4354018938344669,0.41510699407203033
0.43905590996785565,0.42269864189122475,0.4264032253063128
0.43905590996785565,0.42269864189122475,0.4264032253063128
0.44045435151940554,0.42392533586718734,0.42159871923889036
0.44045435151940554,0.42392533586718734,0.42159871923889036
0.44591463588218205,0.44466100483057164,0.41208854361936853
0.44591463588218205,0.44466100483057164,0.41208854361936853
0.44591463588218205,0.44466100483057164,0.41208854361936853
0.44660255832617807,0.422109588364071,0.4459293586189057
0.44660255832617807,0.422109588364071,0.4459293586189057
0.45039777821341936,0.42228648737370633,0.4417917559811196
0.4539315566455653,0.4298218758555358,0.4146239959379262
0.4550331501640964,0.4220100880964584,0.44297237373483495
0.4582555271135704,0.4292486646845965,0.41668842716106164
