Recall;NFS;MI;MacroF1
-0.798370672;0.257575758;-0.474960505;-0.858347491
-0.970011534;0.340909091;-0.560935648;-0.957306824
-0.96875;0.310606061;-0.546212853;-0.898011982
-0.98245614;0.318181818;-0.524629646;-0.948990482
-0.981754386;0.189393939;-0.293306902;-0.895671902
-0.806909607;0.310606061;-0.548510268;-0.887062243
-0.904545455;0.174242424;-0.250331119;-0.911523775
-0.963414634;0.295454545;-0.531371113;-0.93195205
-0.909616395;0.25;-0.417332196;-0.942483071
-0.984126984;0.393939394;-0.628359259;-0.946859491
-0.917062863;0.295454545;-0.473935594;-0.94682132
-0.973352034;0.515151515;-0.684442829;-0.89033226
-0.986241401;0.295454545;-0.500666991;-0.939548206
-0.982861401;0.196969697;-0.299338429;-0.876153137
-0.987324883;0.242424242;-0.436197666;-0.917065838
-0.927077748;0.356060606;-0.620213129;-0.949756679
-0.889066667;0.431818182;-0.715438904;-0.920308519
-0.926963207;0.325757576;-0.575238452;-0.941113625
-0.974102413;0.522727273;-0.693781193;-0.952866565
-0.917508418;0.477272727;-0.743049734;-0.925968961
-0.897970378;0.454545455;-0.739293341;-0.918107791
-0.986522911;0.348484848;-0.574815958;-0.912963613
-0.955106622;0.234848485;-0.302558972;-0.955759229
-0.865602472;0.378787879;-0.646642498;-0.912297443
-0.971411192;0.424242424;-0.69162624;-0.938764986
-0.954299459;0.174242424;-0.226464749;-0.930117722
-0.977421272;0.46969697;-0.613685542;-0.951876357
-0.987307949;0.318181818;-0.504427685;-0.916581442
-0.867121849;0.25;-0.455632827;-0.907147794
-0.977832512;0.507575758;-0.677948288;-0.93906307
-0.985272459;0.257575758;-0.46061744;-0.88164538
-0.988299532;0.303030303;-0.500309462;-0.864444064
-0.947338294;0.257575758;-0.367718107;-0.94241672
-0.972477064;0.492424242;-0.679193566;-0.887618584
-0.926829268;0.53030303;-0.721872606;-0.945678435
-0.889978214;0.386363636;-0.661724008;-0.914020533
-0.923076923;0.174242424;-0.232669664;-0.942813723
-0.915109034;0.21969697;-0.408240471;-0.820192685
-0.94603381;0.53030303;-0.735857632;-0.897123534
-0.967105263;0.348484848;-0.601874219;-0.941678928
-0.875347802;0.265151515;-0.485278745;-0.895239603
-0.927913279;0.431818182;-0.692406715;-0.946561713
-0.957191781;0.303030303;-0.396347564;-0.951148996
-0.979664014;0.196969697;-0.372423228;-0.81988366
-0.985561833;0.340909091;-0.535581911;-0.937681291
-0.933251684;0.242424242;-0.441232413;-0.908133333
-0.94085697;0.598484848;-0.740501713;-0.918786217
-0.835650447;0.409090909;-0.681560407;-0.898091331
-0.922050187;0.265151515;-0.361763549;-0.947155201
-0.930937675;0.401515152;-0.671255632;-0.936410759
-0.983125;0.234848485;-0.417929695;-0.937510982
-0.97029703;0.386363636;-0.645757458;-0.953862714
-0.952169077;0.189393939;-0.225047916;-0.956724462
-0.988340192;0.212121212;-0.392384759;-0.908000262
-0.937361419;0.242424242;-0.328839892;-0.946107109
-0.945054945;0.21969697;-0.265479233;-0.955498416
-0.977326969;0.325757576;-0.509861514;-0.950259967
-0.955606147;0.287878788;-0.385483769;-0.950953739
-0.978487614;0.204545455;-0.31010981;-0.91907493
-0.888888889;0.416666667;-0.700963434;-0.921236613
-0.977356181;0.386363636;-0.631278913;-0.940950324
-0.987316422;0.303030303;-0.481283382;-0.916823679
-0.97730711;0.212121212;-0.395273899;-0.867705273
-0.855226383;0.340909091;-0.580543054;-0.877820707
-0.904132231;0.356060606;-0.622075816;-0.921582229
-0.979012346;0.363636364;-0.602810868;-0.939031933
-0.866628506;0.310606061;-0.546427701;-0.879476856
-0.984634296;0.272727273;-0.472345278;-0.944747463
-0.970741222;0.310606061;-0.539560616;-0.914536923
-0.984242424;0.340909091;-0.57988078;-0.949648803
-0.972513089;0.28030303;-0.496425594;-0.913501366
-0.986899563;0.204545455;-0.392156505;-0.886637453
-0.931153184;0.454545455;-0.737800471;-0.928992783
-0.97675841;0.318181818;-0.565192209;-0.940731568
-0.901487943;0.242424242;-0.39418434;-0.944047058
-0.975882353;0.363636364;-0.578698206;-0.954443112
-0.974720752;0.409090909;-0.668982045;-0.953775365
-0.912466844;0.401515152;-0.672602755;-0.941500894
-0.921558164;0.287878788;-0.472763887;-0.946940374
-0.9765625;0.46969697;-0.616769174;-0.947031248
-0.978855721;0.5;-0.665883615;-0.93621381
-0.984423676;0.257575758;-0.45324655;-0.939595316
-0.97640118;0.371212121;-0.592049505;-0.953742238
-0.978515625;0.401515152;-0.649073836;-0.919555556
-0.975490196;0.356060606;-0.58238848;-0.892227351
-0.927449919;0.507575758;-0.716623343;-0.946572806
-0.924864865;0.446969697;-0.708202425;-0.945044467
