Recall;NFS;MI;MacroF1
-0.999450851;0.356060606;-0.637204914;-0.999557245
-0.997261774;0.439393939;-0.761749318;-0.9988937
-0.999451153;0.371212121;-0.654789979;-0.999778646
-0.997261774;0.462121212;-0.786329851;-0.9988937
-0.998354361;0.363636364;-0.644826374;-0.999114679
-1;0.28030303;-0.514586764;-1
-1;0.295454545;-0.537183687;-1
-0.999451153;0.287878788;-0.523066122;-0.999778646
-1;0.333333333;-0.594098872;-1
-0.999450851;0.454545455;-0.773087207;-0.999557245
-0.998902305;0.393939394;-0.692457848;-0.999335939
-0.999450851;0.575757576;-0.834390601;-0.999557245
-0.998902907;0.333333333;-0.597213611;-0.999557339
-0.999450851;0.310606061;-0.566172164;-0.999557245
-1;0.409090909;-0.706744229;-1
-0.999450851;0.348484848;-0.623867292;-0.999557245
-1;0.234848485;-0.427058117;-1
-1;0.310606061;-0.559983846;-1
-1;0.477272727;-0.744911499;-1
-0.999450851;0.416666667;-0.72158823;-0.999557245
-0.999449945;0.477272727;-0.802783622;-0.998892759
-1;0.386363636;-0.674753854;-1
-0.997261774;0.348484848;-0.624719334;-0.9988937
-0.998902305;0.515151515;-0.817955927;-0.999335939
-0.999451153;0.318181818;-0.573321468;-0.999778646
-0.999450851;0.340909091;-0.614099624;-0.999557245
-0.999450851;0.507575758;-0.798115139;-0.999557245
-1;0.363636364;-0.643267713;-1
-1;0.53030303;-0.827011558;-0.999335656
-0.999451153;0.409090909;-0.709477087;-0.999778646
\n;;;
-1;0.348484848;-0.636801647;-0.999335656
-0.996714129;0.310606061;-0.586509003;-0.998451181
-0.999450851;0.477272727;-0.821642539;-0.999557245
-0.996714129;0.401515152;-0.721751457;-0.998451181
-0.999451153;0.287878788;-0.545233855;-0.999778646
-0.996714129;0.507575758;-0.859268575;-0.998451181
-0.998355263;0.28030303;-0.535609628;-0.99933608
-0.999451153;0.416666667;-0.742062011;-0.999778646
-1;0.371212121;-0.670326536;-1
-1;0.553030303;-0.857791861;-0.999778599
-0.998355263;0.234848485;-0.44576289;-0.99933608
-1;0.598484848;-0.886643959;-0.998892523
-0.997252747;0.590909091;-0.892198195;-0.99756459
-1;0.234848485;-0.445245499;-1
-0.999451153;0.386363636;-0.701124337;-0.999778646
-0.998902907;0.53030303;-0.858326467;-0.999557339
-0.999450851;0.303030303;-0.570876922;-0.999557245
-0.999451153;0.242424242;-0.456393672;-0.999778646
-0.999451153;0.333333333;-0.612559061;-0.999778646
-0.999451153;0.439393939;-0.777042556;-0.999778646
-0.998901702;0.295454545;-0.558213962;-0.999114491
-0.998353458;0.348484848;-0.637019164;-0.998893231
-0.998352554;0.537878788;-0.880024574;-0.998671736
-1;0.333333333;-0.606270688;-1
-0.999451153;0.363636364;-0.65974166;-0.999778646
-0.999451153;0.515151515;-0.846264839;-0.999778646
-1;0.46969697;-0.816073409;-0.999335656
-0.998901702;0.265151515;-0.521503074;-0.999114491
-0.998902907;0.227272727;-0.443970966;-0.999557339
-0.998902305;0.454545455;-0.794326819;-0.999335939
-1;0.416666667;-0.738115869;-0.999335656
-0.999450247;0.560606061;-0.866763594;-0.999114302
-1;0.272727273;-0.518833591;-1
-1;0.5;-0.843210373;-0.999778599
-1;0.439393939;-0.775512591;-0.999778599
-0.998902305;0.363636364;-0.669082597;-0.999335939
-0.999450851;0.53030303;-0.858326467;-0.999557245
-1;0.416666667;-0.711932056;-1
-1;0.424242424;-0.748303507;-0.999335656
-0.999451153;0.272727273;-0.519354803;-0.999778646
-0.999451153;0.356060606;-0.649741862;-0.999778646
-0.998902907;0.545454545;-0.860347284;-0.999557339
-0.997805815;0.378787879;-0.688342466;-0.998672018
-0.998902907;0.242424242;-0.456536868;-0.999557339
-0.999450247;0.575757576;-0.872012857;-0.999114302
-0.996714129;0.318181818;-0.594465876;-0.998451181
-0.999451153;0.401515152;-0.719288503;-0.999778646
-1;0.295454545;-0.548640731;-1
-1;0.363636364;-0.654186271;-1
-0.998902907;0.340909091;-0.621002993;-0.999557339
-0.999451153;0.431818182;-0.766913277;-0.999778646
-0.997252747;0.598484848;-0.892907616;-0.99756459
-0.999451153;0.378787879;-0.682812238;-0.999778646
-0.999451153;0.310606061;-0.574976393;-0.999778646
-1;0.454545455;-0.786568581;-0.999778599
-0.999451153;0.522727273;-0.850804681;-0.999778646
-0.996714129;0.477272727;-0.825120878;-0.998451181
-0.998902907;0.477272727;-0.821642539;-0.999557339
-0.996714129;0.409090909;-0.736130913;-0.998451181
-0.998902907;0.25;-0.483223412;-0.999557339
-0.998353458;0.553030303;-0.8762698;-0.998893231
-1;0.318181818;-0.577436584;-1
-0.998902305;0.416666667;-0.744279481;-0.999335939
-0.998901702;0.272727273;-0.522563718;-0.999114491
-1;0.484848485;-0.831203833;-0.998892523
-1;0.462121212;-0.802282354;-0.999778599
-0.998902305;0.537878788;-0.873608264;-0.999335939
-1;0.583333333;-0.876139993;-0.998892523
-0.999451153;0.492424242;-0.84594061;-0.999778646
-1;0.515151515;-0.848377231;-0.999778599
-0.998902305;0.340909091;-0.626714914;-0.999335939
-0.999450851;0.310606061;-0.582619156;-0.999557245
-0.999451153;0.265151515;-0.504248782;-0.999778646
-1;0.356060606;-0.642809708;-1
-0.998352554;0.53030303;-0.870518368;-0.998671736
-0.996714129;0.325757576;-0.60620811;-0.998451181
-0.999450851;0.462121212;-0.807101677;-0.999557245
-1;0.409090909;-0.726024208;-0.999335656
-0.999451153;0.409090909;-0.733158137;-0.999778646
-1;0.477272727;-0.822007948;-0.998892523
-0.998901702;0.28030303;-0.535537043;-0.999114491
-0.999449339;0.583333333;-0.879007739;-0.998449532
-1;0.287878788;-0.542942593;-1
-0.996714129;0.439393939;-0.777670919;-0.998451181
-0.999451153;0.325757576;-0.585479066;-0.999778646
-0.999451153;0.568181818;-0.863041124;-0.999778646
\n;;;
-0.998901099;0.318181818;-0.610153602;-0.998892995
-0.999449945;0.393939394;-0.725341951;-0.998892759
-0.999451153;0.454545455;-0.812964677;-0.999778646
-0.998901702;0.272727273;-0.534103337;-0.999114491
-1;0.477272727;-0.823067722;-0.999778599
-1;0.5;-0.74311249;-1
-0.998901702;0.446969697;-0.792445705;-0.999114491
-0.998902305;0.553030303;-0.87259789;-0.999335939
-1;0.424242424;-0.75628679;-0.999778599
-1;0.409090909;-0.741151402;-0.999557151
-1;0.348484848;-0.642460793;-0.999557151
-1;0.507575758;-0.849649468;-0.999778599
-1;0.333333333;-0.620618012;-0.999778599
-0.998902907;0.371212121;-0.685746467;-0.999557339
-0.997807018;0.242424242;-0.482437793;-0.998893466
-1;0.507575758;-0.850562847;-0.999557151
-1;0.378787879;-0.698513548;-0.999778599
-0.998902907;0.446969697;-0.788806411;-0.999557339
-0.999450549;0.257575758;-0.509372508;-0.999335797
-0.999451153;0.348484848;-0.653204492;-0.999778646
-0.999451153;0.560606061;-0.88328232;-0.999778646
-0.999450549;0.295454545;-0.575997011;-0.999335797
-1;0.318181818;-0.585086625;-1
-1;0.287878788;-0.547088767;-0.999335656
-1;0.416666667;-0.705151112;-1
-0.999450851;0.446969697;-0.789115788;-0.999557245
-1;0.257575758;-0.509372508;-0.999114113
-0.999449945;0.333333333;-0.629089449;-0.998892759
-0.999451153;0.287878788;-0.551881473;-0.999778646
-0.999450851;0.234848485;-0.458013136;-0.999557245
-1;0.272727273;-0.5058627;-1
-0.999451153;0.409090909;-0.746193916;-0.999778646
-0.99780461;0.363636364;-0.682493855;-0.998450523
-1;0.287878788;-0.538334934;-0.999778599
-1;0.363636364;-0.653843202;-1
-0.998901702;0.378787879;-0.705705802;-0.999114491
-1;0.416666667;-0.742822606;-0.999557151
-0.999450851;0.333333333;-0.621154057;-0.999557245
-0.999451153;0.431818182;-0.765537616;-0.999778646
-0.999450549;0.265151515;-0.523465989;-0.999335797
-1;0.439393939;-0.779892531;-0.999778599
-0.998902907;0.484848485;-0.832313801;-0.999557339
-1;0.431818182;-0.712188986;-1
-0.998902907;0.401515152;-0.733173572;-0.999557339
-1;0.371212121;-0.66034805;-1
-0.999449945;0.378787879;-0.704792453;-0.998892759
-0.999449945;0.348484848;-0.654864675;-0.998892759
-1;0.560606061;-0.860096556;-0.999557151
-1;0.28030303;-0.526320474;-0.999557151
-1;0.325757576;-0.601733837;-1
-0.999450851;0.25;-0.49410658;-0.999557245
-0.998902907;0.492424242;-0.83985478;-0.999557339
-0.999451153;0.462121212;-0.82122191;-0.999778646
-1;0.492424242;-0.825001745;-0.999778599
-0.999451153;0.265151515;-0.516452307;-0.999778646
-0.998902305;0.325757576;-0.622218274;-0.999335939
-1;0.28030303;-0.514861104;-1
-1;0.356060606;-0.653881298;-0.999778599
-0.999451153;0.378787879;-0.695553879;-0.999778646
-1;0.310606061;-0.592761533;-0.999335656
-0.999451153;0.522727273;-0.870896311;-0.999778646
-0.999450851;0.287878788;-0.55927698;-0.999557245
-0.998901702;0.393939394;-0.716471264;-0.999114491
-1;0.446969697;-0.784886739;-0.999778599
-1;0.333333333;-0.613750372;-1
-0.998901099;0.25;-0.495413095;-0.998892995
-1;0.46969697;-0.716115574;-1
-1;0.303030303;-0.572231223;-0.999778599
-0.999450851;0.340909091;-0.632806225;-0.999557245
-1;0.386363636;-0.684865197;-1
-0.998902305;0.310606061;-0.591364198;-0.999335939
-0.999450851;0.484848485;-0.832313801;-0.999557245
-1;0.454545455;-0.799810966;-0.999778599
-0.999451153;0.386363636;-0.708575508;-0.999778646
-0.999451153;0.439393939;-0.773092466;-0.999778646
-0.998901702;0.371212121;-0.691433749;-0.999114491
-0.999451153;0.515151515;-0.861885911;-0.999778646
-0.999451153;0.318181818;-0.606041098;-0.999778646
-0.999451153;0.371212121;-0.685572714;-0.999778646
-1;0.303030303;-0.568125743;-1
-1;0.409090909;-0.694479283;-1
-1;0.318181818;-0.592893774;-0.999778599
-0.998902305;0.340909091;-0.638581394;-0.999335939
-0.999451153;0.363636364;-0.674997795;-0.999778646
-0.999451153;0.5;-0.844400205;-0.999778646
-0.998901099;0.272727273;-0.534197957;-0.998892995
\n;;;
-0.998902907;0.439393939;-0.787806361;-0.999557339
-1;0.431818182;-0.781123193;-1
-0.997261774;0.46969697;-0.842617413;-0.9988937
-0.999451153;0.446969697;-0.796294849;-0.999778646
-0.998902305;0.439393939;-0.800947342;-0.999335939
-0.999451153;0.348484848;-0.658672361;-0.999778646
-0.997260274;0.409090909;-0.754025374;-0.9986723
-0.999450549;0.484848485;-0.862463022;-0.999335797
-0.996714129;0.386363636;-0.720151319;-0.998451181
-0.996714129;0.46969697;-0.846852654;-0.998451181
-0.999450851;0.46969697;-0.839986757;-0.999557245
-1;0.363636364;-0.682637278;-1
-1;0.272727273;-0.528769097;-1
-0.997808219;0.340909091;-0.647731881;-0.999114867
-0.999451153;0.393939394;-0.730957809;-0.999778646
-1;0.416666667;-0.767754006;-0.999557151
-1;0.303030303;-0.586961212;-1
-0.997808219;0.295454545;-0.573140323;-0.999114867
-1;0.393939394;-0.727053872;-1
-1;0.333333333;-0.63382085;-1
-1;0.462121212;-0.812006462;-1
-0.999450549;0.371212121;-0.696693669;-0.999335797
-0.998902907;0.295454545;-0.572377137;-0.999557339
-0.997258772;0.446969697;-0.811451499;-0.998450852
-1;0.416666667;-0.76185322;-1
-0.997808219;0.446969697;-0.811126615;-0.999114867
-1;0.28030303;-0.547817131;-1
-1;0.378787879;-0.70357533;-1
-0.998902305;0.409090909;-0.753325814;-0.999335939
-0.999451153;0.378787879;-0.706779656;-0.999778646
-1;0.310606061;-0.596547425;-1
-0.996714129;0.416666667;-0.767881412;-0.998451181
-0.997808219;0.310606061;-0.597702998;-0.999114867
-0.996714129;0.477272727;-0.856207631;-0.998451181
-0.997808219;0.363636364;-0.683792851;-0.999114867
-0.999450851;0.439393939;-0.795685372;-0.999557245
-0.998902305;0.46969697;-0.841554151;-0.999335939
-1;0.386363636;-0.718038433;-1
-0.998902305;0.393939394;-0.731820442;-0.999335939
-0.998902305;0.446969697;-0.809679585;-0.999335939
-0.996714129;0.393939394;-0.731922047;-0.998451181
-1;0.409090909;-0.749790132;-1
-0.996714129;0.454545455;-0.824694668;-0.998451181
-0.998902305;0.401515152;-0.743912103;-0.999335939
-1;0.356060606;-0.670400835;-1
-1;0.318181818;-0.610594151;-1
-0.998902305;0.492424242;-0.874092948;-0.999335939
-1;0.424242424;-0.770429495;-1
-0.996714129;0.439393939;-0.803270196;-0.998451181
-0.997258772;0.409090909;-0.755080618;-0.998450852
-1;0.446969697;-0.792736489;-1
-0.997808219;0.333333333;-0.634619352;-0.999114867
-1;0.454545455;-0.80619064;-1
-0.999450851;0.424242424;-0.778367573;-0.999557245
-1;0.295454545;-0.572059102;-1
-0.998902305;0.484848485;-0.861994802;-0.999335939
-0.999450851;0.446969697;-0.808622232;-0.999557245
-0.998902305;0.462121212;-0.83051049;-0.999335939
-0.996714129;0.424242424;-0.780171752;-0.998451181
-0.997808219;0.318181818;-0.612605108;-0.999114867
-0.999451153;0.454545455;-0.808387927;-0.999778646
-1;0.348484848;-0.658667969;-1
-1;0.371212121;-0.69504679;-1
-0.998902305;0.371212121;-0.696693669;-0.999335939
-0.998902305;0.477272727;-0.850474286;-0.999335939
-1;0.287878788;-0.558417724;-1
-1;0.401515152;-0.742180812;-1
-0.997808219;0.348484848;-0.660069929;-0.999114867
-1;0.325757576;-0.622354375;-1
-0.996714129;0.462121212;-0.834759577;-0.998451181
-0.999450851;0.431818182;-0.791155995;-0.999557245
\n;;;
-0.998902305;0.295454545;-0.562096602;-0.999335939
-0.999451153;0.401515152;-0.72236876;-0.999778646
-1;0.401515152;-0.721499182;-0.999557151
-0.999450851;0.553030303;-0.899970013;-0.999557245
-1;0.340909091;-0.630114207;-1
-1;0.522727273;-0.876955781;-0.999557151
-0.998353458;0.446969697;-0.795035578;-0.998893231
-1;0.424242424;-0.755849078;-1
-0.998355263;0.393939394;-0.714519867;-0.99933608
-0.999451153;0.378787879;-0.691467439;-0.999778646
-1;0.5;-0.840154931;-0.999557151
-0.999451153;0.431818182;-0.76585063;-0.999778646
-0.997807018;0.295454545;-0.56265075;-0.998893466
-0.998353458;0.378787879;-0.693772091;-0.998893231
-1;0.46969697;-0.794568396;-1
-0.999450247;0.446969697;-0.787923057;-0.999114302
-0.998902305;0.363636364;-0.671752557;-0.999335939
-1;0.303030303;-0.571464504;-1
-1;0.265151515;-0.510788927;-1
-1;0.378787879;-0.690863175;-1
-0.998901099;0.446969697;-0.796842923;-0.998892995
-1;0.53030303;-0.848199061;-1
-1;0.454545455;-0.803247904;-0.999557151
-0.998902907;0.333333333;-0.630114207;-0.999557339
-0.999450549;0.515151515;-0.870131022;-0.999335797
-0.998902907;0.454545455;-0.7939357;-0.999557339
-0.999450851;0.484848485;-0.840280579;-0.999557245
-0.999450549;0.401515152;-0.724366385;-0.999335797
-0.997261774;0.409090909;-0.73442244;-0.9988937
-0.999451153;0.287878788;-0.549278192;-0.999778646
-0.999450851;0.303030303;-0.574340258;-0.999557245
-0.997803405;0.431818182;-0.770840191;-0.998228981
-0.998354361;0.522727273;-0.880902402;-0.999114679
-0.996712329;0.431818182;-0.774417767;-0.998229733
-0.998902907;0.257575758;-0.501593042;-0.999557339
-1;0.446969697;-0.772774167;-1
-0.999450851;0.356060606;-0.65986575;-0.999557245
-1;0.318181818;-0.59557692;-1
-0.998902907;0.446969697;-0.788686437;-0.999557339
-0.998902907;0.348484848;-0.646108022;-0.999557339
-0.998902305;0.507575758;-0.858066595;-0.999335939
-1;0.272727273;-0.523233765;-1
-0.998352554;0.409090909;-0.73356227;-0.998671736
-0.998355263;0.371212121;-0.682521474;-0.99933608
-0.998354361;0.310606061;-0.586382373;-0.999114679
-0.999451153;0.303030303;-0.57414593;-0.999778646
-1;0.401515152;-0.718918251;-1
-0.999450851;0.46969697;-0.820078753;-0.999557245
-0.998902305;0.46969697;-0.823119311;-0.999335939
-0.998352554;0.5;-0.843659973;-0.998671736
-1;0.507575758;-0.821148137;-1
-1;0.439393939;-0.772394325;-1
-0.999451153;0.454545455;-0.78930084;-0.999778646
-0.998902305;0.5;-0.841898262;-0.999335939
-1;0.295454545;-0.559348502;-1
-0.999450851;0.507575758;-0.858060683;-0.999557245
-0.998902305;0.515151515;-0.86299665;-0.999335939
-0.999450851;0.522727273;-0.872493535;-0.999557245
-0.999450851;0.401515152;-0.723624337;-0.999557245
-1;0.356060606;-0.656956069;-1
-0.999451153;0.310606061;-0.584813268;-0.999778646
-0.999451153;0.393939394;-0.708945919;-0.999778646
-0.997258772;0.424242424;-0.757912634;-0.998450852
-1;0.477272727;-0.800857899;-1
-1;0.515151515;-0.83446131;-1
-1;0.325757576;-0.607245185;-1
-0.997261774;0.431818182;-0.766284397;-0.9988937
-1;0.409090909;-0.731736661;-1
-1;0.363636364;-0.666834521;-1
-1;0.310606061;-0.582738461;-1
-0.998902305;0.303030303;-0.574374185;-0.999335939
-0.998352554;0.575757576;-0.903297437;-0.998671736
-0.999451153;0.446969697;-0.784737791;-0.999778646
-0.999450247;0.378787879;-0.692688778;-0.999114302
-0.999451153;0.340909091;-0.641744134;-0.999778646
-0.999451153;0.386363636;-0.701701456;-0.999778646
-0.997808219;0.310606061;-0.586382373;-0.999114867
-0.999451153;0.537878788;-0.857993606;-0.999778646
-1;0.507575758;-0.854459468;-0.999557151
-0.999450851;0.462121212;-0.81506405;-0.999557245
-1;0.333333333;-0.620101298;-1
-0.999451153;0.371212121;-0.673884892;-0.999778646
-1;0.28030303;-0.54640965;-1
-1;0.492424242;-0.815516127;-1
\n;;;
-0.998355263;0.166666667;-0.340171891;-0.99933608
-0.998901702;0.416666667;-0.752802874;-0.999114491
-0.998902305;0.484848485;-0.841898465;-0.999335939
-0.999451153;0.234848485;-0.46922607;-0.999778646
-1;0.424242424;-0.749826119;-1
-1;0.340909091;-0.634329927;-1
-0.999451153;0.348484848;-0.649322841;-0.999778646
-1;0.212121212;-0.430093721;-1
-0.999451153;0.416666667;-0.744619179;-0.999778646
-1;0.25;-0.491774949;-1
-1;0.484848485;-0.8334997;-0.999557151
-0.997808219;0.212121212;-0.4310556;-0.999114867
-0.998902305;0.333333333;-0.631875713;-0.999335939
-0.997808219;0.386363636;-0.70426708;-0.999114867
-1;0.295454545;-0.570166872;-1
-1;0.446969697;-0.780771679;-0.999778599
-0.998354361;0.46969697;-0.821318315;-0.999114679
-0.999451153;0.174242424;-0.348214373;-0.999778646
-0.997805815;0.325757576;-0.61523824;-0.998672018
-1;0.401515152;-0.719785714;-1
-0.999451153;0.287878788;-0.55851809;-0.999778646
-0.998355263;0.310606061;-0.594494976;-0.99933608
-0.997808219;0.257575758;-0.509266238;-0.999114867
-0.998902305;0.159090909;-0.324386636;-0.999335939
-0.998352554;0.356060606;-0.663489755;-0.998671736
-0.999450851;0.492424242;-0.847568435;-0.999557245
-1;0.439393939;-0.777438676;-0.999557151
-0.999450549;0.356060606;-0.661511147;-0.999335797
-1;0.477272727;-0.809359321;-0.999557151
-1;0.416666667;-0.741909396;-1
-0.998353458;0.378787879;-0.693830836;-0.998893231
-0.999450851;0.477272727;-0.829528936;-0.999557245
-1;0.227272727;-0.4560029;-1
-0.998902305;0.431818182;-0.766889681;-0.999335939
-0.999450549;0.363636364;-0.672185588;-0.999335797
-0.998902305;0.348484848;-0.651010289;-0.999335939
-0.996170678;0.340909091;-0.641479662;-0.998451508
-0.999451153;0.25;-0.496606501;-0.999778646
-0.999451153;0.28030303;-0.546248066;-0.999778646
-0.998355263;0.204545455;-0.419424339;-0.99933608
-0.998901099;0.348484848;-0.65463661;-0.998892995
-1;0.257575758;-0.509194341;-1
-0.998902907;0.363636364;-0.671366355;-0.999557339
-0.997808219;0.303030303;-0.583339918;-0.999114867
-1;0.303030303;-0.581672822;-1
-0.999450851;0.431818182;-0.765202233;-0.999557245
-0.998902305;0.46969697;-0.818541221;-0.999335939
-0.997808219;0.424242424;-0.75927877;-0.999114867
-1;0.363636364;-0.667558428;-1
-0.998353458;0.424242424;-0.758353996;-0.998893231
-1;0.287878788;-0.556586677;-1
-0.999450851;0.386363636;-0.702041655;-0.999557245
-1;0.356060606;-0.658072024;-1
-1;0.242424242;-0.481202928;-1
-0.997805815;0.371212121;-0.680674076;-0.998672018
-0.999450851;0.196969697;-0.3968171;-0.999557245
-1;0.409090909;-0.733558579;-1
-0.998902305;0.181818182;-0.375223696;-0.999335939
-1;0.446969697;-0.793606073;-0.999557151
-0.997808219;0.431818182;-0.771418144;-0.999114867
-0.998355263;0.196969697;-0.40345379;-0.99933608
-0.997808219;0.227272727;-0.460416215;-0.999114867
-0.998902305;0.477272727;-0.829806804;-0.999335939
-0.999451153;0.196969697;-0.38243791;-0.999778646
-0.998355263;0.189393939;-0.391217347;-0.99933608
-0.998902305;0.462121212;-0.80315862;-0.999335939
-1;0.310606061;-0.594111777;-1
-0.997805815;0.401515152;-0.726406878;-0.998672018
