gen,nevals,Tiempo
1,92,0.017061710357666016
2,92,0.03976702690124512
3,92,0.05914020538330078
4,92,0.07525181770324707
5,92,0.09367609024047852
6,92,0.11081933975219727
7,92,0.12587213516235352
8,92,0.1461784839630127
9,92,0.16585779190063477
10,92,0.18117547035217285
11,92,0.2043898105621338
12,92,0.2166893482208252
13,92,0.23908615112304688
14,92,0.25539684295654297
15,92,0.27381062507629395
16,92,0.2897622585296631
17,92,0.3011157512664795
18,92,0.32401394844055176
19,92,0.34118008613586426
20,92,0.3574705123901367
21,92,0.37608838081359863
22,92,0.396975040435791
23,92,0.4163060188293457
24,92,0.43990540504455566
25,92,0.4574408531188965
26,92,0.4861915111541748
27,92,0.515923023223877
28,92,0.5342342853546143
29,92,0.5570094585418701
30,92,0.5749750137329102
31,92,0.5968735218048096
32,92,0.6160871982574463
33,92,0.6371049880981445
34,92,0.6563704013824463
35,92,0.6770291328430176
36,92,0.6938867568969727
37,92,0.7107102870941162
38,92,0.7261371612548828
39,92,0.7464334964752197
40,92,0.7786076068878174
41,92,0.7969303131103516
42,92,0.8248543739318848
43,92,0.8424646854400635
44,92,0.8606410026550293
45,92,0.8798789978027344
46,92,0.8972556591033936
47,92,0.9210810661315918
48,92,0.9426898956298828
49,92,0.9611210823059082
50,92,0.9848606586456299
51,92,1.0061161518096924
52,92,1.0267913341522217
53,92,1.0501408576965332
54,92,1.0759458541870117
55,92,1.0963506698608398
56,92,1.11704683303833
57,92,1.1386778354644775
58,92,1.156369924545288
59,92,1.1773171424865723
60,92,1.1970534324645996
61,92,1.2152378559112549
62,92,1.2359819412231445
63,92,1.2502384185791016
64,92,1.276019811630249
65,92,1.2973010540008545
66,92,1.3169713020324707
67,92,1.3362479209899902
68,92,1.354384422302246
69,92,1.374159574508667
70,92,1.3911967277526855
71,92,1.4057774543762207
72,92,1.4270870685577393
73,92,1.446202039718628
74,92,1.4647972583770752
75,92,1.4877166748046875
76,92,1.505641222000122
77,92,1.5262250900268555
78,92,1.5448062419891357
79,92,1.5641310214996338
80,92,1.5824534893035889
81,92,1.6053187847137451
82,92,1.6256568431854248
83,92,1.6480610370635986
84,92,1.6666874885559082
85,92,1.6860578060150146
86,92,1.705002784729004
87,92,1.7266747951507568
88,92,1.745757818222046
89,92,1.7666304111480713
90,92,1.7896878719329834
91,92,1.8139886856079102
92,92,1.8371996879577637
93,92,1.8569533824920654
94,92,1.8849589824676514
95,92,1.90641450881958
96,92,1.926344871520996
97,92,1.9460978507995605
98,92,1.965831995010376
99,92,1.9886682033538818
100,92,2.0093040466308594
101,92,2.0260980129241943
102,92,2.049842596054077
103,92,2.079939126968384
104,92,2.104382276535034
105,92,2.1247472763061523
106,92,2.1437463760375977
107,92,2.1658782958984375
108,92,2.1861886978149414
109,92,2.205353260040283
110,92,2.2263054847717285
111,92,2.2440295219421387
112,92,2.266101598739624
113,92,2.283261299133301
114,92,2.3108012676239014
115,92,2.346489429473877
116,92,2.3970723152160645
117,92,2.4410884380340576
118,92,2.489070177078247
119,92,2.5393898487091064
120,92,2.5802555084228516
121,92,2.6273765563964844
122,92,2.6791956424713135
123,92,2.7180135250091553
124,92,2.7660601139068604
125,92,2.8025596141815186
126,92,2.851367235183716
127,92,2.8967833518981934
128,92,2.950216770172119
129,92,2.9907898902893066
130,92,3.0269484519958496
131,92,3.0527210235595703
132,92,3.079224109649658
133,92,3.096865653991699
134,92,3.117234230041504
135,92,3.143686056137085
136,92,3.1662614345550537
137,92,3.1897659301757812
138,92,3.20638370513916
139,92,3.2258858680725098
140,92,3.2463884353637695
141,92,3.2741599082946777
142,92,3.2960968017578125
143,92,3.3158891201019287
144,92,3.3370699882507324
145,92,3.357264995574951
146,92,3.3750643730163574
147,92,3.396927833557129
148,92,3.4150702953338623
149,92,3.439831256866455
150,92,3.4613149166107178
151,92,3.483734369277954
152,92,3.5053887367248535
153,92,3.526003360748291
154,92,3.5462610721588135
155,92,3.56722354888916
156,92,3.5919101238250732
157,92,3.610750198364258
158,92,3.6262993812561035
159,92,3.6478962898254395
160,92,3.670977830886841
161,92,3.6937501430511475
162,92,3.7143454551696777
163,92,3.736953020095825
164,92,3.7555463314056396
165,92,3.7767152786254883
166,92,3.7969534397125244
167,92,3.815937042236328
168,92,3.8401198387145996
169,92,3.8574717044830322
170,92,3.877086639404297
171,92,3.8967132568359375
172,92,3.917207717895508
173,92,3.9459316730499268
174,92,3.961442708969116
175,92,3.983930826187134
176,92,4.007377862930298
177,92,4.026105165481567
178,92,4.048089504241943
179,92,4.072909832000732
180,92,4.092111825942993
181,92,4.115230321884155
182,92,4.135613679885864
183,92,4.157456874847412
184,92,4.176479816436768
185,92,4.197046279907227
186,92,4.216593027114868
187,92,4.240563631057739
188,92,4.263905763626099
189,92,4.28376317024231
190,92,4.305924654006958
191,92,4.326199769973755
192,92,4.346233606338501
193,92,4.366063833236694
194,92,4.3885533809661865
195,92,4.410341501235962
196,92,4.434064149856567
197,92,4.456437587738037
198,92,4.476060390472412
199,92,4.496408700942993
200,92,4.5610997676849365
201,92,4.609838008880615
202,92,4.640651702880859
203,92,4.671401262283325
204,92,4.706510782241821
205,92,4.727078914642334
206,92,4.752908229827881
207,92,4.7740318775177
208,92,4.789547681808472
209,92,4.816181659698486
210,92,4.841836214065552
211,92,4.857508659362793
212,92,4.876749277114868
213,92,4.897278308868408
214,92,4.925241708755493
215,92,4.944714784622192
216,92,4.9609222412109375
217,92,4.985800504684448
218,92,5.0051774978637695
219,92,5.030030012130737
220,92,5.0502002239227295
221,92,5.074887275695801
222,92,5.093858242034912
223,92,5.109984874725342
224,92,5.137470483779907
225,92,5.15718674659729
226,92,5.177789926528931
227,92,5.1960368156433105
228,92,5.2266318798065186
229,92,5.246157884597778
230,92,5.266750335693359
231,92,5.289525508880615
232,92,5.315222501754761
233,92,5.340634822845459
234,92,5.357285737991333
235,92,5.378945589065552
236,92,5.405296802520752
237,92,5.426800489425659
238,92,5.444873332977295
239,92,5.468933582305908
240,92,5.489815711975098
241,92,5.520859956741333
242,92,5.5395166873931885
243,92,5.559900283813477
244,92,5.580074071884155
245,92,5.600434303283691
246,92,5.621865749359131
247,92,5.641461610794067
248,92,5.6659228801727295
249,92,5.687495708465576
250,92,5.705207824707031
251,92,5.730767488479614
252,92,5.75102686882019
253,92,5.776214599609375
254,92,5.796021938323975
255,92,5.817266225814819
256,92,5.841074228286743
257,92,5.857121229171753
258,92,5.897531509399414
259,92,5.940117120742798
260,92,5.9837329387664795
261,92,6.029922246932983
262,92,6.0803937911987305
263,92,6.1053314208984375
264,92,6.126081466674805
265,92,6.145812511444092
266,92,6.161035537719727
267,92,6.1804351806640625
268,92,6.203903675079346
269,92,6.22584080696106
270,92,6.247918367385864
271,92,6.265984058380127
272,92,6.287438631057739
273,92,6.307722091674805
274,92,6.326915264129639
275,92,6.346224546432495
276,92,6.369916677474976
277,92,6.391172409057617
278,92,6.410390615463257
279,92,6.435896873474121
280,92,6.457550048828125
281,92,6.48123574256897
282,92,6.5040507316589355
283,92,6.5269365310668945
284,92,6.547213315963745
285,92,6.573997974395752
286,92,6.594916105270386
287,92,6.617084741592407
288,92,6.640037298202515
289,92,6.657211542129517
290,92,6.680624485015869
291,92,6.701002597808838
292,92,6.7372565269470215
293,92,6.777432680130005
294,92,6.8351781368255615
295,92,6.865185499191284
296,92,6.89406156539917
297,92,6.922129392623901
298,92,6.95128607749939
299,92,6.979053974151611
300,92,7.005173683166504
301,92,7.026386737823486
302,92,7.05705189704895
303,92,7.076744318008423
304,92,7.107949495315552
