Recall;NFS;MI;MacroF1;ACC
-0.812091503;0.515151515;-0.875962919;-0.852672319;-0.863487332
-0.977011494;0.257575758;-0.441282925;-0.894997483;-0.907898659
-0.868821293;0.484848485;-0.811091353;-0.851664402;-0.867064083
-0.962897527;0.393939394;-0.636567608;-0.943069179;-0.948137109
-0.968875502;0.325757576;-0.571119574;-0.903019655;-0.914157973
-0.958100559;0.348484848;-0.603923145;-0.921211058;-0.929061103
-0.946459413;0.446969697;-0.754219126;-0.938795195;-0.943964232
-0.812358704;0.492424242;-0.841285825;-0.875686721;-0.882861401
-0.963414634;0.386363636;-0.667343238;-0.895323226;-0.907600596
-0.832579186;0.507575758;-0.80831768;-0.892435257;-0.898658718
-0.886252046;0.318181818;-0.591087853;-0.910542807;-0.917138599
\n;;;;
-0.986910995;0.272727273;-0.374516644;-0.829064885;-0.85752608
-0.963184932;0.333333333;-0.501335421;-0.954507593;-0.958271237
-0.771021021;0.265151515;-0.495182578;-0.841960336;-0.850968703
-0.872743682;0.575757576;-0.825473413;-0.86981598;-0.881967213
-0.864316239;0.318181818;-0.578253265;-0.815569565;-0.8390462
-0.916463909;0.143939394;-0.268940331;-0.937370914;-0.941877794
-0.797344514;0.386363636;-0.675068609;-0.884355715;-0.889418778
-0.912935323;0.151515152;-0.283420373;-0.9270701;-0.932637854
-0.804975923;0.25;-0.470328023;-0.851946499;-0.862295082
-0.960784314;0.325757576;-0.599681515;-0.90555198;-0.915946349
-0.826783115;0.431818182;-0.728117182;-0.898218567;-0.90342772
-0.939495798;0.196969697;-0.336774257;-0.943041115;-0.947540984
-0.956828194;0.212121212;-0.352691711;-0.939505484;-0.94485842
-0.921798631;0.242424242;-0.463179165;-0.879842976;-0.892995529
-0.963195691;0.363636364;-0.583390586;-0.937612942;-0.943368107
-0.853422619;0.325757576;-0.574116482;-0.914180688;-0.918926975
-0.963963964;0.348484848;-0.625259581;-0.936905798;-0.942771982
-0.916734694;0.204545455;-0.345970142;-0.935354354;-0.940089419
-0.911092295;0.181818182;-0.319087859;-0.918635005;-0.925186289
-0.920918367;0.166666667;-0.311413717;-0.924724686;-0.930849478
-0.974358974;0.21969697;-0.436386258;-0.899502888;-0.91147541
-0.870632672;0.568181818;-0.819428438;-0.854874745;-0.869746647
-0.818414322;0.409090909;-0.702904794;-0.845794517;-0.858420268
-0.90037594;0.545454545;-0.78849007;-0.877255256;-0.889716841
-0.855341246;0.204545455;-0.386590149;-0.916754074;-0.921311475
-0.93445527;0.53030303;-0.742106319;-0.92110126;-0.928166915
-0.967961165;0.28030303;-0.527654205;-0.913780841;-0.923099851
-0.961206897;0.371212121;-0.655182421;-0.950533965;-0.954694486
-0.882544861;0.522727273;-0.801886865;-0.908675773;-0.915350224
-0.975890985;0.287878788;-0.537211907;-0.893222004;-0.906408346
-0.965583174;0.363636364;-0.647763627;-0.917410925;-0.926080477
-0.96653144;0.257575758;-0.491648948;-0.89807167;-0.909985097
-0.975359343;0.234848485;-0.451950115;-0.899817851;-0.911773472
-0.975862069;0.28030303;-0.522075338;-0.86317258;-0.882563338
-0.939365672;0.454545455;-0.710870281;-0.907268331;-0.916542474
-0.895507813;0.553030303;-0.794623928;-0.862134436;-0.877198212
-0.886044591;0.484848485;-0.748985009;-0.907467763;-0.914456036
-0.967472119;0.386363636;-0.640483779;-0.928523916;-0.93561848
-0.967710372;0.272727273;-0.515574915;-0.910950274;-0.92071535
-0.940758294;0.265151515;-0.501558021;-0.832853267;-0.85752608
-0.960276339;0.393939394;-0.615753671;-0.949213034;-0.953502235
-0.783031989;0.166666667;-0.332119798;-0.8729379;-0.878390462
-0.960144928;0.409090909;-0.674330483;-0.932223445;-0.938599106
-0.96485623;0.310606061;-0.559648602;-0.880890268;-0.895976155
-0.947590871;0.333333333;-0.568198657;-0.947180791;-0.951415797
-0.951838879;0.189393939;-0.324694967;-0.937954694;-0.943368107
-0.939339875;0.401515152;-0.701679472;-0.922288482;-0.929359165
-0.936989498;0.227272727;-0.444053575;-0.835174503;-0.859016393
-0.979899497;0.21969697;-0.422959405;-0.910070604;-0.920417288
-0.902173913;0.174242424;-0.316637509;-0.91594765;-0.922503726
-0.886212625;0.439393939;-0.736796796;-0.905738333;-0.912965723
-0.976303318;0.242424242;-0.444453725;-0.927874058;-0.935320417
-0.835003855;0.393939394;-0.682323629;-0.887818459;-0.894783905
-0.952838428;0.166666667;-0.291531659;-0.939622356;-0.94485842
-0.861386139;0.462121212;-0.755310338;-0.88846521;-0.896870343
-0.875;0.431818182;-0.73932549;-0.863779385;-0.877198212
-0.916024653;0.310606061;-0.480228257;-0.954880289;-0.957675112
-0.937346437;0.212121212;-0.421520069;-0.820197296;-0.847988077
-0.899810964;0.568181818;-0.800444061;-0.875105936;-0.887928465
-0.971540726;0.295454545;-0.54777861;-0.912565905;-0.922205663
-0.839258114;0.492424242;-0.789965211;-0.890626552;-0.897466468
-0.940185341;0.174242424;-0.303610949;-0.942686155;-0.947242921
-0.983870968;0.212121212;-0.413636945;-0.889863364;-0.904023845
-0.886587771;0.537878788;-0.77693753;-0.853107759;-0.869448584
-0.906423473;0.212121212;-0.402581366;-0.937027667;-0.941281669
-0.848644578;0.515151515;-0.796599682;-0.906383861;-0.911773472
-0.950520833;0.439393939;-0.695903695;-0.940029129;-0.945156483
-0.96637931;0.348484848;-0.500992798;-0.954439178;-0.958271237
-0.83518225;0.439393939;-0.75219614;-0.879829108;-0.887928465
-0.964912281;0.356060606;-0.633533942;-0.910360083;-0.920119225
-0.97073663;0.234848485;-0.451586475;-0.902571489;-0.913859911
