Recall;NFS;MI;MacroF1;ACC
-1;0.234848485;-0.46783301;-1;-1
-0.998366013;0.628787879;-0.903752668;-0.999356648;-0.999403875
-0.999182339;0.227272727;-0.455388171;-0.999678268;-0.999701937
-0.998364677;0.545454545;-0.876979518;-0.999034803;-0.999105812
-0.996737357;0.454545455;-0.812439921;-0.998713743;-0.99880775
-0.999182339;0.25;-0.498228877;-0.999678268;-0.999701937
-0.999182339;0.295454545;-0.571842719;-0.999678268;-0.999701937
-1;0.310606061;-0.596121984;-1;-1
-0.999182339;0.28030303;-0.545553905;-0.999678268;-0.999701937
-0.995114007;0.462121212;-0.819680871;-0.998071285;-0.998211624
-0.999182339;0.242424242;-0.480069453;-0.999678268;-0.999701937
-1;0.287878788;-0.559611521;-1;-1
-0.99755102;0.598484848;-0.903222676;-0.99903514;-0.999105812
-0.999182339;0.333333333;-0.630331776;-0.999678268;-0.999701937
-1;0.515151515;-0.808976293;-1;-1
-0.999182339;0.287878788;-0.553683295;-0.999678268;-0.999701937
-0.998366013;0.477272727;-0.798037283;-0.999356648;-0.999403875
-0.999182339;0.257575758;-0.51046532;-0.999678268;-0.999701937
-0.99755102;0.371212121;-0.68993221;-0.99903514;-0.999105812
-1;0.265151515;-0.523811256;-1;-1
-1;0.265151515;-0.522586878;-1;-1
-1;0.303030303;-0.584079162;-1;-1
-0.99592502;0.409090909;-0.746156153;-0.998392458;-0.998509687
-0.999182339;0.340909091;-0.642285766;-0.999678268;-0.999701937
-0.999182339;0.318181818;-0.606501224;-0.999678268;-0.999701937
-0.999182339;0.348484848;-0.652953104;-0.999678268;-0.999701937
-1;0.393939394;-0.722184691;-1;-1
-1;0.386363636;-0.710805495;-1;-1
-0.999182339;0.363636364;-0.674837121;-0.999678268;-0.999701937
-0.999182339;0.318181818;-0.60803868;-0.999678268;-0.999701937
-0.996737357;0.431818182;-0.777034384;-0.998713743;-0.99880775
-1;0.272727273;-0.536047699;-1;-1
-0.999182339;0.272727273;-0.534650508;-0.999678268;-0.999701937
-0.995921697;0.507575758;-0.861015107;-0.998070615;-0.998211624
-0.99592502;0.454545455;-0.78445326;-0.998392458;-0.998509687
-0.99755102;0.515151515;-0.869503595;-0.99903514;-0.999105812
-0.999182339;0.363636364;-0.674209238;-0.999678268;-0.999701937
-0.995921697;0.613636364;-0.901814347;-0.998070615;-0.998211624
-0.999182339;0.53030303;-0.826998662;-0.999678268;-0.999701937
-1;0.348484848;-0.654018558;-1;-1
-0.998364677;0.507575758;-0.865225167;-0.999034803;-0.999105812
-0.99755102;0.325757576;-0.618815587;-0.99903514;-0.999105812
-0.99755102;0.560606061;-0.88528261;-0.99903514;-0.999105812
-0.996737357;0.416666667;-0.758846506;-0.998713743;-0.99880775
-1;0.356060606;-0.661487523;-1;-1
-0.999182339;0.431818182;-0.770425067;-0.999678268;-0.999701937
-0.996737357;0.484848485;-0.828983414;-0.998713743;-0.99880775
-0.996737357;0.424242424;-0.767239838;-0.998713743;-0.99880775
-0.996737357;0.5;-0.854725603;-0.998713743;-0.99880775
-0.99755102;0.401515152;-0.72814472;-0.99903514;-0.999105812
-0.99755102;0.446969697;-0.795455864;-0.99903514;-0.999105812
-0.99755102;0.484848485;-0.839754549;-0.99903514;-0.999105812
-0.99755102;0.545454545;-0.874752858;-0.99903514;-0.999105812
-1;0.409090909;-0.739021521;-1;-1
-0.99755102;0.416666667;-0.751227084;-0.99903514;-0.999105812
-0.996737357;0.356060606;-0.665585896;-0.998713743;-0.99880775
-0.999181669;0.568181818;-0.897015476;-0.999356423;-0.999403875
-1;0.371212121;-0.685486611;-1;-1
-1;0.522727273;-0.815265796;-1;-1
-0.999182339;0.424242424;-0.759653686;-0.999678268;-0.999701937
-0.999182339;0.378787879;-0.699174235;-0.999678268;-0.999701937
-0.99755102;0.439393939;-0.781236033;-0.99903514;-0.999105812
-1;0.333333333;-0.626752886;-1;-1
-0.999182339;0.257575758;-0.511566499;-0.999678268;-0.999701937
-0.999182339;0.46969697;-0.769578528;-0.999678268;-0.999701937
-0.99755102;0.46969697;-0.813905947;-0.99903514;-0.999105812
-0.998366013;0.575757576;-0.885935016;-0.999356648;-0.999403875
-0.998366013;0.454545455;-0.793352035;-0.999356648;-0.999403875
-0.998366013;0.522727273;-0.828138942;-0.999356648;-0.999403875
-0.996737357;0.492424242;-0.845219397;-0.998713743;-0.99880775
-0.99755102;0.393939394;-0.722439649;-0.99903514;-0.999105812
-1;0.325757576;-0.617544886;-1;-1
-0.998366013;0.590909091;-0.897015476;-0.999356648;-0.999403875
-0.995110024;0.583333333;-0.895729561;-0.997749442;-0.997913562
-0.999182339;0.378787879;-0.6981265;-0.999678268;-0.999701937
-0.99755102;0.560606061;-0.877759804;-0.99903514;-0.999105812
-0.998366013;0.553030303;-0.875344435;-0.999356648;-0.999403875
-0.996737357;0.477272727;-0.826509578;-0.998713743;-0.99880775
-0.99755102;0.439393939;-0.791464845;-0.99903514;-0.999105812
-1;0.446969697;-0.763191985;-1;-1
-0.998364677;0.575757576;-0.888161676;-0.999034803;-0.999105812
-0.99755102;0.446969697;-0.793352035;-0.99903514;-0.999105812
-0.998364677;0.492424242;-0.851487415;-0.999034803;-0.999105812
-1;0.477272727;-0.791283112;-1;-1
-0.998366013;0.545454545;-0.835579327;-0.999356648;-0.999403875
-0.994304312;0.492424242;-0.847202797;-0.997750222;-0.997913562
-0.99755102;0.401515152;-0.733818845;-0.99903514;-0.999105812
-0.999182339;0.401515152;-0.723578167;-0.999678268;-0.999701937
\n;;;;
-0.996737357;0.598484848;-0.917853487;-0.998713743;-0.99880775
-0.996737357;0.560606061;-0.917853487;-0.998713743;-0.99880775
-1;0.454545455;-0.793368397;-0.999678155;-0.999701937
-0.996737357;0.416666667;-0.763716568;-0.998713743;-0.99880775
-1;0.227272727;-0.440355458;-1;-1
-1;0.234848485;-0.437159881;-1;-1
-1;0.25;-0.474175921;-1;-1
-0.999181669;0.257575758;-0.498937409;-0.999356423;-0.999403875
-1;0.25;-0.493684177;-1;-1
-1;0.272727273;-0.532362833;-1;-1
-0.995114007;0.575757576;-0.913017983;-0.998071285;-0.998211624
-0.998366013;0.295454545;-0.574857537;-0.999356648;-0.999403875
-0.99592502;0.537878788;-0.907202817;-0.998392458;-0.998509687
-0.99755102;0.28030303;-0.548386211;-0.99903514;-0.999105812
-1;0.287878788;-0.561160494;-1;-1
-0.995114007;0.583333333;-0.915885187;-0.998071285;-0.998211624
-1;0.295454545;-0.561500447;-1;-1
-0.998366013;0.310606061;-0.599619025;-0.999356648;-0.999403875
-0.998366013;0.242424242;-0.445648369;-0.999356648;-0.999403875
-0.999182339;0.310606061;-0.596775054;-0.999678268;-0.999701937
-0.999182339;0.363636364;-0.676410904;-0.999678268;-0.999701937
-1;0.318181818;-0.609011497;-1;-1
-0.99592502;0.545454545;-0.898992338;-0.998392458;-0.998509687
-0.995921697;0.46969697;-0.828328838;-0.998070615;-0.998211624
-0.999182339;0.265151515;-0.518142122;-0.999678268;-0.999701937
-0.998366013;0.318181818;-0.610690766;-0.999356648;-0.999403875
-0.99755102;0.46969697;-0.837677245;-0.99903514;-0.999105812
-1;0.303030303;-0.585212561;-1;-1
-0.99755102;0.356060606;-0.670085156;-0.99903514;-0.999105812
-1;0.401515152;-0.727252011;-1;-1
-0.99755102;0.348484848;-0.656824941;-0.99903514;-0.999105812
-0.99755102;0.484848485;-0.859109573;-0.99903514;-0.999105812
