"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"deap","nsga3","zdt6",1,14.4606687849236,0.00413964240363533,0.00424788307393003
"deap","nsga3","zdt6",2,14.4644660592462,0.00391981900242446,0.00385932443966586
"deap","nsga3","zdt6",3,14.4542638708888,0.00499264877225771,0.00502860781507465
"deap","nsga3","zdt6",4,14.4529241152536,0.00491684646640064,0.00495156788127659
"deap","nsga3","zdt6",5,14.4597581635899,0.00453220979450936,0.00452148641611
"deap","nsga3","zdt6",6,14.4589441507374,0.00451158774302863,0.00456526807370238
"deap","nsga3","zdt6",7,14.4590769063063,0.00436399977127575,0.00453776025104705
"deap","nsga3","zdt6",8,14.4542657643715,0.004754346664928,0.00474660586980175
"deap","nsga3","zdt6",9,14.4602101084539,0.0044159376286835,0.00439395543479752
"deap","nsga3","zdt6",10,14.4582442650589,0.00463092869319922,0.0046427786821655
"deap","nsga3","zdt6",11,14.4612999119798,0.00418284565228007,0.00426889157053467
