"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"rmoo","nsga3","dtlz2",1,15.5681905523052,0.152654561319916,0.0414424907239801
"rmoo","nsga3","dtlz2",2,15.5681603969785,0.152634548190706,0.0414339662245272
"rmoo","nsga3","dtlz2",3,15.5681905523052,0.152654561319916,0.0414424907239801
"rmoo","nsga3","dtlz2",4,15.5682100936224,0.152609838180272,0.0414277595268741
"rmoo","nsga3","dtlz2",5,15.5682596387763,0.152643074510148,0.0414285989511602
"rmoo","nsga3","dtlz2",6,15.5681198712662,0.152669073879042,0.0414345994867647
"rmoo","nsga3","dtlz2",7,15.5681808493857,0.152627297415627,0.0414481728128482
"rmoo","nsga3","dtlz2",8,15.5681715309751,0.152784034594349,0.0414771909657546
"rmoo","nsga3","dtlz2",9,15.5681643174327,0.1526278926595,0.0414241522286209
"rmoo","nsga3","dtlz2",10,15.5680936669998,0.152628508759331,0.0414670003165116
"rmoo","nsga3","dtlz2",11,15.567943814262,0.152621855697626,0.041474045939217
