"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"rmoo","nsga2","dtlz7",1,27.8595526352185,1.62021229595498,1.87424614874416
"rmoo","nsga2","dtlz7",2,0,1.57813411579652,2.73338000598286
"rmoo","nsga2","dtlz7",3,86.4599057390473,1.25904196019343,1.01807837074243
"rmoo","nsga2","dtlz7",4,149.545300161116,0.448878695854834,0.467978037722726
"rmoo","nsga2","dtlz7",5,0,2.11218032161685,3.09395840978821
"rmoo","nsga2","dtlz7",6,0,2.25974182031226,3.43489575455087
"rmoo","nsga2","dtlz7",7,12.2838352399923,1.90724891177273,2.19572223691448
"rmoo","nsga2","dtlz7",8,0,2.16217445152283,3.31771356271406
"rmoo","nsga2","dtlz7",9,48.8552380117829,1.06610130291439,1.46767885398641
"rmoo","nsga2","dtlz7",10,47.2132875377812,1.23997638073766,1.5032202427053
"rmoo","nsga2","dtlz7",11,2.20982076238876,2.13002313829482,2.41932641845264
