"V1","V2","V3"
0.509958952519868,0.438009102813679,0.535009712972007
0.423738558161659,0.548598268271956,0.548041560967599
0.439271324665307,0.481876427652537,0.620263006086501
0.597791663982042,0.462453497717434,0.484768621721457
0.543615453429077,0.531557976379378,0.420441668480279
0.455441722330647,0.618832047971353,0.445950830887764
0.594102699330849,0.464864986409336,0.493447378010106
0.575068851324734,0.475505991207303,0.441117470167349
0.440263523546792,0.475261401348401,0.607005688831053
0.504955426236302,0.443134438543173,0.55015162983386
0.535820836085282,0.537934905885665,0.428008976195306
0.437201070859635,0.491178944874144,0.560231003439556
0.456393021660544,0.476559876689314,0.577030121152283
0.46344949112707,0.611278064453315,0.460212940988581
0.426990178961596,0.534749935054979,0.521396503394098
0.49352871433854,0.484787164984723,0.488093493889271
0.466232534724654,0.554539912654741,0.482763153232449
0.570652052427743,0.449880626924656,0.512348430116899
0.43139213466051,0.5257454712445,0.508223958627544
0.565107303875392,0.455182142761164,0.502865428537212
0.540824136471927,0.507411511864886,0.438376881678561
0.442928056555594,0.479779331777331,0.5994786506258
0.452291868207309,0.481962204189991,0.581278357775999
0.446606451922597,0.582054329932239,0.467053195991992
0.558972606404862,0.493870256939903,0.431782674571544
0.461062346702836,0.570467951573447,0.463030449592458
0.501039899437893,0.446443194639878,0.532813370086987
0.453326777450772,0.615860237500448,0.451710797279253
0.459770366777816,0.565045267549349,0.463986235186757
0.453815630151064,0.477455004453304,0.587278238418669
0.498472646759789,0.506846770659057,0.466556874651644
0.453629686509181,0.478067489661285,0.556330128166093
0.553544250910565,0.510724947845691,0.423638931702132
0.455579898067872,0.469425919151918,0.604694584656613
0.445493485109526,0.48650715357831,0.595248938996548
0.561957754105887,0.490906890204908,0.442766372364437
0.526114838126606,0.474282808205595,0.470522350324312
0.477757756448702,0.601127398508543,0.444866943938554
0.443653959226888,0.521796934747803,0.537449915509711
0.54997878591934,0.496955933057426,0.442371420236615
0.530850954908859,0.46649931887511,0.469420826522458
0.524098818974398,0.518788994337365,0.443997109323626
0.476756140511205,0.515156157131844,0.478156304395583
0.597791663982042,0.462453497717434,0.484768621721457
0.446485261498034,0.479505395874162,0.591424578588769
0.484328604258516,0.454451669447709,0.527512664140073
0.454844651158949,0.611296718672932,0.448141443873957
0.471473865654439,0.470483175518986,0.543451509084238
0.42475990404027,0.536418471895738,0.518587348462604
0.481945142930904,0.45831583992196,0.496030786704309
0.492308593535727,0.451953236842634,0.542807993127414
0.478935146484527,0.46661754835746,0.498025343396424
0.448775732170907,0.58979208811535,0.46563090847346
0.468985750104521,0.576539078395587,0.446953201252319
0.443419113694618,0.594836164240958,0.4677849099843
0.486037942298623,0.503330903434863,0.473786222075875
0.511891912450762,0.520436851948003,0.437077662337308
0.555699533506548,0.492453320953674,0.432844590184989
0.491209694867151,0.499462242680629,0.47659632204585
0.551342599751949,0.527954870654019,0.425053296490045
0.438752883675389,0.572309750188585,0.473211243023386
0.521256561212477,0.495580918604663,0.475301206801631
0.44744656448582,0.562210388566483,0.472048993572943
0.42557972093654,0.542281069405451,0.513358660023154
0.516868036678918,0.44355924475573,0.526460878026577
0.438436701155867,0.577656821246156,0.470115986353574
0.448775732170907,0.58979208811535,0.46563090847346
0.456665459539301,0.527217789860607,0.491228709848941
0.520924823996564,0.538889671932829,0.4341185268528
0.473113357069001,0.486682857919892,0.512052975289572
0.516556358249425,0.558881879238629,0.434458799461629
0.507121691052613,0.519708858089881,0.458402858609414
0.436411823047848,0.525012388390322,0.511759479248913
0.518460555785011,0.548823516508279,0.434258129710547
0.506427517510301,0.452212730396357,0.516017808573956
0.473022333500618,0.533655251077138,0.455789666017985
0.491930540539026,0.458165931979527,0.50016894233341
0.480626165847147,0.541461789300227,0.451035594997556
0.45690175804462,0.52401838663584,0.534722490857849
0.449756875650854,0.597183581395773,0.463533194293363
0.465872129726329,0.562562619895668,0.46953704004887
0.444149467311684,0.597534363972104,0.463421984261916
0.467285049466529,0.533498539407039,0.45771353602683
0.456393021660544,0.476559876689314,0.577030121152283
0.488472586773043,0.529477894455947,0.450959795742991
0.451864590032416,0.55878141086937,0.479543606550283
0.437201070859635,0.491178944874144,0.560231003439556
0.433113415287582,0.527678543040159,0.504417133572822
0.512927077496998,0.444417560450581,0.530187736066586
0.460200018010136,0.52393576933133,0.499897152350204
0.477757756448702,0.601127398508543,0.444866943938554
0.49197920822596,0.501826962114416,0.476340565357522
