"V1","V2","V3"
0.469524241591679,0.439946578769495,0.450468644356853
0.448813850956853,0.456410249810271,0.440357404332468
0.438715031625544,0.446758226038334,0.467814597600911
0.448346728065725,0.44970256334807,0.443946167573244
0.446774713630115,0.443883736522728,0.490374581449737
0.456491422249443,0.461928346962687,0.428798900563195
0.442827482125953,0.446283863901881,0.454506021536996
0.4237998830016,0.486859268740104,0.454315677176077
0.438049470925248,0.479100526676835,0.433846998480466
0.459776863989865,0.448206232582989,0.435979933162719
0.431077553461949,0.451950515352162,0.464419525031111
0.459758510226448,0.436159139531749,0.475378212023635
0.467140478915903,0.434742581404195,0.464989891843478
0.451739999836634,0.441335008789999,0.47324472363176
0.444265213668546,0.452612403125788,0.442226253122742
0.42976217002471,0.474946439889712,0.449924696548716
0.455831885016533,0.450303299998171,0.440351605751709
0.430910125910442,0.463543765227043,0.45643037562282
0.452545364408746,0.461863328838533,0.436084299998651
0.446480549093048,0.480369413372203,0.427978082584485
0.43687294279396,0.450916308372698,0.456143677983895
0.461819094716242,0.443900685726814,0.44052115947261
0.452197848176184,0.455398993739288,0.436737993894876
0.465418396427308,0.460285409076508,0.430961354385578
0.521625588043123,0.51013735834897,0.422632652424071
0.444569058657497,0.4754262335159,0.434517344499995
0.482994474435479,0.446725709842025,0.433474568469349
0.475028900574797,0.446893319638012,0.436398541154776
0.430346905666467,0.459924451680295,0.464314996332872
0.47009744302136,0.437004481322746,0.453767092700953
0.476697647115816,0.456459258921404,0.4310969940152
0.455933499819078,0.486189682970841,0.424781273570894
0.439522799187439,0.464048082067427,0.449081284071871
0.437212936342049,0.479541297162623,0.438823014534715
0.443104522423468,0.462089581158075,0.441588034987462
0.446199108551086,0.473217033186144,0.43749833499351
0.426210581403787,0.498811909599569,0.439582472393969
0.441855498213675,0.449762769923617,0.44792453657449
0.46739256186738,0.482214318574533,0.42488664488258
0.437949537265007,0.472608172702134,0.444629579673508
0.460314433279973,0.446659678195127,0.446339216998127
0.425290723380939,0.483498315370278,0.486156160492121
0.444743432670362,0.512206191338051,0.431540998008249
0.426791065346107,0.484474830399343,0.442636474525111
0.4641002182897,0.463840000326302,0.425945353053457
0.454481686449013,0.440077410445514,0.449246336249088
0.429838644731053,0.482485949400819,0.4478300595801
0.455867552272717,0.466895781190429,0.426199120087003
0.453925794210334,0.439210114741693,0.457299157239574
0.451114365831074,0.447190614526085,0.451112558674169
0.448815780730333,0.467079359572783,0.425877691548437
0.432569955033552,0.479172262896092,0.439661131945455
0.42611025888958,0.471575402017178,0.455644510282997
0.448815780730333,0.467079359572783,0.425877691548437
0.425290723380939,0.483498315370278,0.486156160492121
0.51996571939606,0.503383022305815,0.422740722245296
0.452545364408746,0.461863328838533,0.436084299998651
0.431077553461949,0.451950515352162,0.464419525031111
0.452197848176184,0.455398993739288,0.436737993894876
0.441632047231344,0.459126537887826,0.451107422400949
0.464001196562527,0.445401645973693,0.439331767403986
0.46739256186738,0.482214318574533,0.42488664488258
0.459776863989865,0.448206232582989,0.435979933162719
0.444743432670362,0.512206191338051,0.431540998008249
0.466568395979821,0.435015676415708,0.464760456432833
0.435300345606501,0.466417013881943,0.453273192109783
0.465418396427308,0.460285409076508,0.430961354385578
0.4641002182897,0.463840000326302,0.425945353053457
0.42611025888958,0.471575402017178,0.455644510282997
0.451114365831074,0.447190614526085,0.451112558674169
0.4237998830016,0.486859268740104,0.454315677176077
0.457566427374264,0.461932829945819,0.426865823009261
0.475028900574797,0.446893319638012,0.436398541154776
0.44659290610816,0.465777898129789,0.435959015747151
0.469524241591679,0.439946578769495,0.450468644356853
0.429838644731053,0.482485949400819,0.4478300595801
0.426366199544655,0.490285044116633,0.440147566794691
0.430910125910442,0.463543765227043,0.45643037562282
0.440193482148631,0.475293717457635,0.441724202470846
0.43793651430565,0.447118141383985,0.459195960617683
0.454481686449013,0.440077410445514,0.449246336249088
0.446126398904644,0.447599091992182,0.445594378839369
0.446633300103182,0.443929113967057,0.489740771132416
0.42976217002471,0.474946439889712,0.449924696548716
0.454939122802658,0.45199195457124,0.439263565796173
0.482994474435479,0.446725709842025,0.433474568469349
0.47009744302136,0.437004481322746,0.453767092700953
0.448813850956853,0.456410249810271,0.440357404332468
0.437212936342049,0.479541297162623,0.438823014534715
0.450577230575265,0.443732089269166,0.460507998477301
0.460314433279973,0.446659678195127,0.446339216998127
0.448312962017053,0.465352145973263,0.426653340957085
