"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"rmoo","nsga2","zdt1",1,3.50822444239598,0.0627926706353564,0.0630824075261357
"rmoo","nsga2","zdt1",2,3.43204132875436,0.091429735740534,0.0940961593772417
"rmoo","nsga2","zdt1",3,3.57312234802791,0.0358639423704746,0.0366360822850008
"rmoo","nsga2","zdt1",4,3.47694171940494,0.0742909075548734,0.075596077149219
"rmoo","nsga2","zdt1",5,3.42630660050771,0.094232354552937,0.096596159087599
"rmoo","nsga2","zdt1",6,3.59649520209292,0.0266642171072261,0.0270561060468828
"rmoo","nsga2","zdt1",7,3.56863952984464,0.0380261791725692,0.0384217841492464
"rmoo","nsga2","zdt1",8,3.4116680441959,0.100039484942434,0.102804725072229
"rmoo","nsga2","zdt1",9,3.56316102077713,0.0395229589432373,0.0406306605869301
"rmoo","nsga2","zdt1",10,3.6577862482994,0.00450733470024575,0.00413192863752171
"rmoo","nsga2","zdt1",11,3.61792136898119,0.0182941030225184,0.0185437082572445
