GD,IGD,HV
1.64383423,1.93122411,5.38971992
1.64292234,1.92966958,5.29654712
1.63955197,1.92056011,5.51167682
1.64362281,1.92350939,5.35541225
1.64852813,1.93340351,5.36762307
1.64658271,1.92489432,5.50440169
1.64354804,1.91974386,5.56245301
1.64311424,1.90393811,5.73713111
1.64630380,1.93113022,5.35846515
1.64138439,1.93141231,5.39116638
