"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"pymoo","nsga3","dtlz1",1,7.97366323445775,7.72488668765631e-05,6.3290104457735e-05
"pymoo","nsga3","dtlz1",2,7.97363873536841,0.00016632250007375,0.00016297315447943
"pymoo","nsga3","dtlz1",3,7.97366295246971,6.68264901053106e-05,5.25449243243949e-05
"pymoo","nsga3","dtlz1",4,7.97358024720423,0.000406674916457155,0.000405989058326553
"pymoo","nsga3","dtlz1",5,7.97338526675045,0.00167517388788337,0.000723536779371839
"pymoo","nsga3","dtlz1",6,7.97365643684114,7.69752555795275e-05,5.30532333260374e-05
"pymoo","nsga3","dtlz1",7,7.9736672241255,6.36660316255638e-05,4.25611004229208e-05
"pymoo","nsga3","dtlz1",8,7.97365889238419,9.91705688855293e-05,7.71501412981864e-05
"pymoo","nsga3","dtlz1",9,7.97365253864387,7.64059622379543e-05,7.07879080789698e-05
"pymoo","nsga3","dtlz1",10,7.97366005483892,9.87376328162055e-05,6.86496080179536e-05
"pymoo","nsga3","dtlz1",11,7.97366421218382,5.70183087633371e-05,3.98332239369875e-05
