gen,nevals,Tiempo
1,92,0.044033050537109375
2,92,0.0919957160949707
3,92,0.14799952507019043
4,92,0.1999962329864502
5,92,0.24399614334106445
6,92,0.2879948616027832
7,92,0.339996337890625
8,92,0.3840358257293701
9,92,0.436032772064209
10,92,0.4799954891204834
11,92,0.5239953994750977
12,92,0.6639957427978516
13,92,0.7479956150054932
14,92,0.8079934120178223
15,92,0.8480029106140137
16,92,0.8920319080352783
17,92,0.9399938583374023
18,92,1.0039939880371094
19,92,1.0559966564178467
20,92,1.1679933071136475
21,92,1.2199931144714355
22,92,1.2879934310913086
23,92,1.3439934253692627
24,92,1.3879928588867188
25,92,1.4359934329986572
26,92,1.487992763519287
27,92,1.5839922428131104
28,92,1.6719934940338135
29,92,1.7199921607971191
30,92,1.7679924964904785
31,92,1.8159937858581543
32,92,1.8559908866882324
33,92,1.9080286026000977
34,92,1.951993703842163
35,92,1.9999923706054688
36,92,2.0440282821655273
37,92,2.0960309505462646
38,92,2.1439902782440186
39,92,2.1919922828674316
40,92,2.2359907627105713
41,92,2.283993721008301
42,92,2.339991807937622
43,92,2.3879916667938232
44,92,2.436027765274048
45,92,2.483990430831909
46,92,2.5240275859832764
47,92,2.5840277671813965
48,92,2.6280269622802734
49,92,2.6760306358337402
50,92,2.7239906787872314
51,92,2.776027202606201
52,92,2.819988965988159
53,92,2.863990306854248
54,92,2.9080281257629395
55,92,2.9560253620147705
56,92,3.000028133392334
57,92,3.0479888916015625
58,92,3.092395782470703
59,92,3.1363964080810547
60,92,3.184396982192993
61,92,3.2323966026306152
62,92,3.2764339447021484
63,92,3.320432424545288
64,92,3.3684332370758057
65,92,3.432396411895752
66,92,3.476431369781494
67,92,3.5323965549468994
68,92,3.580394744873047
69,92,3.6243953704833984
70,92,3.672393560409546
71,92,3.720395803451538
72,92,3.7683959007263184
73,92,3.8163957595825195
74,92,3.860394239425659
75,92,3.9124343395233154
76,92,3.960392951965332
77,92,4.004393100738525
78,92,4.048394680023193
79,92,4.092438459396362
80,92,4.136393785476685
81,92,4.18039608001709
82,92,4.236393213272095
83,92,4.284393548965454
84,92,4.328393459320068
85,92,4.38039231300354
86,92,4.424393653869629
87,92,4.468430042266846
88,92,4.520391941070557
89,92,4.568392276763916
90,92,4.616430759429932
91,92,4.6683924198150635
92,92,4.716392517089844
93,92,4.756428003311157
94,92,4.8043904304504395
95,92,4.852391242980957
96,92,4.892391204833984
97,92,4.944391965866089
98,92,4.988430738449097
99,92,5.035257816314697
100,92,5.085543155670166
101,92,5.1295835971832275
102,92,5.177927732467651
103,92,5.225926876068115
104,92,5.274126768112183
105,92,5.318165302276611
106,92,5.366438388824463
107,92,5.438470840454102
108,92,5.486604928970337
109,92,5.534642934799194
110,92,5.586191177368164
111,92,5.635727405548096
112,92,5.686238527297974
113,92,5.730239152908325
114,92,5.779752731323242
115,92,5.8237464427948
116,92,5.882098913192749
117,92,5.92609715461731
118,92,5.975611209869385
119,92,6.023611068725586
120,92,6.071619033813477
121,92,6.119616270065308
122,92,6.163747549057007
123,92,6.21578574180603
124,92,6.264094114303589
125,92,6.308096647262573
126,92,6.352128028869629
127,92,6.396076440811157
128,92,6.444076299667358
129,92,6.488004207611084
130,92,6.536044120788574
131,92,6.586045742034912
132,92,6.63404655456543
133,92,6.6801087856292725
134,92,6.724109172821045
135,92,6.768250942230225
136,92,6.816287040710449
137,92,6.86025071144104
138,92,6.908247709274292
139,92,6.958300828933716
140,92,7.006295919418335
141,92,7.0521180629730225
142,92,7.1001551151275635
143,92,7.144150018692017
144,92,7.192633867263794
145,92,7.240633010864258
146,92,7.2884252071380615
147,92,7.3323891162872314
148,92,7.38072943687439
149,92,7.428762435913086
150,92,7.480727195739746
151,92,7.5296430587768555
152,92,7.588654041290283
153,92,7.636654376983643
154,92,7.686166286468506
155,92,7.734203100204468
156,92,7.784680128097534
157,92,7.836677551269531
158,92,7.888596773147583
159,92,7.93659782409668
160,92,7.984814405441284
161,92,8.028815507888794
162,92,8.07444429397583
163,92,8.12240719795227
164,92,8.164764404296875
165,92,8.208760738372803
166,92,8.252897024154663
167,92,8.300889015197754
168,92,8.348889112472534
169,92,8.394481658935547
170,92,8.442518711090088
171,92,8.51299500465393
172,92,8.55801272392273
173,92,8.610004186630249
174,92,8.654006004333496
175,92,8.702049970626831
176,92,8.746011018753052
177,92,8.790010690689087
178,92,8.834010124206543
179,92,8.878011703491211
180,92,8.922050714492798
181,92,8.966053485870361
182,92,9.010011672973633
183,92,9.058067798614502
184,92,9.106055974960327
185,92,9.150058269500732
186,92,9.194098472595215
187,92,9.238056421279907
188,92,9.27810001373291
189,92,9.334094524383545
190,92,9.382104635238647
191,92,9.434141159057617
192,92,9.486104965209961
193,92,9.57004165649414
194,92,9.63404107093811
