Generation,Time
1,7.98678112030029
2,8.80020618438721
3,9.43098402023315
4,10.1467711925507
5,10.8151531219482
6,11.8783571720123
7,12.6133370399475
8,13.2794539928436
9,14.2782900333405
10,14.9127810001373
11,15.6798231601715
12,16.3947050571442
13,17.7303810119629
14,18.8090891838074
15,19.4469931125641
16,20.461991071701
17,21.1950211524963
18,22.1587030887604
19,22.7783980369568
20,23.7603750228882
21,24.4938712120056
22,25.1476771831512
23,25.8606770038605
24,27.19500207901
25,27.9441721439362
26,28.6449999809265
27,29.3107450008392
28,30.0259690284729
29,30.6612951755524
30,31.2930011749268
31,32.346048116684
32,33.0379071235657
33,33.6577100753784
34,34.6608030796051
35,35.3363680839539
36,35.9926052093506
37,36.7273740768433
38,37.4276142120361
39,38.1242640018463
40,38.7953770160675
41,39.4930431842804
42,40.1737279891968
43,41.1743512153625
44,42.2099571228027
45,42.8608322143555
46,43.5104451179504
47,44.2407841682434
48,44.9588470458984
49,45.620453119278
50,46.6594660282135
51,47.327183008194
52,48.3586270809174
53,48.9974801540375
54,49.6261641979218
55,50.2904901504517
56,50.9731600284576
57,51.6096692085266
58,52.3031260967255
59,52.9784910678864
60,53.6600050926208
61,54.6446990966797
62,55.2761950492859
63,56.2790021896362
64,57.3273940086365
65,58.0092270374298
66,58.7101881504059
67,59.4096620082855
68,60.0219700336456
69,60.6545372009277
70,61.2787761688232
71,61.8738420009613
72,62.5315341949463
73,63.1753711700439
74,64.2182981967926
75,64.9099521636963
76,65.5622429847717
77,66.2258632183075
78,66.8368961811066
79,68.1271212100983
80,68.7878510951996
81,69.7424871921539
82,70.3985300064087
83,71.7994720935822
84,72.5059452056885
85,73.1171691417694
86,73.780121088028
87,74.4083280563354
88,75.0653591156006
89,75.6822180747986
90,76.278519153595
91,77.3169550895691
92,77.9224290847778
93,78.5728089809418
94,79.1941120624542
95,80.5036721229553
96,81.5169811248779
97,82.4533920288086
98,83.4134809970856
99,84.0668330192566
100,84.8308320045471
