"Tiempo","Implementacion"
11.1039254665375,"DEAP-NSGA-II"
10.407772064209,"DEAP-NSGA-II"
29.81843424,"DEAP-NSGA-II"
10.3304557800293,"DEAP-NSGA-II"
10.7409574985504,"DEAP-NSGA-II"
11.1009385585785,"DEAP-NSGA-II"
10.6756150722504,"DEAP-NSGA-II"
9.87837266921997,"DEAP-NSGA-II"
10.7362296581268,"DEAP-NSGA-II"
10.8139672279358,"DEAP-NSGA-II"
10.7330214977264,"DEAP-NSGA-II"
3.59809970855713,"DEAP-NSGA-III"
3.46042037010193,"DEAP-NSGA-III"
6.994843483,"DEAP-NSGA-III"
3.76970243453979,"DEAP-NSGA-III"
3.4342565536499,"DEAP-NSGA-III"
3.54486703872681,"DEAP-NSGA-III"
3.55916142463684,"DEAP-NSGA-III"
3.68632459640503,"DEAP-NSGA-III"
3.43885898590088,"DEAP-NSGA-III"
3.49337553977966,"DEAP-NSGA-III"
3.65532755851746,"DEAP-NSGA-III"
8.38859891891479,"MOEADr-MOEA/D"
8.13460898399353,"MOEADr-MOEA/D"
8.63746190071106,"MOEADr-MOEA/D"
8.42429804801941,"MOEADr-MOEA/D"
8.38675022125244,"MOEADr-MOEA/D"
8.35779905319214,"MOEADr-MOEA/D"
8.51120495796204,"MOEADr-MOEA/D"
8.30145883560181,"MOEADr-MOEA/D"
8.1605498790741,"MOEADr-MOEA/D"
8.25835299491882,"MOEADr-MOEA/D"
8.39117503166199,"MOEADr-MOEA/D"
4.225558519,"PYMOO-NSGA-II"
3.94855547,"PYMOO-NSGA-II"
3.316974878,"PYMOO-NSGA-II"
4.652428865,"PYMOO-NSGA-II"
3.907681465,"PYMOO-NSGA-II"
3.608339071,"PYMOO-NSGA-II"
3.734101295,"PYMOO-NSGA-II"
3.727847815,"PYMOO-NSGA-II"
3.770427942,"PYMOO-NSGA-II"
3.752545118,"PYMOO-NSGA-II"
4.135443211,"PYMOO-NSGA-II"
7.00683808326721,"PYMOO-NSGA-III"
6.03943657875061,"PYMOO-NSGA-III"
5.410669565,"PYMOO-NSGA-III"
6.11860585212708,"PYMOO-NSGA-III"
5.87787008285522,"PYMOO-NSGA-III"
5.87920141220093,"PYMOO-NSGA-III"
5.83022451400757,"PYMOO-NSGA-III"
5.89828443527222,"PYMOO-NSGA-III"
5.84371328353882,"PYMOO-NSGA-III"
6.21773433685303,"PYMOO-NSGA-III"
6.58080410957336,"PYMOO-NSGA-III"
4.27021288871765,"RMOO-NSGA-II"
5.39448094367981,"RMOO-NSGA-II"
5.25080990791321,"RMOO-NSGA-II"
4.27460980415344,"RMOO-NSGA-II"
3.90863180160522,"RMOO-NSGA-II"
4.06005692481995,"RMOO-NSGA-II"
4.45662808418274,"RMOO-NSGA-II"
4.26536107063293,"RMOO-NSGA-II"
4.31812405586243,"RMOO-NSGA-II"
4.52773904800415,"RMOO-NSGA-II"
4.33249187469482,"RMOO-NSGA-II"
6.87091302871704,"RMOO-NSGA-III"
8.04820394515991,"RMOO-NSGA-III"
8.5629608631134,"RMOO-NSGA-III"
7.03104901313782,"RMOO-NSGA-III"
8.85814595222473,"RMOO-NSGA-III"
6.87929511070251,"RMOO-NSGA-III"
6.90713214874268,"RMOO-NSGA-III"
7.2773859500885,"RMOO-NSGA-III"
7.57692408561707,"RMOO-NSGA-III"
7.17585301399231,"RMOO-NSGA-III"
7.1314709186554,"RMOO-NSGA-III"
