"Tiempo","Implementacion"
11.1133351325989,"DEAP-NSGA-II"
11.0735342502594,"DEAP-NSGA-II"
41.18857384,"DEAP-NSGA-II"
11.3318908214569,"DEAP-NSGA-II"
11.1924915313721,"DEAP-NSGA-II"
11.3496789932251,"DEAP-NSGA-II"
11.3358001708984,"DEAP-NSGA-II"
11.5263850688934,"DEAP-NSGA-II"
11.4553179740906,"DEAP-NSGA-II"
11.2392954826355,"DEAP-NSGA-II"
10.6260645389557,"DEAP-NSGA-II"
4.11908388137817,"DEAP-NSGA-III"
4.41352009773254,"DEAP-NSGA-III"
8.479305983,"DEAP-NSGA-III"
4.33154916763306,"DEAP-NSGA-III"
4.29347515106201,"DEAP-NSGA-III"
4.24466013908386,"DEAP-NSGA-III"
4.56691074371338,"DEAP-NSGA-III"
4.54486680030823,"DEAP-NSGA-III"
4.46186137199402,"DEAP-NSGA-III"
4.5819137096405,"DEAP-NSGA-III"
4.57520008087158,"DEAP-NSGA-III"
8.56391501426697,"MOEADr-MOEA/D"
8.93080282211304,"MOEADr-MOEA/D"
8.77663683891296,"MOEADr-MOEA/D"
8.55020189285278,"MOEADr-MOEA/D"
8.69888401031494,"MOEADr-MOEA/D"
8.8844530582428,"MOEADr-MOEA/D"
8.71456384658813,"MOEADr-MOEA/D"
8.70937395095825,"MOEADr-MOEA/D"
8.79667115211487,"MOEADr-MOEA/D"
8.82384705543518,"MOEADr-MOEA/D"
8.81511807441711,"MOEADr-MOEA/D"
4.204653263,"PYMOO-NSGA-II"
3.962749243,"PYMOO-NSGA-II"
3.739419937,"PYMOO-NSGA-II"
3.693796158,"PYMOO-NSGA-II"
3.897564411,"PYMOO-NSGA-II"
3.984313726,"PYMOO-NSGA-II"
3.817034483,"PYMOO-NSGA-II"
3.99882865,"PYMOO-NSGA-II"
4.096364021,"PYMOO-NSGA-II"
3.998880148,"PYMOO-NSGA-II"
4.025526762,"PYMOO-NSGA-II"
6.44088816642761,"PYMOO-NSGA-III"
5.93301224708557,"PYMOO-NSGA-III"
5.476573944,"PYMOO-NSGA-III"
5.62989163398743,"PYMOO-NSGA-III"
5.76479864120483,"PYMOO-NSGA-III"
5.57235550880432,"PYMOO-NSGA-III"
5.77440547943115,"PYMOO-NSGA-III"
5.71989965438843,"PYMOO-NSGA-III"
5.65129518508911,"PYMOO-NSGA-III"
5.72737836837769,"PYMOO-NSGA-III"
5.88982629776001,"PYMOO-NSGA-III"
4.47888708114624,"RMOO-NSGA-II"
4.08846592903137,"RMOO-NSGA-II"
6.338145018,"RMOO-NSGA-II"
4.12528109550476,"RMOO-NSGA-II"
4.07435202598572,"RMOO-NSGA-II"
4.28353190422058,"RMOO-NSGA-II"
4.17355012893677,"RMOO-NSGA-II"
4.36576795578003,"RMOO-NSGA-II"
4.25725984573364,"RMOO-NSGA-II"
4.46493887901306,"RMOO-NSGA-II"
4.16692709922791,"RMOO-NSGA-II"
6.43969488143921,"RMOO-NSGA-III"
6.36918807029724,"RMOO-NSGA-III"
10.244600058,"RMOO-NSGA-III"
7.73791408538818,"RMOO-NSGA-III"
7.02304911613464,"RMOO-NSGA-III"
6.5492160320282,"RMOO-NSGA-III"
6.74283814430237,"RMOO-NSGA-III"
6.35320806503296,"RMOO-NSGA-III"
6.910973072052,"RMOO-NSGA-III"
6.64938402175903,"RMOO-NSGA-III"
6.76363086700439,"RMOO-NSGA-III"
