"Tiempo","Implementacion"
10.8303592205048,"DEAP-NSGA-II"
10.1778481006622,"DEAP-NSGA-II"
21.02414703,"DEAP-NSGA-II"
10.0473239421844,"DEAP-NSGA-II"
9.86111330986023,"DEAP-NSGA-II"
10.698445558548,"DEAP-NSGA-II"
10.3809268474579,"DEAP-NSGA-II"
10.6617252826691,"DEAP-NSGA-II"
10.6630792617798,"DEAP-NSGA-II"
10.3083944320679,"DEAP-NSGA-II"
9.98971009254456,"DEAP-NSGA-II"
3.5936017036438,"DEAP-NSGA-III"
3.4385130405426,"DEAP-NSGA-III"
4.265666008,"DEAP-NSGA-III"
3.66868996620178,"DEAP-NSGA-III"
3.45321154594421,"DEAP-NSGA-III"
3.69984436035156,"DEAP-NSGA-III"
3.64600014686584,"DEAP-NSGA-III"
3.39779210090637,"DEAP-NSGA-III"
3.42835903167725,"DEAP-NSGA-III"
3.33658003807068,"DEAP-NSGA-III"
3.38964533805847,"DEAP-NSGA-III"
8.3354640007019,"MOEADr-MOEA/D"
8.15679001808167,"MOEADr-MOEA/D"
9.31361198425293,"MOEADr-MOEA/D"
8.28981590270996,"MOEADr-MOEA/D"
8.40254497528076,"MOEADr-MOEA/D"
8.25292205810547,"MOEADr-MOEA/D"
8.12183785438538,"MOEADr-MOEA/D"
8.02380084991455,"MOEADr-MOEA/D"
8.0938560962677,"MOEADr-MOEA/D"
8.00090003013611,"MOEADr-MOEA/D"
8.07255506515503,"MOEADr-MOEA/D"
4.982187271,"PYMOO-NSGA-II"
4.015815735,"PYMOO-NSGA-II"
3.276982784,"PYMOO-NSGA-II"
3.691721201,"PYMOO-NSGA-II"
3.68645525,"PYMOO-NSGA-II"
3.778778791,"PYMOO-NSGA-II"
3.692331791,"PYMOO-NSGA-II"
3.803653479,"PYMOO-NSGA-II"
3.785008192,"PYMOO-NSGA-II"
3.816023827,"PYMOO-NSGA-II"
4.079339743,"PYMOO-NSGA-II"
6.58806324005127,"PYMOO-NSGA-III"
5.87068891525269,"PYMOO-NSGA-III"
5.2997334,"PYMOO-NSGA-III"
6.01864290237427,"PYMOO-NSGA-III"
5.83961391448975,"PYMOO-NSGA-III"
5.65843200683594,"PYMOO-NSGA-III"
5.79170918464661,"PYMOO-NSGA-III"
6.00072908401489,"PYMOO-NSGA-III"
6.16235756874084,"PYMOO-NSGA-III"
6.00632619857788,"PYMOO-NSGA-III"
6.1707968711853,"PYMOO-NSGA-III"
4.90959191322327,"RMOO-NSGA-II"
6.89542198181152,"RMOO-NSGA-II"
3.93700098991394,"RMOO-NSGA-II"
4.89027285575867,"RMOO-NSGA-II"
5.36853885650635,"RMOO-NSGA-II"
4.66247987747192,"RMOO-NSGA-II"
5.45079803466797,"RMOO-NSGA-II"
5.76972007751465,"RMOO-NSGA-II"
4.59499406814575,"RMOO-NSGA-II"
4.30758905410767,"RMOO-NSGA-II"
5.66777396202087,"RMOO-NSGA-II"
1.93110558191935,"RMOO-NSGA-III"
3.22083306709925,"RMOO-NSGA-III"
6.76274299621582,"RMOO-NSGA-III"
2.07464015086492,"RMOO-NSGA-III"
2.23814601500829,"RMOO-NSGA-III"
2.36838704744975,"RMOO-NSGA-III"
2.50483564933141,"RMOO-NSGA-III"
2.64131013154984,"RMOO-NSGA-III"
2.77215356429418,"RMOO-NSGA-III"
2.90638329982758,"RMOO-NSGA-III"
3.04495009978612,"RMOO-NSGA-III"
