"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"pymoo","nsga2","dtlz7",1,145.444827700018,0.104829649626406,0.250513611854888
"pymoo","nsga2","dtlz7",2,200.355311202555,0.123475472978033,0.0303499897333385
"pymoo","nsga2","dtlz7",3,145.244800012015,0.0949471737144889,0.253155757470944
"pymoo","nsga2","dtlz7",4,145.241074959492,0.096618204562357,0.253810108420263
"pymoo","nsga2","dtlz7",5,145.278502168575,0.0956095530919255,0.252776303653557
"pymoo","nsga2","dtlz7",6,145.323527767096,0.0888324027271397,0.220664998130143
"pymoo","nsga2","dtlz7",7,145.283869852792,0.0903067194541661,0.250044009038016
"pymoo","nsga2","dtlz7",8,145.356409341313,0.0932258369353471,0.222015087088164
"pymoo","nsga2","dtlz7",9,145.413550392798,0.0941801979870885,0.222139665257823
"pymoo","nsga2","dtlz7",10,200.37007120577,0.128222037136776,0.0328068798579456
"pymoo","nsga2","dtlz7",11,200.335431265526,0.118045105034753,0.0255119181878721
