Recall,NFS,SU,MacroF1,Acc
-0.99696917,0.66129032,-0.83150921,-0.99683405,-0.99684116
-0.99742157,0.61290323,-0.77285245,-0.99728633,-0.99729242
-0.99739891,0.56451613,-0.72336185,-0.99728621,-0.99729242
-0.99782865,0.4516129,-0.61016481,-0.99773841,-0.99774368
-0.99634723,0.61290323,-0.7822781,-0.99615604,-0.99616426
-0.99957026,0.50806452,-0.65001481,-0.99954762,-0.99954874
-0.99825839,0.40322581,-0.55607453,-0.99819065,-0.99819495
-0.99675431,0.66129032,-0.83204234,-0.99660798,-0.99661552
-0.99933273,0.37903226,-0.52923282,-0.99932142,-0.9993231
-0.99868813,0.52419355,-0.68834239,-0.99864293,-0.99864621
-0.99632457,0.54032258,-0.70498941,-0.99615587,-0.99616426
-0.99634723,0.60483871,-0.77397115,-0.99615604,-0.99616426
-0.99567996,0.66129032,-0.83225849,-0.99547778,-0.99548736
-0.99933273,0.37903226,-0.52745676,-0.99932142,-0.9993231
-0.99847326,0.40322581,-0.55562856,-0.99841678,-0.99842058
-0.99933273,0.41935484,-0.57342157,-0.99932142,-0.9993231
-0.99567996,0.66935484,-0.84119115,-0.99547778,-0.99548736
-0.99976247,0.25806452,-0.38959539,-0.9997738,-0.99977437
-0.99849592,0.56451613,-0.71574371,-0.99841685,-0.99842058
-0.99933273,0.45967742,-0.61811538,-0.99932142,-0.9993231
-0.99933273,0.36290323,-0.5113412,-0.99932142,-0.9993231
-0.99763644,0.58870968,-0.74289508,-0.99751241,-0.99751805
-0.99632457,0.58064516,-0.7503868,-0.99615587,-0.99616426
-0.99761378,0.69354839,-0.85585611,-0.9975123,-0.99751805
-0.99847326,0.40322581,-0.55562856,-0.99841678,-0.99842058
-0.99739891,0.45967742,-0.61870284,-0.99728621,-0.99729242
-0.99718404,0.48387097,-0.64533917,-0.99706012,-0.99706679
-0.99567996,0.61290323,-0.78438006,-0.99547778,-0.99548736
-0.9995476,0.33870968,-0.48313565,-0.9995476,-0.99954874
-0.99782865,0.41935484,-0.57402676,-0.99773841,-0.99774368
-0.99871079,0.55645161,-0.70712901,-0.99864299,-0.99864621
-0.99718404,0.68548387,-0.84772632,-0.99706012,-0.99706679
-0.99933273,0.41129032,-0.56535149,-0.99932142,-0.9993231
-0.99782865,0.53225806,-0.69719475,-0.99773841,-0.99774368
-0.99761378,0.64516129,-0.79640781,-0.9975123,-0.99751805
-0.99868813,0.37096774,-0.51908814,-0.99864293,-0.99864621
-1.,0.25806452,-0.37914203,-1.,-1.
-0.99761378,0.58870968,-0.7547479,-0.9975123,-0.99751805
-1.,0.28225806,-0.41634049,-1.,-1.
-0.99976247,0.27419355,-0.40775742,-0.9997738,-0.99977437
-0.99782865,0.41935484,-0.57402676,-0.99773841,-0.99774368
-0.99782865,0.65322581,-0.81508381,-0.99773841,-0.99774368
-1.,0.24193548,-0.36752774,-1.,-1.
-0.99718404,0.70967742,-0.85655995,-0.99706012,-0.99706679
-0.99978513,0.37096774,-0.49886119,-0.99977381,-0.99977437
-0.99782865,0.63709677,-0.7884957,-0.99773841,-0.99774368
-1.,0.27419355,-0.40696888,-1.,-1.
-0.99978513,0.33870968,-0.47936592,-0.99977381,-0.99977437
-0.99847326,0.4516129,-0.60940476,-0.99841678,-0.99842058
-0.99804352,0.61290323,-0.77103264,-0.99796452,-0.99796931
-0.9995476,0.34677419,-0.49236365,-0.9995476,-0.99954874
-1.,0.2983871,-0.43408214,-1.,-1.
-0.99761378,0.5,-0.65983982,-0.9975123,-0.99751805
-0.99868813,0.42741935,-0.58313445,-0.99864293,-0.99864621
-0.9995476,0.42741935,-0.57970658,-0.9995476,-0.99954874
-1.,0.25,-0.3764844,-1.,-1.
-0.99957026,0.43548387,-0.58882258,-0.99954762,-0.99954874
-0.99804352,0.44354839,-0.60054468,-0.99796452,-0.99796931
-0.99933273,0.39516129,-0.54527827,-0.99932142,-0.9993231
\,n
-0.99957026,0.36290323,-0.49978012,-0.99954762,-0.99954874
-0.99675431,0.67741935,-0.8346544,-0.99660798,-0.99661552
-0.99675431,0.67741935,-0.8346544,-0.99660798,-0.99661552
-0.99978513,0.17741935,-0.29260475,-0.99977381,-0.99977437
-0.9961097,0.63709677,-0.81042671,-0.99592983,-0.99593863
-0.9961097,0.62903226,-0.79865092,-0.99592983,-0.99593863
-0.99675431,0.63709677,-0.80514547,-0.99660798,-0.99661552
-0.99675431,0.63709677,-0.805626,-0.99660798,-0.99661552
-0.99739891,0.49193548,-0.65129591,-0.99728621,-0.99729242
-0.99976247,0.22580645,-0.35129781,-0.9997738,-0.99977437
-0.99825839,0.53225806,-0.69493451,-0.99819065,-0.99819495
-0.99828105,0.52419355,-0.67144619,-0.99819073,-0.99819495
-0.99935539,0.41129032,-0.53907357,-0.99932145,-0.9993231
-0.99782865,0.47580645,-0.63492393,-0.99773841,-0.99774368
-0.99847326,0.33064516,-0.47384093,-0.99841678,-0.99842058
-0.99675431,0.66935484,-0.83379269,-0.99660798,-0.99661552
-0.99589483,0.58064516,-0.74857177,-0.9957038,-0.995713
-0.99696917,0.66129032,-0.82588126,-0.99683405,-0.99684116
-0.99567996,0.62096774,-0.79092701,-0.99547778,-0.99548736
-0.99957026,0.18548387,-0.29549542,-0.99954762,-0.99954874
-0.99675431,0.56451613,-0.73214263,-0.99660798,-0.99661552
-0.99632457,0.55645161,-0.72156584,-0.99615587,-0.99616426
-0.99935539,0.42741935,-0.55039461,-0.99932145,-0.9993231
-0.99739891,0.60483871,-0.76536408,-0.99728621,-0.99729242
-0.99739891,0.54032258,-0.70546396,-0.99728621,-0.99729242
-0.99675431,0.5483871,-0.71392058,-0.99660798,-0.99661552
-0.99718404,0.62096774,-0.78676668,-0.99706012,-0.99706679
-0.99849592,0.55645161,-0.71859131,-0.99841685,-0.99842058
-0.99804352,0.45967742,-0.61728101,-0.99796452,-0.99796931
-0.99914052,0.53225806,-0.68795358,-0.99909528,-0.99909747
-0.99847326,0.5,-0.65877415,-0.99841678,-0.99842058
-0.99825839,0.40322581,-0.55465365,-0.99819065,-0.99819495
-0.99890299,0.37903226,-0.52692066,-0.99886908,-0.99887184
-0.99847326,0.50806452,-0.66726978,-0.99841678,-0.99842058
-1.,0.20967742,-0.33168684,-1.,-1.
-0.99696917,0.60483871,-0.77350046,-0.99683405,-0.99684116
-0.99785131,0.57258065,-0.73162454,-0.99773851,-0.99774368
-0.99868813,0.41935484,-0.57237173,-0.99864293,-0.99864621
-0.99871079,0.51612903,-0.66715998,-0.99864299,-0.99864621
-0.99782865,0.52419355,-0.68679254,-0.99773841,-0.99774368
-0.99675431,0.66935484,-0.83456369,-0.99660798,-0.99661552
-0.99696917,0.66129032,-0.82565454,-0.99683405,-0.99684116
-0.99739891,0.63709677,-0.79997424,-0.99728621,-0.99729242
-0.99761378,0.52419355,-0.68658781,-0.9975123,-0.99751805
-0.99935539,0.4516129,-0.5977047,-0.99932145,-0.9993231
-0.99718404,0.59677419,-0.76477443,-0.99706012,-0.99706679
-0.99675431,0.65322581,-0.82029316,-0.99660798,-0.99661552
-0.99914052,0.49193548,-0.64271922,-0.99909528,-0.99909747
-0.99978513,0.24193548,-0.36685749,-0.99977381,-0.99977437
-1.,0.21774194,-0.33979968,-1.,-1.
-0.99696917,0.62096774,-0.7906507,-0.99683405,-0.99684116
-0.99976247,0.28225806,-0.41621291,-0.9997738,-0.99977437
-0.99933273,0.37096774,-0.51911125,-0.99932142,-0.9993231
-0.99978513,0.2016129,-0.31466081,-0.99977381,-0.99977437
-0.99718404,0.57258065,-0.74014229,-0.99706012,-0.99706679
-0.99739891,0.54032258,-0.70546396,-0.99728621,-0.99729242
-0.99804352,0.44354839,-0.59856197,-0.99796452,-0.99796931
-0.9961097,0.58870968,-0.75779132,-0.99592983,-0.99593863
-0.99892566,0.48387097,-0.62751399,-0.99886913,-0.99887184
-0.99976247,0.25806452,-0.39038395,-0.9997738,-0.99977437
-0.99782865,0.44354839,-0.59972862,-0.99773841,-0.99774368
