"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"rmoo","nsga3","zdt1",1,0,3.98876564802153,4.52922257315314
"rmoo","nsga3","zdt1",2,0,3.78875388866954,4.32353216300477
"rmoo","nsga3","zdt1",3,3.49008694243704,0.0701881898146356,0.071007727871967
"rmoo","nsga3","zdt1",4,0,4.32121804437435,4.8699720503141
"rmoo","nsga3","zdt1",5,0,3.35358269799477,3.8742357100418
"rmoo","nsga3","zdt1",6,0,4.01210808671167,4.5531624999059
"rmoo","nsga3","zdt1",7,0,3.65518917971257,4.18599835047017
"rmoo","nsga3","zdt1",8,0,3.40512803172146,3.927576407083
"rmoo","nsga3","zdt1",9,0,3.7903050945619,4.32517326204869
"rmoo","nsga3","zdt1",10,0,3.81590735055371,4.35154427213871
"rmoo","nsga3","zdt1",11,0,4.04179892712385,4.58357549541948
