"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"moeadr","moead","zdt1",1,3.66153534367109,0.00352260832429449,0.00228690904812597
"moeadr","moead","zdt1",2,3.66052063790181,0.00456359449447919,0.00237628023859754
"moeadr","moead","zdt1",3,3.66150519057335,0.0035811989782852,0.0023516190914726
"moeadr","moead","zdt1",4,3.66137864002515,0.00371438200229638,0.00238347874863307
"moeadr","moead","zdt1",5,3.66154213222823,0.00351555765173625,0.00228737243632841
"moeadr","moead","zdt1",6,3.66134885846242,0.00365398752441715,0.00237693395655079
"moeadr","moead","zdt1",7,3.66155606856707,0.00356430347673792,0.00230099230387325
"moeadr","moead","zdt1",8,3.66151214879062,0.00353054925797472,0.00228534959833467
"moeadr","moead","zdt1",9,3.66147034547937,0.00351499807720479,0.00228062088613243
"moeadr","moead","zdt1",10,3.65907843270779,0.00617254495749219,0.0023807026535343
"moeadr","moead","zdt1",11,3.66133553756335,0.00370136674185654,0.00238307149825158
