Recall;NFS;MI;MacroF1;ACC
-1;0.266129032;-0.388976548;-0.99874782;-0.99875
-0.999425023;0.685483871;-0.810135494;-0.995528876;-0.995535714
-1;0.322580645;-0.450691622;-0.999522948;-0.99952381
-0.999424361;0.653225806;-0.804419207;-0.994932961;-0.994940476
-1;0.290322581;-0.424715785;-0.999522948;-0.99952381
-1;0.282258065;-0.410799536;-0.998867064;-0.998869048
-1;0.346774194;-0.489482151;-0.999284436;-0.999285714
-1;0.298387097;-0.432971277;-0.999403691;-0.999404762
-1;0.274193548;-0.40299927;-0.998867064;-0.998869048
-1;0.314516129;-0.451190937;-0.999344063;-0.999345238
-1;0.330645161;-0.46427352;-0.998867064;-0.998869048
-0.999425485;0.64516129;-0.787150565;-0.995946048;-0.995952381
-1;0.459677419;-0.605693768;-0.998628578;-0.998630952
-1;0.564516129;-0.715396419;-0.997436288;-0.997440476
-1;0.338709677;-0.47780687;-0.999284436;-0.999285714
-1;0.282258065;-0.398645294;-0.998926687;-0.998928571
-1;0.306451613;-0.438170462;-0.999284436;-0.999285714
-1;0.338709677;-0.478296242;-0.998867064;-0.998869048
-1;0.451612903;-0.593817632;-0.99898631;-0.998988095
-0.999425221;0.677419355;-0.801812193;-0.995707661;-0.995714286
-1;0.475806452;-0.622957985;-0.997853564;-0.997857143
-1;0.370967742;-0.514467624;-0.999165184;-0.999166667
-1;0.322580645;-0.459936788;-0.999344063;-0.999345238
-1;0.629032258;-0.783548035;-0.996184623;-0.996190476
-1;0.467741935;-0.616555897;-0.998628578;-0.998630952
-0.999425749;0.637096774;-0.778453247;-0.996184444;-0.996190476
-0.999425683;0.580645161;-0.734348351;-0.996124844;-0.996130952
-1;0.5;-0.647625894;-0.99844972;-0.998452381
-1;0.387096774;-0.524526797;-0.998807442;-0.998809524
-0.999425023;0.661290323;-0.805552495;-0.995528876;-0.995535714
-1;0.467741935;-0.602905825;-0.99874782;-0.99875
-1;0.35483871;-0.491750066;-0.99922481;-0.99922619
-0.999426145;0.532258065;-0.683811751;-0.996542053;-0.996547619
-1;0.387096774;-0.534191966;-0.99874782;-0.99875
-1;0.524193548;-0.672685616;-0.997793951;-0.997797619
-1;0.419354839;-0.55911519;-0.998807442;-0.998809524
-1;0.516129032;-0.66545631;-0.996244221;-0.99625
-0.999426145;0.596774194;-0.749477252;-0.996542053;-0.996547619
-0.999425749;0.548387097;-0.702926276;-0.996184444;-0.996190476
-1;0.419354839;-0.562517423;-0.998688199;-0.998690476
-0.999427;0.572580645;-0.724560514;-0.997316942;-0.997321429
-1;0.35483871;-0.497282416;-0.999165184;-0.999166667
-0.999425749;0.629032258;-0.769632686;-0.996184444;-0.996190476
-1;0.580645161;-0.716925157;-0.99773434;-0.997738095
-1;0.540322581;-0.689897263;-0.997853564;-0.997857143
-1;0.508064516;-0.659242582;-0.997495897;-0.9975
-1;0.588709677;-0.740972507;-0.996303819;-0.996309524
-1;0.653225806;-0.791719831;-0.996065429;-0.996071429
-1;0.443548387;-0.59766768;-0.998390102;-0.998392857
-1;0.443548387;-0.58500041;-0.998807442;-0.998809524
-1;0.435483871;-0.576146805;-0.998807442;-0.998809524
-1;0.491935484;-0.639598477;-0.99844972;-0.998452381
-0.999425551;0.596774194;-0.752467163;-0.996005646;-0.996011905
-1;0.60483871;-0.75703671;-0.996423017;-0.996428571
-1;0.637096774;-0.791492744;-0.996184623;-0.996190476
-1;0.379032258;-0.524075721;-0.998688199;-0.998690476
-1;0.661290323;-0.800572095;-0.996065429;-0.996071429
-1;0.403225806;-0.540094767;-0.999045934;-0.999047619
-1;0.451612903;-0.596969613;-0.99874782;-0.99875
-0.999424494;0.620967742;-0.774958999;-0.99505214;-0.995059524
-1;0.483870968;-0.635889916;-0.998211251;-0.998214286
-1;0.379032258;-0.516569868;-0.999105559;-0.999107143
-1;0.475806452;-0.621773562;-0.99844972;-0.998452381
-0.999424758;0.612903226;-0.767119861;-0.995290504;-0.995297619
-1;0.532258065;-0.682079905;-0.997138251;-0.997142857
-1;0.330645161;-0.461305639;-0.999284436;-0.999285714
-1;0.435483871;-0.578262397;-0.998688199;-0.998690476
-0.999425023;0.653225806;-0.797607786;-0.995528876;-0.995535714
-1;0.5;-0.6499658;-0.998032405;-0.998035714
-1;0.475806452;-0.610850534;-0.99874782;-0.99875
-1;0.483870968;-0.63346859;-0.998330484;-0.998333333
-1;0.491935484;-0.641137148;-0.99809202;-0.998095238
-1;0.370967742;-0.515458784;-0.998867064;-0.998869048
-1;0.39516129;-0.544285066;-0.998807442;-0.998809524
-1;0.427419355;-0.56818216;-0.999045934;-0.999047619
-0.999426868;0.516129032;-0.665248926;-0.997197722;-0.997202381
-1;0.411290323;-0.561001344;-0.998807442;-0.998809524
-0.999425353;0.612903226;-0.766771104;-0.995826854;-0.995833333
-1;0.620967742;-0.774638004;-0.996244221;-0.99625
-1;0.370967742;-0.504177926;-0.999284436;-0.999285714
-0.999425353;0.685483871;-0.805474426;-0.995826854;-0.995833333
-1;0.524193548;-0.6732351;-0.996780624;-0.996785714
-1;0.540322581;-0.690282985;-0.997674728;-0.997678571
-1;0.435483871;-0.586499361;-0.998390102;-0.998392857
-1;0.556451613;-0.708155708;-0.997317072;-0.997321429
-1;0.572580645;-0.723757214;-0.99737668;-0.997380952
-1;0.548387097;-0.699384138;-0.997317072;-0.997321429
-1;0.508064516;-0.656453217;-0.99844972;-0.998452381
-0.999426145;0.540322581;-0.692260603;-0.996542053;-0.996547619
-0.999425551;0.588709677;-0.742420729;-0.996005646;-0.996011905
-0.999425683;0.60483871;-0.761377194;-0.996124844;-0.996130952
-0.999425023;0.677419355;-0.802190785;-0.995528876;-0.995535714
-1;0.362903226;-0.50663146;-0.998867064;-0.998869048
-1;0.588709677;-0.730744041;-0.99666142;-0.996666667
-1;0.362903226;-0.506522915;-0.999165184;-0.999166667
-1;0.411290323;-0.553187132;-0.998688199;-0.998690476
-1;0.483870968;-0.630600886;-0.998568958;-0.998571429
-1;0.387096774;-0.532233174;-0.99874782;-0.99875
-1;0.379032258;-0.520103947;-0.99874782;-0.99875
-0.999425815;0.524193548;-0.675975587;-0.996244044;-0.99625
-0.999425749;0.556451613;-0.710428189;-0.996184444;-0.996190476
-1;0.435483871;-0.579145012;-0.998688199;-0.998690476
-1;0.491935484;-0.641642513;-0.99809202;-0.998095238
-1;0.532258065;-0.680623913;-0.997853564;-0.997857143
-1;0.516129032;-0.663851312;-0.997615117;-0.997619048
-1;0.540322581;-0.655216696;-0.998628578;-0.998630952
\n;;;;
-1;0.282258065;-0.390923029;-0.999701838;-0.999702381
-0.999426342;0.733870968;-0.83000628;-0.996720865;-0.99672619
-0.999425155;0.685483871;-0.850340279;-0.995648066;-0.995654762
-0.99942831;0.217741935;-0.293471811;-0.998509265;-0.998511905
-1;0.338709677;-0.457240121;-0.999761469;-0.999761905
-1;0.661290323;-0.827885515;-0.995469492;-0.99547619
-1;0.241935484;-0.364492295;-0.999701838;-0.999702381
-0.999428375;0.233870968;-0.323043582;-0.998568887;-0.998571429
-0.999428506;0.225806452;-0.302980619;-0.998688133;-0.998690476
-1;0.25;-0.372453724;-0.998926687;-0.998928571
-0.999426474;0.725806452;-0.821490516;-0.996840076;-0.996845238
-0.999426671;0.612903226;-0.7701401;-0.997018897;-0.99702381
-1;0.580645161;-0.732105935;-0.997436288;-0.997440476
-0.999427197;0.677419355;-0.776225312;-0.997495776;-0.9975
-0.999425749;0.669354839;-0.841972767;-0.996184444;-0.996190476
-1;0.564516129;-0.72160705;-0.996959435;-0.996964286
-0.999426408;0.709677419;-0.81850311;-0.996780471;-0.996785714
-0.999428702;0.370967742;-0.523553348;-0.998867007;-0.998869048
-0.99942759;0.516129032;-0.683337237;-0.997853459;-0.997857143
-1;0.290322581;-0.403017708;-0.999701838;-0.999702381
-0.999427;0.629032258;-0.785913205;-0.997316942;-0.997321429
-1;0.596774194;-0.759780879;-0.996244221;-0.99625
-1;0.39516129;-0.550669865;-0.999522948;-0.99952381
-1;0.39516129;-0.549002018;-0.999403691;-0.999404762
-0.999426671;0.701612903;-0.802864036;-0.997018897;-0.99702381
-0.999428702;0.322580645;-0.468558546;-0.998867007;-0.998869048
-1;0.379032258;-0.531134979;-0.999582577;-0.999583333
-1;0.467741935;-0.628595839;-0.999045934;-0.999047619
-0.999428441;0.451612903;-0.614141848;-0.99862851;-0.998630952
-0.999427262;0.5;-0.666606942;-0.997555388;-0.997559524
-0.999427721;0.572580645;-0.726865977;-0.997972691;-0.99797619
-1;0.338709677;-0.487493803;-0.999582577;-0.999583333
-0.999429354;0.290322581;-0.404240156;-0.999463292;-0.999464286
-0.999427852;0.459677419;-0.622433233;-0.998091925;-0.998095238
-0.999426079;0.693548387;-0.847219412;-0.99648245;-0.996488095
-1;0.459677419;-0.620220528;-0.999045934;-0.999047619
-0.999429159;0.274193548;-0.414787162;-0.9992844;-0.999285714
-0.999428637;0.35483871;-0.505477807;-0.998807382;-0.998809524
-1;0.346774194;-0.496259562;-0.999582577;-0.999583333
-1;0.387096774;-0.541033374;-0.999284436;-0.999285714
-0.999426737;0.580645161;-0.746609561;-0.997078505;-0.997083333
-1;0.322580645;-0.468002428;-0.999165184;-0.999166667
-1;0.274193548;-0.411481902;-0.999582577;-0.999583333
