"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"rmoo","nsga3","zdt3",1,4.44751321917284,0.0692705320505579,0.0966259909003211
"rmoo","nsga3","zdt3",2,4.51669176093057,0.054861168328702,0.0764347898359372
"rmoo","nsga3","zdt3",3,4.80373774179259,0.00527559753683524,0.00302574140707233
"rmoo","nsga3","zdt3",4,4.72391572485955,0.0140553684847501,0.0184960289294169
"rmoo","nsga3","zdt3",5,4.20088389654213,0.136608719789248,0.15742186872652
"rmoo","nsga3","zdt3",6,4.68088420621598,0.0218625466222783,0.029247609442606
"rmoo","nsga3","zdt3",7,4.54823064844327,0.0426254020425366,0.0671551078816477
"rmoo","nsga3","zdt3",8,4.58751614597274,0.0356268257747743,0.0554839924002402
"rmoo","nsga3","zdt3",9,4.75259178162299,0.0103825253083966,0.0122412906649576
"rmoo","nsga3","zdt3",10,4.78691422994161,0.00754747412231272,0.00559714594699347
"rmoo","nsga3","zdt3",11,4.64940698631762,0.0241686301458554,0.037879169853487
