"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"deap","nsga3","zdt4",1,15.6615691719214,0.00351996188807694,0.00229718005689532
"deap","nsga3","zdt4",2,15.0943419092202,0.121830123751657,0.124943834091759
"deap","nsga3","zdt4",3,14.4857133654805,0.244721629580397,0.254818081818264
"deap","nsga3","zdt4",4,13.1802528026169,0.501516874673664,0.525179405415408
"deap","nsga3","zdt4",5,13.8461277233447,0.368252313619759,0.388307838833377
"deap","nsga3","zdt4",6,14.4860602351462,0.242002238207457,0.254829260565069
"deap","nsga3","zdt4",7,13.1802209161677,0.501288387675962,0.52513447593311
"deap","nsga3","zdt4",8,14.4857586682489,0.244735293614169,0.254820562542355
"deap","nsga3","zdt4",9,14.4855240951755,0.244719328957886,0.254822901695387
"deap","nsga3","zdt4",10,13.1805031859417,0.501448134169479,0.525132328631231
"deap","nsga3","zdt4",11,12.4944656944401,0.631284551027442,0.665513593528198
