"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"rmoo","nsga2","zdt2",1,2.376702806899,0.289234965628252,0.311387992371039
"rmoo","nsga2","zdt2",2,3.28347842453961,0.0131121689407393,0.0132091392650858
"rmoo","nsga2","zdt2",3,3.22696730584792,0.0283605065764211,0.0289136365702491
"rmoo","nsga2","zdt2",4,2.70537188888436,0.182569956541851,0.193824165552251
"rmoo","nsga2","zdt2",5,2.65945015054632,0.197059218749754,0.209687939077253
"rmoo","nsga2","zdt2",6,2.97188754366142,0.101413363070303,0.105885359474457
"rmoo","nsga2","zdt2",7,3.10290583922738,0.0632045389116078,0.0653161439491854
"rmoo","nsga2","zdt2",8,3.17520014327606,0.0427439772615293,0.0438812629899539
"rmoo","nsga2","zdt2",9,3.2576258989083,0.0201074522330692,0.0204235825539176
"rmoo","nsga2","zdt2",10,3.0123839597657,0.0894892669419672,0.0931513055165581
"rmoo","nsga2","zdt2",11,2.49173129646231,0.251110244702878,0.269193978793945
