gen,nevals,Tiempo
1,92,0.018392086029052734
2,92,0.051352739334106445
3,92,0.07634806632995605
4,92,0.09779834747314453
5,92,0.12235760688781738
6,92,0.14577364921569824
7,92,0.16169404983520508
8,92,0.17448759078979492
9,92,0.19675874710083008
10,92,0.21272754669189453
11,92,0.23077034950256348
12,92,0.2518143653869629
13,92,0.27171754837036133
14,92,0.29378795623779297
15,92,0.31537938117980957
16,92,0.33831787109375
17,92,0.3605489730834961
18,92,0.3735647201538086
19,92,0.3937549591064453
20,92,0.4097139835357666
21,92,0.4342470169067383
22,92,0.4555370807647705
23,92,0.47444891929626465
24,92,0.49279069900512695
25,92,0.5077898502349854
26,92,0.5258944034576416
27,92,0.5407168865203857
28,92,0.5627357959747314
29,92,0.5836837291717529
30,92,0.6054081916809082
31,92,0.6263163089752197
32,92,0.6438584327697754
33,92,0.6617929935455322
34,92,0.6835620403289795
35,92,0.7037572860717773
36,92,0.7222604751586914
37,92,0.7401742935180664
38,92,0.7644937038421631
39,92,0.7894303798675537
40,92,0.8097474575042725
41,92,0.8346798419952393
42,92,0.8606257438659668
43,92,0.8863813877105713
44,92,0.9103860855102539
45,92,0.9295032024383545
46,92,0.952373743057251
47,92,0.973268985748291
48,92,0.9972476959228516
49,92,1.0171384811401367
50,92,1.0344123840332031
51,92,1.0646536350250244
52,92,1.0876796245574951
53,92,1.1126606464385986
54,92,1.1467359066009521
55,92,1.179002046585083
56,92,1.2027039527893066
57,92,1.2270824909210205
58,92,1.2527344226837158
59,92,1.2806651592254639
60,92,1.31058669090271
61,92,1.3329384326934814
62,92,1.358001470565796
63,92,1.3814618587493896
64,92,1.405703067779541
65,92,1.4330615997314453
66,92,1.4597008228302002
67,92,1.4863228797912598
68,92,1.5067026615142822
69,92,1.5277318954467773
70,92,1.5477268695831299
71,92,1.5696649551391602
72,92,1.597496747970581
73,92,1.6255710124969482
74,92,1.6497161388397217
75,92,1.6715288162231445
76,92,1.6937322616577148
77,92,1.7225346565246582
78,92,1.7477457523345947
79,92,1.7696750164031982
80,92,1.7935724258422852
81,92,1.81449294090271
82,92,1.8354370594024658
83,92,1.8652775287628174
84,92,1.8904759883880615
85,92,1.9205107688903809
86,92,1.9457287788391113
87,92,1.9716429710388184
88,92,1.999743938446045
89,92,2.0236568450927734
90,92,2.0465810298919678
