f1,f2,f3
5,60,59,92,2,55,26,25,54,83,29,98,75,58,80,93,77,46,38,48,45,87,82,74,42,64,8,88,9,13,0,28,78,40,37,36,62,95,17,24,52,19,30,61,72,73,27,85,53,90,94,14,1,31,49,20,68,16,12,22,81,44,63,10,43,41,57,34,84,89,99,69,51,15,70,18,47,21,50,3,56,96,33,91,76,7,86,65,6,79,11,66,97,39,35,32,23,4,71,67
35,4,0,24,58,19,10,26,65,59,97,92,78,42,3,40,63,46,39,22,49,14,20,64,6,93,45,38,21,51,87,47,74,13,17,77,69,99,27,72,50,80,56,76,12,95,54,48,18,66,52,2,88,28,55,11,41,5,60,32,71,8,73,43,44,1,62,89,82,91,67,23,53,90,81,85,79,68,16,84,15,34,7,86,30,75,31,29,25,33,83,57,98,94,9,70,96,61,36,37
35,41,56,4,0,24,58,19,10,44,43,23,67,61,17,13,74,47,87,50,90,81,85,79,68,16,84,34,7,11,55,28,82,91,89,15,77,69,99,48,27,72,52,2,88,14,49,73,53,18,12,76,45,93,6,64,20,36,37,80,78,29,31,75,30,86,59,66,51,21,1,62,63,40,3,42,96,70,9,94,98,57,83,33,25,38,46,39,22,8,71,32,60,5,95,26,65,97,92,54
27,9,24,44,82,10,63,72,0,69,45,67,26,88,25,93,15,70,98,21,83,64,40,84,29,23,1,48,18,89,96,12,58,14,99,19,2,77,22,3,17,55,62,59,5,68,41,73,54,13,87,65,53,35,97,92,57,95,61,28,16,86,66,51,74,80,46,91,71,43,33,32,37,47,38,30,7,56,39,49,31,75,78,34,52,20,11,85,50,76,60,90,6,94,8,42,81,4,36,79
5,60,59,92,2,55,26,25,54,83,29,98,70,15,51,69,99,89,84,34,57,41,43,10,63,44,81,22,78,40,37,95,17,24,52,19,30,61,72,73,12,62,96,56,3,50,7,86,65,6,79,11,66,97,39,35,88,8,64,42,74,82,87,45,48,38,46,77,93,80,58,75,18,47,21,76,91,33,36,16,68,20,49,31,1,14,94,90,53,85,27,28,0,13,9,32,23,4,71,67
35,56,66,4,0,24,58,19,10,26,65,59,97,92,54,78,38,46,39,22,49,14,61,96,70,9,94,98,57,83,33,25,29,31,75,30,86,7,34,15,84,16,68,79,85,81,90,53,23,67,91,82,89,42,3,40,63,62,1,44,43,73,8,71,32,60,5,95,21,51,50,87,47,74,13,17,77,69,99,48,27,72,52,2,88,28,55,11,41,18,12,76,45,93,6,64,20,36,37,80
59,60,64,42,87,45,86,61,35,29,71,69,49,20,74,1,72,17,27,95,24,23,26,78,82,48,44,70,8,15,28,21,58,13,52,12,96,22,75,67,88,31,18,98,76,7,56,91,80,6,25,2,41,57,97,63,92,40,37,19,65,34,79,47,84,30,85,14,99,3,39,5,54,89,33,16,68,32,9,51,83,38,46,62,94,90,55,73,50,10,43,0,53,11,66,93,77,4,81,36
83,36,31,53,7,71,54,97,43,96,33,68,42,0,29,63,64,2,91,73,45,50,9,76,98,10,55,60,49,70,87,28,18,22,8,58,12,6,80,59,69,77,37,13,20,62,75,67,93,61,56,41,52,15,94,35,26,78,82,21,51,48,11,95,46,34,79,32,38,47,74,89,1,72,16,27,23,24,65,84,90,44,86,19,25,88,30,81,4,5,39,3,99,14,85,40,66,57,17,92
83,33,87,28,18,7,53,31,22,8,63,86,19,81,4,5,39,3,99,85,30,84,47,38,32,79,34,46,65,76,98,35,94,15,0,42,68,93,11,48,82,78,26,23,95,27,16,90,17,72,1,74,9,50,66,57,64,24,51,29,14,59,89,44,97,54,70,49,60,55,6,80,69,77,37,13,10,12,67,52,88,25,41,56,61,20,62,75,91,2,43,96,36,73,71,58,21,45,40,92
4,0,24,58,19,10,54,78,95,5,60,32,71,73,43,44,1,88,8,25,26,79,6,65,86,7,76,91,33,59,23,67,82,89,42,3,40,63,62,56,96,11,66,97,39,35,55,2,92,53,90,81,85,68,16,84,15,34,30,75,31,29,83,57,98,94,9,70,61,14,49,22,46,38,21,51,50,87,47,74,13,17,77,69,99,48,27,72,52,28,41,18,12,45,93,64,20,36,37,80
41,35,80,78,29,31,75,30,86,37,36,20,64,6,93,45,76,12,18,53,73,49,14,88,2,52,72,27,48,99,69,77,15,34,7,11,55,28,82,91,89,84,16,68,79,85,81,90,50,87,47,74,13,17,61,62,1,44,43,23,67,63,40,3,42,96,70,9,94,98,57,83,33,25,38,46,39,22,8,71,32,60,5,95,21,51,56,66,4,0,24,58,19,10,26,65,59,97,92,54
35,56,66,4,0,24,58,19,10,26,65,59,97,92,54,78,95,5,60,32,71,8,73,43,44,1,62,63,40,3,42,89,82,91,67,23,53,90,81,85,79,68,16,84,15,34,7,86,30,75,31,29,25,33,83,57,98,94,9,70,96,61,14,49,22,39,46,38,21,51,50,87,47,74,13,17,77,69,99,48,27,72,52,2,88,28,55,11,41,18,12,76,45,93,6,64,20,36,37,80
20,49,69,42,71,29,35,72,61,30,28,21,85,86,80,91,56,47,7,76,78,12,58,50,10,97,77,98,95,54,48,70,18,31,73,74,88,67,93,2,81,5,99,59,60,79,94,14,8,15,39,3,64,6,25,26,23,22,75,17,84,96,83,51,9,32,46,38,87,45,68,16,33,89,82,41,57,27,19,1,37,40,92,63,44,66,11,53,0,43,90,52,13,55,34,24,62,36,65,4
35,4,0,24,58,19,10,26,65,59,97,92,78,15,84,16,68,79,85,81,90,53,23,67,82,89,42,3,40,63,62,1,44,43,73,8,71,32,60,5,34,86,30,29,25,33,83,41,11,55,28,88,2,52,66,31,18,70,48,54,95,98,12,96,22,75,76,7,56,91,80,50,72,27,99,69,77,17,13,74,47,87,51,21,38,46,39,49,14,61,9,94,57,45,93,6,64,20,36,37
83,33,87,28,18,7,8,22,80,59,69,77,37,13,10,12,67,52,88,25,41,56,61,20,62,75,91,2,43,96,36,73,58,21,31,53,71,6,55,60,49,70,54,97,64,57,66,50,9,76,98,35,94,15,0,42,68,93,44,11,51,48,82,78,26,23,24,95,27,16,19,86,90,84,65,72,1,89,74,47,38,32,79,34,17,40,85,14,99,3,39,5,4,81,30,29,63,45,46,92
35,56,66,4,0,24,58,19,10,26,65,59,97,92,54,78,73,89,82,91,53,90,81,85,79,68,16,84,15,34,7,86,30,75,31,29,14,49,51,50,87,47,74,13,17,77,69,99,48,27,72,61,62,1,44,43,23,67,63,40,3,42,96,70,9,88,21,95,5,28,55,11,41,32,71,8,22,39,46,38,25,33,83,57,98,94,2,52,60,18,12,76,45,93,6,64,20,36,37,80
64,56,93,23,69,31,79,96,53,91,19,75,6,90,15,74,9,49,39,80,82,45,97,86,46,32,33,43,55,17,30,88,66,24,51,29,14,59,89,44,71,83,85,50,42,77,94,35,92,57,95,60,76,38,47,37,26,52,73,5,62,34,25,7,13,4,36,70,10,63,2,54,65,68,0,72,1,99,41,48,61,81,27,18,87,11,40,84,22,58,78,8,3,67,12,20,16,28,21,98
20,0,11,66,92,40,37,1,19,5,99,59,60,8,15,39,3,28,21,80,91,56,47,76,78,12,14,94,90,53,85,50,7,86,79,98,29,83,43,10,63,44,68,16,36,62,58,97,77,95,54,87,45,33,89,82,41,57,27,81,2,93,67,88,74,73,31,18,70,48,38,46,32,9,51,96,84,17,75,22,23,26,25,6,64,30,61,72,35,71,42,69,49,52,13,55,34,24,65,4
27,9,24,44,82,10,63,72,0,45,67,26,88,25,93,15,70,73,75,62,20,13,37,77,69,59,98,21,83,64,40,84,29,23,1,48,79,36,4,81,42,8,94,6,90,60,76,50,85,11,52,34,78,31,49,39,56,7,47,30,32,33,17,55,5,68,41,54,87,65,53,35,97,92,57,95,61,28,16,86,66,51,74,80,46,91,71,43,38,3,22,2,19,99,14,58,12,96,89,18
33,87,28,18,7,80,59,69,77,37,13,12,67,52,88,25,41,56,61,20,38,32,79,34,46,65,74,89,72,90,53,85,44,63,10,43,83,29,22,91,2,36,73,58,11,93,68,0,15,94,35,76,50,66,57,64,97,54,49,60,55,6,71,31,21,51,48,82,78,26,23,24,95,27,16,17,75,98,8,9,70,96,42,3,40,62,1,47,84,30,14,99,39,5,4,81,19,86,45,92
83,28,71,18,7,53,31,22,5,86,29,8,3,99,34,42,60,55,6,80,37,20,62,75,73,66,51,21,48,32,41,61,93,15,94,35,54,97,64,57,9,76,98,30,38,17,96,43,26,95,91,89,84,16,68,79,85,81,90,50,87,47,74,65,39,46,10,70,36,4,13,25,12,44,11,82,78,49,33,59,56,0,24,58,19,77,69,27,72,52,2,88,14,67,23,1,63,45,40,92
93,23,69,31,79,96,53,91,54,15,90,6,75,19,2,63,86,46,32,33,43,55,17,30,88,66,24,51,82,80,39,49,9,74,65,68,0,72,1,99,41,48,61,45,97,10,70,36,4,13,7,25,34,62,5,92,57,95,60,76,38,52,47,37,56,64,73,26,35,94,77,42,50,85,83,71,44,89,59,14,29,81,27,18,87,11,40,84,22,58,78,8,3,67,12,20,16,28,21,98
5,6,65,41,77,93,80,27,3,56,37,40,78,28,0,13,9,32,23,4,22,81,20,49,60,59,92,2,55,11,66,97,39,35,84,50,21,47,18,70,15,51,69,99,89,96,33,91,76,7,86,79,26,25,8,88,34,57,58,46,38,48,45,87,82,74,42,64,54,75,98,29,83,43,10,63,44,85,53,90,94,14,1,31,68,16,12,73,72,61,30,19,52,24,17,95,62,36,71,67
83,33,87,28,18,7,53,31,22,8,21,58,71,73,36,96,43,2,91,75,62,20,61,56,41,25,88,52,67,12,10,13,37,77,69,59,80,6,55,60,49,70,54,97,64,57,66,50,9,76,98,35,94,15,0,42,68,93,44,11,51,48,82,78,26,23,24,95,27,16,90,17,72,1,89,74,65,46,34,79,32,38,47,84,30,85,14,99,3,39,5,4,81,19,86,29,63,45,40,92
30,6,65,41,77,93,80,27,3,56,37,40,78,0,9,32,23,4,22,81,20,49,31,1,14,90,53,85,7,86,79,98,29,83,43,10,63,44,70,54,68,60,59,76,92,84,35,39,97,38,18,11,66,46,51,87,45,57,5,61,72,36,96,12,52,13,58,21,28,15,8,94,55,34,25,73,50,16,33,89,64,42,74,82,48,62,24,95,17,19,91,2,69,99,88,47,26,75,71,67
59,60,87,45,86,61,35,29,71,69,49,20,74,1,72,93,66,11,0,43,10,50,42,64,54,89,33,16,68,32,17,27,95,24,23,26,78,81,4,77,53,73,55,90,94,62,46,38,83,51,9,5,39,3,99,14,85,30,84,47,79,34,65,19,37,40,92,63,97,57,41,2,25,6,80,91,56,7,76,98,18,31,88,67,75,22,96,12,52,13,58,21,28,15,8,70,44,48,82,36
59,64,45,86,35,29,69,49,20,1,72,81,27,57,41,82,17,24,23,26,78,44,8,15,28,21,58,73,74,88,67,93,2,51,60,71,46,38,83,94,42,62,43,61,87,50,9,32,68,5,39,3,99,14,85,4,77,66,11,53,0,10,55,90,97,25,6,80,91,56,7,76,75,22,96,12,98,95,54,48,70,18,31,13,52,16,33,89,63,92,40,37,19,65,34,79,47,84,30,36
12,61,17,55,62,37,59,5,79,36,4,81,42,8,94,6,90,60,76,50,85,11,20,52,34,78,75,31,49,39,56,7,47,30,32,33,43,71,91,46,80,74,58,14,18,2,77,96,22,3,38,35,53,65,87,13,54,73,41,68,48,1,23,29,84,40,64,83,21,10,63,72,0,69,25,88,26,67,45,93,15,70,98,82,44,24,9,19,99,89,51,66,86,16,28,27,57,95,97,92
76,38,47,37,15,90,6,75,19,56,93,23,32,48,61,81,27,18,22,58,78,5,62,59,24,41,99,1,72,0,86,8,73,52,26,54,2,63,10,70,14,29,51,97,3,74,46,91,9,49,80,82,45,30,39,88,25,7,13,4,36,89,44,71,83,85,50,42,77,94,35,92,57,95,60,87,11,40,84,64,53,96,79,31,69,68,65,43,33,66,34,55,17,67,12,20,16,28,21,98
27,76,60,90,6,94,8,38,17,55,62,37,59,5,68,41,73,54,13,87,65,53,35,97,92,57,95,61,28,16,86,20,52,34,78,75,31,39,56,7,47,30,32,33,43,71,91,49,9,46,80,74,51,66,11,85,50,24,44,82,10,63,72,0,69,45,67,26,88,25,93,15,70,98,21,83,64,40,84,29,23,1,48,79,36,4,81,42,3,22,77,2,19,99,14,58,12,96,89,18
5,60,59,92,2,55,11,66,97,39,35,84,89,99,69,51,15,70,18,47,21,50,3,56,96,33,91,76,7,86,65,6,79,26,25,8,88,34,57,41,58,80,93,77,46,43,10,63,44,81,22,27,85,53,90,94,14,1,31,49,20,68,16,12,73,72,61,30,19,52,24,17,95,62,36,37,45,48,38,83,29,98,75,54,64,42,74,82,87,40,78,28,0,13,9,67,71,4,23,32
64,56,93,23,69,31,79,28,16,20,12,67,62,34,66,24,51,29,14,59,89,44,71,83,85,43,46,86,97,45,82,80,39,49,9,74,65,68,0,72,1,99,41,48,61,81,27,18,87,11,40,84,22,58,78,5,77,42,50,33,32,55,17,30,88,25,7,13,4,36,70,10,63,2,54,26,52,73,8,3,94,35,92,57,95,60,76,38,47,37,15,90,6,75,19,91,53,96,21,98
83,36,31,53,7,71,54,25,19,86,44,90,84,65,24,23,27,16,72,1,89,74,47,38,32,79,34,46,95,11,48,51,21,82,78,26,35,94,15,52,41,56,61,93,67,75,62,20,13,37,77,69,59,80,6,12,58,8,22,18,28,87,70,49,60,55,10,98,76,9,33,88,91,2,43,96,73,97,64,57,66,50,0,42,68,17,30,85,14,99,3,39,5,4,81,63,29,45,40,92
76,38,47,37,15,90,6,75,19,56,93,23,32,48,61,81,27,18,22,58,78,5,62,59,24,41,99,1,72,0,86,97,51,29,14,70,10,63,2,54,26,52,73,8,3,74,9,49,80,82,45,30,39,88,25,7,13,4,36,89,44,71,83,85,50,42,77,94,35,92,57,95,60,87,11,40,84,64,91,53,96,79,31,69,68,65,43,33,46,66,34,55,17,67,12,20,16,28,21,98
20,49,42,71,29,35,61,30,28,21,86,80,56,47,7,76,78,12,58,50,10,97,98,95,54,48,70,18,31,73,74,93,46,32,9,51,83,96,17,75,22,23,26,25,6,85,79,16,84,89,91,67,14,88,2,52,72,27,77,69,19,64,3,39,15,8,94,60,59,99,5,81,38,87,45,68,33,82,41,57,1,37,40,92,63,44,66,11,53,0,43,90,13,55,34,24,62,36,65,4
27,9,24,44,82,10,63,72,0,69,45,67,26,88,25,93,15,70,98,21,83,11,20,52,43,71,91,46,80,74,58,14,18,2,77,96,22,3,38,35,53,65,87,56,39,49,31,75,78,34,33,32,30,47,7,13,54,73,41,61,51,89,99,19,64,40,84,29,23,1,48,12,17,55,62,59,5,68,97,92,57,95,28,16,86,66,37,85,50,76,60,90,6,94,8,42,81,4,36,79
74,13,17,61,28,55,11,7,34,15,77,69,99,48,27,72,52,2,88,14,49,73,43,44,1,62,63,40,3,42,96,70,9,8,22,39,46,38,25,33,60,5,95,21,51,56,0,4,66,83,57,98,94,71,32,24,58,19,41,35,47,87,50,90,81,85,79,68,16,84,89,82,91,67,23,53,18,12,76,45,93,6,64,20,36,37,80,78,29,31,75,30,86,10,26,65,59,97,92,54
5,60,59,92,2,55,11,66,97,39,35,84,89,99,9,13,0,28,78,40,37,36,62,95,17,24,52,19,30,90,53,85,44,63,10,43,83,29,98,75,54,64,42,74,82,61,72,73,12,16,68,20,49,31,1,14,94,27,22,81,87,45,48,38,46,77,93,80,58,41,57,34,88,8,25,26,79,6,65,86,7,76,91,33,96,56,3,50,21,47,18,70,15,51,69,67,71,4,23,32
5,60,59,92,2,55,11,66,97,39,35,84,89,99,31,49,20,68,16,36,62,78,40,37,95,17,24,52,19,30,61,72,73,12,22,81,44,63,10,43,83,29,98,75,58,80,93,77,46,38,48,45,87,82,74,42,64,54,41,57,34,88,8,25,26,79,6,65,86,7,76,91,33,96,56,3,50,21,47,18,70,15,51,69,1,14,94,90,53,85,27,28,0,13,9,32,23,4,71,67
64,56,93,23,69,31,79,96,53,91,19,75,6,90,15,54,2,63,10,70,36,25,34,62,5,73,52,26,37,47,7,13,4,95,46,86,38,76,60,57,92,35,94,77,42,50,85,83,71,44,89,59,14,29,68,65,74,9,49,39,80,82,45,97,32,33,43,55,17,30,88,66,24,51,0,72,1,99,41,48,61,81,27,18,87,11,40,84,22,58,78,8,3,67,12,20,16,28,21,98
83,33,87,28,18,7,80,59,69,77,37,13,10,12,67,52,88,25,41,56,61,20,43,44,38,32,79,34,46,65,74,89,72,17,90,16,27,95,24,23,26,78,82,48,51,21,31,53,71,6,55,60,49,54,97,64,57,66,50,76,98,35,94,15,0,68,93,11,58,73,36,2,91,75,22,8,9,70,96,42,3,40,63,62,1,47,84,30,85,14,99,39,5,4,81,19,86,29,45,92
83,33,87,28,18,7,8,22,80,59,69,77,37,13,10,12,67,52,88,25,41,56,61,20,62,75,91,2,43,96,36,73,58,21,31,53,71,6,55,60,49,70,54,97,64,57,66,50,9,76,98,35,94,15,0,42,68,93,44,11,51,48,82,78,26,23,24,95,27,16,90,17,72,1,89,74,65,46,34,79,32,38,47,84,30,85,14,99,3,39,5,4,81,19,86,29,63,45,40,92
35,41,86,30,75,31,29,80,37,20,64,6,9,94,98,57,83,33,25,26,15,34,7,11,55,28,61,96,93,45,76,12,18,53,23,49,73,43,44,1,62,22,8,71,60,5,95,78,82,13,4,36,70,10,46,39,65,74,47,87,50,90,81,85,79,68,16,84,89,91,67,14,88,2,52,72,27,69,77,19,58,24,0,56,59,66,51,21,48,32,38,99,63,42,3,40,17,97,92,54
4,35,29,36,49,86,69,66,0,77,11,55,90,20,1,72,17,24,23,26,78,44,8,15,28,21,89,54,64,10,75,79,34,65,19,37,40,92,63,97,25,6,80,91,56,7,76,47,84,30,85,14,99,3,39,5,68,32,9,50,87,61,43,62,42,94,83,38,46,71,60,51,2,93,67,88,74,73,58,33,16,53,59,57,41,27,81,98,95,70,18,31,22,96,12,52,13,82,45,48
33,28,99,30,47,32,74,93,54,64,9,76,96,49,6,80,69,77,37,13,20,46,38,48,82,15,79,98,29,83,43,63,44,68,16,36,62,12,73,72,61,5,60,34,57,45,87,51,11,18,70,86,7,50,85,53,90,94,14,1,31,91,75,66,39,35,84,89,55,2,0,42,78,95,24,23,27,17,56,41,25,88,52,67,71,21,8,22,3,4,81,58,19,10,26,65,59,97,92,40
49,69,71,29,35,61,86,85,34,24,14,8,15,39,3,28,21,58,13,52,72,54,89,33,16,68,32,40,92,63,44,97,57,41,27,81,2,17,84,23,26,25,6,91,56,47,48,45,87,82,74,42,12,96,22,75,67,88,31,95,98,78,76,7,30,70,18,79,60,59,99,5,19,1,9,51,83,38,46,62,94,90,55,73,50,10,43,0,53,11,66,93,77,65,4,64,20,36,37,80
30,6,65,2,91,19,52,24,17,95,37,40,78,28,0,13,9,32,23,4,22,81,20,49,31,1,14,94,90,53,85,50,7,86,79,98,29,83,43,10,63,44,68,16,36,62,12,73,72,61,5,60,34,57,45,87,51,11,18,70,15,82,48,38,46,66,97,39,35,84,89,55,59,92,76,33,96,56,3,27,80,93,77,74,42,64,54,41,69,99,25,8,88,47,21,26,75,58,71,67
86,31,29,80,37,20,6,18,53,14,99,69,77,34,7,55,28,79,84,30,85,91,2,98,76,9,66,57,64,97,54,75,73,33,68,49,70,78,82,48,11,44,12,67,52,26,96,36,72,17,38,47,81,74,13,62,3,42,83,46,39,22,8,71,32,60,5,21,4,58,19,65,59,35,94,15,93,61,56,41,25,51,87,88,95,24,23,27,16,90,50,10,43,0,1,89,63,45,40,92
71,60,84,89,99,69,51,15,70,18,77,93,80,58,41,57,34,88,8,25,26,79,6,65,86,7,76,91,33,59,92,2,55,35,39,97,66,11,96,56,21,47,46,50,3,38,48,45,87,82,74,42,64,54,75,98,29,83,43,10,63,44,81,22,27,85,53,90,94,14,1,31,49,20,68,16,36,62,12,73,72,61,30,19,52,24,17,95,37,40,78,28,0,13,9,32,23,67,5,4
27,76,60,90,6,94,8,38,17,55,62,37,59,5,68,41,73,54,11,66,51,74,80,46,9,49,91,71,43,33,32,30,47,7,56,39,31,75,78,34,52,20,86,16,28,61,95,57,92,97,35,53,65,87,13,85,50,24,44,82,10,63,72,0,69,45,67,26,88,25,93,15,70,98,21,83,64,40,84,29,23,1,48,79,36,4,81,42,3,22,77,2,19,99,14,58,12,96,89,18
56,4,0,24,58,19,11,66,97,39,35,84,89,99,69,51,15,70,18,10,26,65,59,92,54,78,38,46,22,49,14,61,96,9,94,98,57,83,33,25,29,31,75,30,86,7,34,16,68,79,85,81,90,53,23,67,91,82,42,3,40,63,62,1,44,43,73,8,71,32,60,5,95,21,50,87,47,74,13,17,77,48,27,72,52,93,45,76,12,41,55,28,88,2,6,64,20,36,37,80
30,6,65,41,77,22,4,23,32,9,0,78,40,37,56,3,27,80,93,81,20,49,31,1,14,90,53,85,7,86,79,98,29,83,43,10,63,44,70,54,68,60,59,76,92,84,35,39,97,66,11,18,38,46,51,87,45,57,34,5,61,72,36,96,12,52,13,58,21,28,15,8,94,55,73,50,16,33,89,64,42,74,82,48,62,24,95,17,19,91,2,69,99,25,88,47,26,75,71,67
59,60,64,42,87,45,86,61,35,29,71,69,49,20,1,72,17,24,23,26,78,44,8,15,28,21,58,73,74,88,67,93,2,81,27,57,41,82,89,33,16,52,13,31,18,70,48,54,95,98,12,96,22,75,76,7,56,91,80,6,25,97,63,92,40,37,19,65,34,79,47,84,30,85,14,99,3,39,5,68,32,9,51,83,38,46,62,94,90,55,50,10,43,0,53,11,66,77,4,36
24,27,44,89,82,10,63,72,0,74,51,66,86,16,28,61,95,57,92,97,35,53,65,87,54,41,68,5,55,17,33,32,30,47,7,56,39,49,31,78,34,52,11,85,50,76,60,90,6,94,8,42,81,4,36,79,48,1,23,29,84,40,64,83,21,98,59,69,77,37,13,20,62,75,73,70,15,93,25,88,26,67,45,80,46,91,71,43,38,3,22,2,19,99,14,58,12,96,9,18
35,86,30,75,31,29,80,20,64,6,62,37,59,5,68,41,9,94,98,57,83,33,25,26,15,34,7,11,55,28,61,63,99,38,32,48,21,51,66,56,0,24,58,19,69,77,27,72,52,2,88,14,67,91,89,84,16,79,85,81,90,50,87,47,74,65,39,46,10,70,36,4,13,82,78,95,60,71,8,22,1,44,43,73,49,23,53,18,12,76,45,93,96,42,3,40,17,97,92,54
35,9,70,52,72,27,43,73,49,23,53,20,64,93,45,76,18,48,82,78,95,5,44,1,62,63,61,28,55,12,10,13,37,77,69,59,80,6,94,14,60,99,15,34,7,11,79,32,71,8,22,39,46,38,25,33,96,57,83,2,74,47,87,50,90,81,85,68,16,84,89,91,67,88,65,26,19,58,24,0,4,56,66,51,21,97,17,40,3,42,98,36,29,31,75,30,86,41,92,54
49,71,29,86,85,24,8,38,83,51,9,1,19,5,18,70,30,48,45,87,82,64,96,22,75,31,95,98,78,76,7,47,91,26,23,84,17,2,81,27,57,97,63,44,12,67,52,88,25,41,56,61,93,15,94,35,62,20,13,37,77,69,59,80,6,55,60,42,74,32,79,34,46,65,14,99,3,92,40,68,16,33,89,54,72,58,21,28,39,90,73,50,10,43,0,53,11,66,36,4
76,38,47,37,90,6,24,59,62,5,58,22,18,27,81,61,32,56,19,75,41,99,1,72,86,97,51,29,14,70,10,63,2,54,52,73,8,3,74,9,49,80,45,30,39,88,25,7,13,4,36,89,44,71,83,85,50,77,35,92,57,60,95,23,26,78,82,48,11,93,68,42,0,15,94,87,40,84,64,91,53,96,79,31,69,65,43,33,46,66,34,55,17,67,12,20,16,28,21,98
20,0,53,11,66,44,63,92,40,37,1,19,5,99,60,59,79,94,14,8,15,39,3,28,21,85,33,43,55,17,30,88,86,80,91,56,47,7,76,78,12,58,50,10,97,77,98,95,54,48,70,18,31,73,74,67,93,2,81,27,57,41,82,89,16,68,45,87,38,46,32,9,51,83,96,84,75,22,23,26,25,6,64,61,72,35,29,71,42,69,49,90,52,13,34,24,62,36,65,4
