f1,f2,f3
58,99,41,36,89,80,93,86,71,6,64,20,45,85,23,75,17,94,62,4,73,38,15,67,18,70,9,81,49,25,34,43,90,12,31,57,48,82,98,1,88,0,5,28,27,95,42,92,21,2,30,60,87,32,66,14,72,46,3,61,59,53,10,54,83,97,47,7,77,79,56,55,51,74,13,52,40,78,8,24,39,16,96,76,33,65,11,69,26,91,19,35,84,44,29,50,37,68,22,63
0,32,87,60,91,19,62,24,30,2,21,54,88,98,53,10,63,22,29,7,51,57,76,33,65,34,25,13,48,82,64,6,71,26,69,8,85,16,39,5,28,37,49,97,61,3,99,41,68,50,89,80,9,12,90,43,58,81,78,40,52,11,66,31,4,73,38,15,67,18,70,93,86,83,27,95,59,96,36,23,20,45,74,47,55,56,79,77,44,84,35,94,17,75,46,72,14,1,92,42
0,1,98,53,10,54,83,27,95,69,14,72,46,60,87,9,49,25,34,36,55,51,5,24,43,58,81,61,15,67,18,70,76,48,42,28,78,3,94,17,75,23,2,21,8,30,84,35,38,73,52,40,74,13,20,45,41,99,71,26,22,62,4,86,90,12,85,63,96,16,68,33,56,79,77,7,47,97,65,19,92,44,39,89,80,93,91,59,57,31,82,64,6,66,32,37,50,29,11,88
0,88,8,76,64,82,48,57,31,13,52,91,67,73,38,15,85,18,70,81,58,51,61,6,66,32,37,50,29,36,20,71,26,69,24,43,90,12,9,49,25,30,2,21,80,93,23,39,44,84,35,19,17,75,59,89,22,34,83,27,95,7,77,79,56,55,3,33,40,78,45,41,99,63,96,16,11,5,28,87,72,14,74,86,46,65,4,62,94,47,97,68,60,54,10,1,92,53,98,42
0,1,98,53,10,54,52,40,78,32,66,2,3,76,92,42,65,97,47,46,13,7,91,37,50,29,64,6,4,23,73,38,15,67,18,70,9,49,25,34,36,89,80,82,48,63,99,41,45,69,95,27,83,74,86,79,56,16,72,33,96,57,31,93,77,85,81,5,28,30,8,90,12,58,43,24,51,55,26,71,62,94,17,75,44,39,87,60,22,84,20,59,61,35,19,68,14,21,11,88
10,49,84,44,89,95,97,62,29,23,67,80,82,9,88,11,87,28,63,37,47,71,96,16,98,33,18,27,6,69,59,46,68,5,25,57,35,58,43,24,73,54,92,53,94,17,72,14,19,51,85,13,7,77,79,8,78,3,39,42,0,81,93,2,30,99,31,21,45,22,26,76,4,65,70,83,48,34,15,38,32,61,60,74,86,55,50,20,12,90,36,1,66,56,64,40,52,91,75,41
0,32,87,60,91,19,62,4,73,38,15,67,18,70,93,86,83,27,95,23,36,96,59,20,45,74,61,3,99,41,68,22,63,10,53,98,88,54,21,2,30,24,31,66,11,52,40,78,81,58,43,90,12,9,80,89,39,16,50,29,7,51,57,76,33,65,34,25,13,48,82,64,6,71,26,69,8,85,5,28,37,49,97,47,55,56,79,77,14,72,46,75,17,94,35,84,44,1,92,42
8,46,14,28,87,34,64,24,92,35,84,44,68,3,33,17,45,22,98,1,27,95,93,25,57,49,10,54,2,16,39,59,69,26,55,86,74,60,80,7,36,82,0,85,23,75,6,42,48,40,78,83,63,96,76,52,13,90,32,37,41,99,30,20,43,58,81,71,51,89,50,61,65,79,73,4,62,94,77,72,91,19,56,38,15,67,18,70,9,12,31,53,97,47,66,5,29,21,11,88
0,1,98,53,10,54,83,27,95,69,14,72,46,60,87,9,49,25,34,36,55,51,24,45,41,99,91,93,80,89,82,68,16,96,63,85,12,90,86,4,62,94,17,75,23,2,21,8,30,84,35,38,73,74,40,52,13,20,43,58,81,61,15,67,18,70,76,48,42,11,33,56,79,77,7,47,97,65,19,92,44,39,64,6,66,32,37,50,29,31,57,59,5,71,26,22,3,78,28,88
0,81,78,40,52,36,5,8,85,23,75,17,38,15,34,83,27,95,69,26,91,19,35,84,44,29,50,37,68,22,63,56,55,51,16,96,76,33,65,94,58,43,90,12,9,70,18,97,47,7,39,24,62,4,73,30,2,21,28,46,72,14,66,32,87,60,67,77,64,82,48,57,31,79,86,93,80,89,49,25,13,74,45,20,59,61,3,99,41,11,88,6,71,54,10,53,98,1,92,42
