"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"pymoo","nsga3","zdt1",1,3.66155455978972,0.00349712617694075,0.00221599396356937
"pymoo","nsga3","zdt1",2,3.66150272480486,0.00352337969422451,0.00223257918335991
"pymoo","nsga3","zdt1",3,3.66155455978972,0.00349712617694075,0.00221599396356937
"pymoo","nsga3","zdt1",4,3.66156166958839,0.00351483001049977,0.00222402658754145
"pymoo","nsga3","zdt1",5,3.66155464145026,0.00351640891999645,0.00223003722747187
"pymoo","nsga3","zdt1",6,3.66155609432719,0.00349330336624841,0.0022140893696016
"pymoo","nsga3","zdt1",7,3.6615560869818,0.00349662574435955,0.00221726441842717
"pymoo","nsga3","zdt1",8,3.66155689552912,0.00349515550018869,0.00221562733243958
"pymoo","nsga3","zdt1",9,3.66155963886094,0.0034997400490102,0.00221917644271473
"pymoo","nsga3","zdt1",10,3.6615557662227,0.00349648220703642,0.00221815343515444
"pymoo","nsga3","zdt1",11,3.66152970378155,0.00350145319777991,0.00222438075586589
