Generation,Time
1,101.0648549
2,146.1344788
3,193.0285718
4,237.9093919
5,282.8040969
6,325.7273579
7,366.7651138
8,413.551219
9,454.9172938
10,495.9243238
11,540.8116279
12,586.342737
13,633.190357
14,682.1483309
15,729.659843
16,770.469707
17,819.9051938
18,864.635885
19,907.5247228
20,948.2170558
21,991.0439949
22,1033.719174
23,1072.680104
24,1117.501777
25,1165.353487
26,1208.195024
27,1252.938337
28,1299.614529
29,1344.203547
30,1392.889335
31,1439.397001
32,1481.335087
33,1528.243567
34,1572.954938
35,1615.976762
36,1656.455689
37,1699.542695
38,1742.520516
39,1783.389914
40,1830.352366
41,1873.175746
42,1919.974459
43,1959.053117
44,2001.872007
45,2048.992584
46,2091.973001
47,2134.890621
48,2178.115999
49,2225.115279
50,2267.962002
51,2314.94502
52,2359.984241
53,2406.917864
54,2453.761368
55,2496.712484
56,2537.568948
57,2580.50032
58,2625.453277
59,2666.279824
60,2709.221453
61,2760.692816
62,2801.492464
63,2846.516811
64,2891.438679
65,2934.38678
66,2979.280026
67,3022.190982
68,3063.415828
69,3108.275331
70,3153.569734
71,3198.486841
72,3242.061209
73,3282.878709
74,3325.793985
75,3368.684266
76,3409.868959
77,3452.749437
78,3497.676026
79,3542.572154
80,3587.445368
81,3630.412273
82,3673.202263
83,3714.005009
84,3756.91424
85,3803.894951
86,3848.732003
87,3885.444252
88,3928.387988
89,3971.289646
90,4014.350191
91,4057.929962
92,4102.888438
93,4149.85078
94,4192.718528
95,4233.616744
96,4274.471954
97,4317.371983
98,4360.26802
99,4401.162118
100,4446.478114
