Generation,Time
1,373.620820999146
2,557.078109025955
3,718.623900175095
4,875.581251144409
5,1032.29217410088
6,1195.63015604019
7,1358.09382009506
8,1526.6954061985
9,1716.29113411903
10,1885.27989506721
11,2063.22570919991
12,2237.63183999062
13,2411.31074500084
14,2578.64647912979
15,2760.14532804489
16,2918.97289919853
17,3097.77230906487
18,3269.38773012161
19,3451.89618706703
20,3636.87502217293
21,3789.64125013351
22,3960.91787314415
23,4135.44195199013
24,4312.50062012672
25,4485.57688903809
26,4648.23292207718
27,4816.58334302902
28,5015.20708012581
29,5171.79730820656
30,5333.0396630764
31,5508.23985910416
32,5691.35717916489
33,5882.87315917015
34,6051.74542999268
35,6208.13226819038
36,6378.96950221062
37,6539.83495616913
38,6716.0624961853
39,6896.37841415405
40,7070.20962619781
41,7237.59323000908
42,7407.43213820457
43,7588.57297921181
44,7764.39763402939
45,7928.95155620575
46,8127.12033319473
47,8313.71924901009
48,8474.70706105232
49,8645.52482700348
50,8805.47478508949
51,8974.15707302094
52,9127.70876121521
53,9303.75320315361
54,9467.47857117653
55,9625.79749703407
56,9802.42644810677
57,9984.96564912796
58,10156.7177271843
59,10347.1090221405
60,10513.319494009
61,10667.2622990608
62,10835.4657871723
63,11017.7397542
64,11181.9031100273
65,11356.8067450523
66,11533.8693611622
67,11702.5332520008
68,11872.9767520428
69,12053.416383028
70,12235.119571209
71,12402.6725671291
72,12583.0490109921
73,12761.5414090157
74,12925.5210411549
75,13097.5610530376
76,13271.8707389832
77,13448.2646751404
78,13624.5860791206
79,13808.3713970184
80,13977.6983520985
81,14139.0468301773
82,14320.644963026
83,14513.6642861366
84,14699.5626251698
85,14887.0172610283
86,15078.4310071468
87,15239.4705691338
88,15390.6871039867
89,15558.8051371574
90,15728.8496911526
91,15901.737814188
92,16077.1153111458
93,16248.8569722176
94,16416.6763269901
95,16590.4733850956
96,16764.7654461861
97,16940.6097531319
98,17115.2093031406
99,17343.0212051868
100,17502.6529560089
