"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"rmoo","nsga3","dtlz3",1,63.7794011260949,0.00175203995786504,0.00129274352798264
"rmoo","nsga3","dtlz3",2,63.778959562084,0.00161390802933686,0.00133380520139341
"rmoo","nsga3","dtlz3",3,63.779068919615,0.00160490239858657,0.0012519690052657
"rmoo","nsga3","dtlz3",4,63.7790216154616,0.00139272081196103,0.00116570931706319
"rmoo","nsga3","dtlz3",5,63.7788125752929,0.00143927561938339,0.00125261241177633
"rmoo","nsga3","dtlz3",6,63.7784455160889,0.00219756296889236,0.001832574260353
"rmoo","nsga3","dtlz3",7,63.7743382342815,0.00468302805836562,0.00460887580803911
"rmoo","nsga3","dtlz3",8,63.7791933396821,0.00180227300591277,0.00143463733297565
"rmoo","nsga3","dtlz3",9,63.7787219916109,0.0015219080057689,0.00127139381535038
"rmoo","nsga3","dtlz3",10,63.7790311588798,0.00171980363160367,0.00140514312099076
"rmoo","nsga3","dtlz3",11,63.7789343154288,0.00119483627051111,0.000977898986210394
