"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"moeadr","moead","dtlz1",1,7.81787923928938,19.2307535594006,0.0289354289050856
"moeadr","moead","dtlz1",2,7.81532088176122,36.744129969341,0.026986073973793
"moeadr","moead","dtlz1",3,7.81602174461149,16.2924048706231,0.0271086951152115
"moeadr","moead","dtlz1",4,7.8106128099153,19.6701470532256,0.0285518006134057
"moeadr","moead","dtlz1",5,7.91562865631206,17.2610336488942,0.0256847026607757
"moeadr","moead","dtlz1",6,7.76178649301049,13.4541006252188,0.030299592604565
"moeadr","moead","dtlz1",7,7.83138699875572,10.9535665788808,0.0274685723105502
"moeadr","moead","dtlz1",8,7.82562484659648,6.70929738180488,0.0274439228081662
"moeadr","moead","dtlz1",9,7.94448742882299,0.106464676103877,0.0274376627332013
"moeadr","moead","dtlz1",10,7.91535560329162,20.0373410732524,0.0267084373198935
"moeadr","moead","dtlz1",11,7.76525403077576,13.3573301911866,0.0291542156202715
