"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"deap","nsga3","zdt2",1,3.32849065146699,0.00358821022620817,0.00209090698113736
"deap","nsga3","zdt2",2,3.32833927679123,0.00367413932910411,0.00224736420216692
"deap","nsga3","zdt2",3,3.32848777847494,0.00358952250682719,0.00209172564141976
"deap","nsga3","zdt2",4,3.32848971872789,0.00358311883105932,0.00208804753685858
"deap","nsga3","zdt2",5,3.3271937616936,0.00509665240293816,0.00255976151559536
"deap","nsga3","zdt2",6,3.32846390238583,0.00358205231088337,0.00208728073008599
"deap","nsga3","zdt2",7,3.32849065311493,0.0035844729152244,0.00208999255231263
"deap","nsga3","zdt2",8,3.32848976746972,0.00359803473561412,0.00209507391636437
"deap","nsga3","zdt2",9,3.32849011836984,0.00358846274530705,0.00208856709198406
"deap","nsga3","zdt2",10,3.32849084430885,0.00358504988409998,0.00209010726078961
"deap","nsga3","zdt2",11,3.32849065791204,0.00358291621226063,0.00208904839973235
