"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"deap","nsga2","zdt3",1,4.81382472796533,0.00622950270669964,0.00209767215463973
"deap","nsga2","zdt3",2,4.81391517914616,0.00514336133324602,0.0020485810119531
"deap","nsga2","zdt3",3,4.81472577364706,0.00505527334295514,0.00152572004432441
"deap","nsga2","zdt3",4,4.81399472653535,0.00443673578278704,0.00167824041960908
"deap","nsga2","zdt3",5,4.81372643603397,0.00487794454289974,0.00207585809144388
"deap","nsga2","zdt3",6,4.81403610515398,0.00513541105548454,0.00183948745840258
"deap","nsga2","zdt3",7,4.81389583733995,0.0062570653135442,0.00199083935707256
"deap","nsga2","zdt3",8,4.81391098267402,0.00509290226779195,0.00180136008557428
"deap","nsga2","zdt3",9,4.81361776240702,0.00481516136875166,0.00211351332659448
"deap","nsga2","zdt3",10,4.81416605642755,0.00509127503947692,0.00176839550224618
"deap","nsga2","zdt3",11,4.81372678420911,0.00624327910544555,0.00219571220065214
