Recall,NFS,SU,MacroF1
-1.0,0.18548387096774194,-0.2970554759500545,-1.0
-1.0,0.18548387096774194,-0.2970554759500545,-1.0
-1.0,0.18548387096774194,-0.2970554759500545,-1.0
-1.0,0.18548387096774194,-0.2970554759500545,-1.0
-1.0,0.18548387096774194,-0.2970554759500545,-1.0
-1.0,0.1935483870967742,-0.3106262973444542,-1.0
-1.0,0.20161290322580644,-0.3229914850363308,-1.0
-1.0,0.20967741935483872,-0.33219572296415845,-1.0
-1.0,0.20967741935483872,-0.33219572296415845,-1.0
-1.0,0.20967741935483872,-0.33219572296415845,-1.0
-1.0,0.21774193548387097,-0.3439415001205373,-1.0
-1.0,0.22580645161290322,-0.3529033245190228,-1.0
-1.0,0.22580645161290322,-0.3529033245190228,-1.0
-1.0,0.22580645161290322,-0.3529033245190228,-1.0
-1.0,0.23387096774193547,-0.3644633684266861,-1.0
-1.0,0.24193548387096775,-0.37342519282517156,-1.0
-1.0,0.24193548387096775,-0.37342519282517156,-1.0
-1.0,0.25,-0.3837755361099537,-1.0
-1.0,0.25806451612903225,-0.39274333762659003,-1.0
-1.0,0.25806451612903225,-0.39274333762659003,-1.0
-1.0,0.25806451612903225,-0.39274333762659003,-1.0
-1.0,0.25806451612903225,-0.39274333762659003,-1.0
-1.0,0.25806451612903225,-0.39274333762659003,-1.0
-1.0,0.2661290322580645,-0.4025515272491004,-1.0
-1.0,0.27419354838709675,-0.4113690988429283,-1.0
-1.0,0.28225806451612906,-0.4209901820579858,-1.0
-1.0,0.2903225806451613,-0.43008562821426316,-1.0
-1.0,0.2903225806451613,-0.43008562821426316,-1.0
-1.0,0.29838709677419356,-0.43955897276352734,-1.0
-1.0,0.29838709677419356,-0.43955897276352734,-1.0
-1.0,0.3064516129032258,-0.4484871789880879,-1.0
-1.0,0.31451612903225806,-0.45746249446639586,-1.0
-1.0,0.3225806451612903,-0.4663908075420768,-1.0
-1.0,0.33064516129032256,-0.4757582029246318,-1.0
-1.0,0.3387096774193548,-0.48490858517875446,-1.0
-1.0,0.3467741935483871,-0.49399375954074976,-1.0
-1.0,0.3548387096774194,-0.5029570353874198,-1.0
-1.0,0.3548387096774194,-0.5029570353874198,-1.0
-1.0,0.3548387096774194,-0.5029570353874198,-1.0
-1.0,0.3548387096774194,-0.5029570353874198,-1.0
-1.0,0.3548387096774194,-0.5029570353874198,-1.0
-1.0,0.3548387096774194,-0.5029570353874198,-1.0
-1.0,0.3548387096774194,-0.5029570353874198,-1.0
-1.0,0.3629032258064516,-0.5119193358076213,-1.0
-1.0,0.3629032258064516,-0.5119193358076213,-1.0
-1.0,0.3629032258064516,-0.5119193358076213,-1.0
-1.0,0.3629032258064516,-0.5119193358076213,-1.0
-1.0,0.3709677419354839,-0.5208815308314805,-1.0
-1.0,0.3790322580645161,-0.5298438312516822,-1.0
-1.0,0.3790322580645161,-0.5298438312516822,-1.0
-1.0,0.3870967741935484,-0.5387937995703298,-1.0
-1.0,0.3870967741935484,-0.5387937995703298,-1.0
-1.0,0.3951612903225806,-0.547739972145376,-1.0
-1.0,0.4032258064516129,-0.5566600981447838,-1.0
-1.0,0.4112903225806452,-0.5656602928568264,-1.0
-1.0,0.4112903225806452,-0.5656602928568264,-1.0
-1.0,0.41935483870967744,-0.5746015141394931,-1.0
-1.0,0.41935483870967744,-0.5746015141394931,-1.0
-1.0,0.4274193548387097,-0.5835297203640538,-1.0
-1.0,0.4274193548387097,-0.5835297203640538,-1.0
-1.0,0.43548387096774194,-0.5924535115849158,-1.0
-1.0,0.43548387096774194,-0.5924535115849158,-1.0
-1.0,0.4435483870967742,-0.6014533090678607,-1.0
-1.0,0.45161290322580644,-0.6103399274858358,-1.0
-1.0,0.45161290322580644,-0.6103399274858358,-1.0
-1.0,0.4596774193548387,-0.619308287677357,-1.0
-1.0,0.46774193548387094,-0.6282443662692633,-1.0
-1.0,0.46774193548387094,-0.6282443662692633,-1.0
-1.0,0.47580645161290325,-0.6371606139755186,-1.0
-1.0,0.47580645161290325,-0.6371606139755186,-1.0
