"Tiempo","Implementacion"
22.4666044712067,"DEAP-NSGA-II"
21.5340991020203,"DEAP-NSGA-II"
34.7665832,"DEAP-NSGA-II"
22.0495615005493,"DEAP-NSGA-II"
21.5501720905304,"DEAP-NSGA-II"
21.2136952877045,"DEAP-NSGA-II"
20.8101916313171,"DEAP-NSGA-II"
17.7941491603851,"DEAP-NSGA-II"
20.3057725429535,"DEAP-NSGA-II"
22.4430770874023,"DEAP-NSGA-II"
21.8560478687286,"DEAP-NSGA-II"
11.0869109630585,"DEAP-NSGA-III"
11.7125809192657,"DEAP-NSGA-III"
13.87173557,"DEAP-NSGA-III"
11.4211955070496,"DEAP-NSGA-III"
10.6358232498169,"DEAP-NSGA-III"
11.2858366966248,"DEAP-NSGA-III"
10.5675957202911,"DEAP-NSGA-III"
11.7702860832214,"DEAP-NSGA-III"
10.6207091808319,"DEAP-NSGA-III"
11.7685294151306,"DEAP-NSGA-III"
11.0859649181366,"DEAP-NSGA-III"
10.1945631504059,"MOEADr-MOEA/D"
10.8069031238556,"MOEADr-MOEA/D"
10.4953668117523,"MOEADr-MOEA/D"
9.91652798652649,"MOEADr-MOEA/D"
10.2516660690308,"MOEADr-MOEA/D"
9.82890200614929,"MOEADr-MOEA/D"
9.81159782409668,"MOEADr-MOEA/D"
9.32712483406067,"MOEADr-MOEA/D"
9.96310305595398,"MOEADr-MOEA/D"
18.4485249519348,"MOEADr-MOEA/D"
9.86869287490845,"MOEADr-MOEA/D"
7.136513233,"PYMOO-NSGA-II"
7.026184082,"PYMOO-NSGA-II"
5.528880358,"PYMOO-NSGA-II"
6.947393179,"PYMOO-NSGA-II"
7.125282288,"PYMOO-NSGA-II"
7.203561783,"PYMOO-NSGA-II"
5.508946657,"PYMOO-NSGA-II"
4.924344063,"PYMOO-NSGA-II"
4.910882235,"PYMOO-NSGA-II"
5.012352705,"PYMOO-NSGA-II"
7.217428923,"PYMOO-NSGA-II"
12.8565735816956,"PYMOO-NSGA-III"
12.6829781532288,"PYMOO-NSGA-III"
9.573827267,"PYMOO-NSGA-III"
12.5671229362488,"PYMOO-NSGA-III"
12.2183187007904,"PYMOO-NSGA-III"
14.2867877483368,"PYMOO-NSGA-III"
12.4622876644135,"PYMOO-NSGA-III"
9.35286903381348,"PYMOO-NSGA-III"
9.21190333366394,"PYMOO-NSGA-III"
9.15715670585632,"PYMOO-NSGA-III"
13.3166563510895,"PYMOO-NSGA-III"
18.5234580039978,"RMOO-NSGA-II"
16.0020089149475,"RMOO-NSGA-II"
14.0280261039734,"RMOO-NSGA-II"
16.2769601345062,"RMOO-NSGA-II"
15.7392339706421,"RMOO-NSGA-II"
15.873055934906,"RMOO-NSGA-II"
15.6752500534058,"RMOO-NSGA-II"
16.270455121994,"RMOO-NSGA-II"
16.0372490882874,"RMOO-NSGA-II"
15.5808019638062,"RMOO-NSGA-II"
16.3196759223938,"RMOO-NSGA-II"
19.1574659347534,"RMOO-NSGA-III"
18.9095499515533,"RMOO-NSGA-III"
17.0862901210785,"RMOO-NSGA-III"
19.1649670600891,"RMOO-NSGA-III"
19.3048429489136,"RMOO-NSGA-III"
19.4202129840851,"RMOO-NSGA-III"
19.0671880245209,"RMOO-NSGA-III"
18.7371480464935,"RMOO-NSGA-III"
19.1632580757141,"RMOO-NSGA-III"
19.4328629970551,"RMOO-NSGA-III"
19.4274048805237,"RMOO-NSGA-III"
