"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"rmoo","nsga2","zdt5",1,3.76930870198752,0.0971423590010852,0.0721042191836487
"rmoo","nsga2","zdt5",2,3.72890808456462,0.129128447713327,0.0884196389168637
"rmoo","nsga2","zdt5",3,3.76930870198752,0.0971423590010852,0.0721042191836487
"rmoo","nsga2","zdt5",4,3.76663561551818,0.171037050658058,0.0792923122168709
"rmoo","nsga2","zdt5",5,3.6900943957255,0.158508828162101,0.104150814554839
"rmoo","nsga2","zdt5",6,3.79814348656448,0.154158129436823,0.0655176115979069
"rmoo","nsga2","zdt5",7,3.63593937024018,0.148395094648976,0.116504842841921
"rmoo","nsga2","zdt5",8,3.73292906258136,0.134305976688645,0.087669413921228
"rmoo","nsga2","zdt5",9,3.76891918932483,0.145991656611281,0.0751092420884456
"rmoo","nsga2","zdt5",10,3.76616429717843,0.108819731624567,0.072606428535391
"rmoo","nsga2","zdt5",11,3.75593406973934,0.109383915959122,0.0792923122168709
