"f1","f2","f3"
0.4069648671189468,0.44682993923406095,0.4147750835649966
0.40708030043189614,0.43090992662233235,0.43309969652349295
0.40726140406030176,0.44489123258144975,0.4132174492902771
0.40790619098128467,0.43180215689792595,0.4276380285463948
0.40810711429050095,0.443489330119215,0.42085675650268434
0.40810711429050095,0.443489330119215,0.42085675650268434
0.408131104641549,0.4338442615750127,0.422897335650355
0.408131104641549,0.4338442615750127,0.422897335650355
0.4082238602541786,0.42406153888172443,0.42855360511526897
0.40837034319497745,0.42668383944306987,0.4184728380216165
0.4086766863231465,0.4260441908768662,0.4145442116650987
0.4086766863231465,0.4260441908768662,0.4145442116650987
0.4086804810542656,0.4656169785132601,0.4112825499133708
0.4086804810542656,0.4656169785132601,0.4112825499133708
0.4088211648780253,0.4295734913071009,0.41136364907482204
0.4088211648780253,0.4295734913071009,0.41136364907482204
0.40923565059980643,0.42255351572455513,0.4398334252572186
0.40923565059980643,0.42255351572455513,0.4398334252572186
0.40953412148812646,0.4391095225249771,0.41090112682478647
0.40953412148812646,0.4391095225249771,0.41090112682478647
0.4095978354287774,0.4427897500497342,0.4092763311487214
0.4097992021944389,0.4249973161497189,0.4209418968255103
0.4097992021944389,0.4249973161497189,0.4209418968255103
0.4102620760701394,0.42219875313645655,0.42039876671547843
0.41054460997680225,0.42691199124744883,0.4106890638404224
0.41054460997680225,0.42691199124744883,0.4106890638404224
0.41166650328448195,0.42212011322911935,0.41991589073668206
0.4117860555998439,0.4237935849036324,0.41217482149731427
0.41224377403512275,0.43716155820289343,0.4082845637817716
0.41224377403512275,0.43716155820289343,0.4082845637817716
0.41230655642872505,0.4231381965581032,0.41056794092988946
0.41248100240871755,0.4223625559218834,0.41447313462276747
0.41248100240871755,0.4223625559218834,0.41447313462276747
0.41284731113941736,0.4219663989979527,0.42820638193736776
0.41284731113941736,0.4219663989979527,0.42820638193736776
0.41302517759210594,0.4328130208693436,0.40858342137272463
0.41302517759210594,0.4328130208693436,0.40858342137272463
0.41323671809406554,0.42913906895608844,0.40951255817798615
0.41342692713753454,0.4198619936601208,0.4460043850292176
0.41342692713753454,0.4198619936601208,0.4460043850292176
0.4135754709315935,0.41963992344449663,0.43559411450153973
0.4135754709315935,0.41963992344449663,0.43559411450153973
0.4138854692444234,0.4226454206423001,0.41305160143039205
0.4138854692444234,0.4226454206423001,0.41305160143039205
0.4140638500530645,0.42011727143865113,0.4228669018285685
0.4140773557229255,0.4200270014101858,0.4197551974023504
0.4146865018637639,0.42633259567870724,0.40961153472827866
0.41484338889185146,0.4233847501409603,0.41032705019664045
0.4150694509361588,0.4262593571862886,0.40922875152290455
0.4159454975132217,0.42088590726771946,0.4165624477253258
0.4159454975132217,0.42088590726771946,0.4165624477253258
0.41603751164513986,0.420402506722741,0.4187120344105793
0.4160375116451399,0.42040250672274093,0.41871203441057925
0.4161539205952752,0.42056915071981565,0.41363768800887674
0.4164633065327268,0.42277736923874015,0.4115509178918849
0.4164633065327268,0.42277736923874015,0.4115509178918849
0.41661961413431886,0.4419144308030468,0.406769781689998
0.4170376575401442,0.41690360053715386,0.48860308655303
0.4170376575401442,0.41690360053715386,0.48860308655303
0.4171927140800504,0.41713390761186175,0.44927139889388557
0.4172286255186809,0.43704763407068675,0.4073702511504982
0.4173322683546696,0.4227779097746498,0.40976280823354105
0.4173322683546696,0.4227779097746498,0.40976280823354105
0.417369218060466,0.4189728391617336,0.43403092041917446
0.417369218060466,0.4189728391617336,0.43403092041917446
0.41766765184699417,0.41886219081210313,0.4231003481861245
0.41766765184699417,0.41886219081210313,0.4231003481861245
0.4188689682669067,0.42123458687166154,0.4123671125343605
0.41911755672009415,0.4260056332694726,0.4085153292058104
0.4194817784339018,0.41763609549273883,0.42119301095605205
0.42021680285502333,0.4211557866540568,0.41005723202052774
0.42021680285502333,0.4211557866540568,0.41005723202052774
0.42092240801966785,0.41756295882537825,0.44459784669137825
0.42196389695111036,0.4311580038584866,0.4067165008089754
0.42216159168006545,0.42330687804438333,0.40842079352762356
0.42216159168006545,0.42330687804438333,0.40842079352762356
0.42323917209749645,0.4374726052012147,0.4066443509992256
0.4236440529144775,0.4227163389003383,0.40858169728382593
0.4238635911657996,0.4155411974586246,0.4393537014756375
0.4244994312418214,0.44325167954101635,0.4064252126382207
0.424546486688926,0.4181826742201343,0.4209477015514876
0.424546486688926,0.4181826742201343,0.4209477015514876
0.42704550657975854,0.4291784221188248,0.40651906390081766
0.42704550657975854,0.4291784221188248,0.40651906390081766
0.4278668255145235,0.42046378712518373,0.4103795303821827
0.4278668255145235,0.42046378712518373,0.4103795303821827
0.428572565105985,0.41874421009441337,0.41745217650265876
0.42936979782776213,0.4154219039219656,0.44002013907323834
0.4329370968261818,0.4306539144906681,0.40584695948079397
0.44782212996244997,0.4169061545549179,0.4318285554738052
0.44782212996244997,0.4169061545549179,0.4318285554738052
0.4540495323004396,0.4167260474557091,0.43060778727138443
