"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"rmoo","nsga2","zdt2",1,2.77264174863638,0.160470359689872,0.170372280954921
"rmoo","nsga2","zdt2",2,2.67043454052661,0.192438278061049,0.20542212472735
"rmoo","nsga2","zdt2",3,3.21053081425743,0.0320509168054735,0.0334789774688442
"rmoo","nsga2","zdt2",4,2.60740625567977,0.213157642010368,0.227491223830481
"rmoo","nsga2","zdt2",5,2.33721963883385,0.299933512934395,0.325587525364215
"rmoo","nsga2","zdt2",6,3.12717979510408,0.0555135306435554,0.0578003989620405
"rmoo","nsga2","zdt2",7,3.23380173941798,0.0258543970649265,0.0269961937652064
"rmoo","nsga2","zdt2",8,2.68827424164346,0.187457159865712,0.19926029553922
"rmoo","nsga2","zdt2",9,3.21053081425743,0.0320509168054735,0.0334789774688442
"rmoo","nsga2","zdt2",10,3.05139805769003,0.0773689091792725,0.0807253284564741
"rmoo","nsga2","zdt2",11,2.44968483808224,0.263312132305212,0.284077173382591
