Generation,Time
1,5.50609707832336
2,6.72850513458252
3,7.712247133255
4,8.70350313186646
5,9.63671612739563
6,10.9110209941864
7,11.8350870609283
8,12.7991149425507
9,13.6935710906982
10,15.5000760555267
11,16.4563920497894
12,17.3416860103607
13,18.2000789642334
14,19.1794199943542
15,20.0605020523071
16,20.9773161411285
17,21.8850049972534
18,22.7828569412231
19,23.6115989685059
20,24.5298449993134
21,25.4055790901184
22,26.8588781356812
23,27.7447321414948
24,28.4911029338837
25,29.4374279975891
26,30.3566131591797
27,31.5902271270752
28,32.4973440170288
29,33.4373660087585
30,34.3307740688324
31,35.2828130722046
32,36.2385900020599
33,37.131343126297
34,38.0887379646301
35,38.9347550868988
36,39.8322730064392
37,40.7659540176392
38,41.6793370246887
39,42.6897521018982
40,43.8872900009155
41,45.1478660106659
42,46.116532087326
43,46.9133059978485
44,47.7750499248505
45,48.6499381065369
46,50.1348240375519
47,51.109913110733
48,52.0864009857178
49,52.9530920982361
50,53.897360086441
51,54.8546299934387
52,55.6302189826965
53,56.5254409313202
54,57.3712749481201
55,58.2542431354523
56,59.1425609588623
57,60.0222611427307
58,60.8618459701538
59,61.8339829444885
60,62.787563085556
61,63.7830440998077
62,64.7098319530487
63,65.5435431003571
64,66.7501361370087
65,67.6300070285797
66,68.6165361404419
67,69.4595990180969
68,70.4039039611816
69,71.3807089328766
70,72.7377171516418
71,73.6743500232697
72,74.674868106842
73,75.6106989383698
74,76.6745021343231
75,77.7162840366364
76,78.6462559700012
77,79.5897200107574
78,80.5270910263062
79,81.8228490352631
80,82.9350941181183
81,83.8222079277039
82,84.7054409980774
83,85.6219720840454
84,86.5703959465027
85,87.4545209407806
86,88.403519153595
87,89.2869350910187
88,90.0697810649872
89,90.8892590999603
90,91.689738035202
91,92.5764970779419
92,93.7354891300201
93,94.5822761058807
94,95.7287080287933
95,96.5728080272675
96,97.5216431617737
97,98.8840780258179
98,99.700590133667
99,100.568251132965
100,101.802844047546
