Generation,Time
1,98.3275940418243
2,145.219841957092
3,185.984873056412
4,229.147114038467
5,267.875241994858
6,313.0330119133
7,355.965271949768
8,401.877532958984
9,445.701665878296
10,487.469899892807
11,535.460628986359
12,576.265739917755
13,619.086435079575
14,665.934699058533
15,707.068104982376
16,751.979780912399
17,795.133167028427
18,840.135304927826
19,879.887500047684
20,924.789201021194
21,968.66125702858
22,1009.49815106392
23,1054.43409609795
24,1095.29426789284
25,1143.35312390327
26,1189.25276494026
27,1232.06521201134
28,1275.96437597275
29,1320.88401389122
30,1362.64035105705
31,1408.26342797279
32,1455.03986096382
33,1496.82989406586
34,1543.69264101982
35,1585.63430500031
36,1627.32531809807
37,1673.09960007668
38,1718.85017895699
39,1766.58570694923
40,1808.51055502892
41,1855.47633600235
42,1901.41474795341
43,1942.30812191963
44,1988.19003391266
45,2029.8560500145
46,2073.54105496407
47,2119.04254293442
48,2165.23653388023
49,2205.8979549408
50,2246.80319190025
51,2291.63485097885
52,2333.47458100319
53,2376.2027349472
54,2415.82875704765
55,2459.67414093018
56,2501.54501104355
57,2545.38595509529
58,2587.47738409042
59,2629.24684000015
60,2676.02528595924
61,2716.82996296883
62,2759.6909558773
63,2802.408659935
64,2849.36751794815
65,2894.1522359848
66,2949.34138798714
67,2988.21985292435
68,3030.23616600037
69,3074.20055103302
70,3120.18595290184
71,3159.83069801331
72,3204.72788596153
73,3247.64346909523
74,3295.4878950119
75,3342.4764521122
76,3382.47943091393
77,3425.40963792801
78,3468.3257920742
79,3510.30075597763
80,3552.03738689423
81,3590.86391592026
82,3636.03075408936
83,3682.61448001862
84,3730.12631702423
85,3771.81121587753
86,3818.84427690506
87,3861.95633196831
88,3901.94697189331
89,3944.19744706154
90,3986.1814250946
91,4030.09038496017
92,4073.89453101158
93,4119.18718099594
94,4162.03875994682
95,4205.78494405746
96,4252.86128401756
97,4291.65361309052
98,4330.46138811111
99,4374.50714302063
100,4418.36286401749
