Generation,Time
1,10.3487019538879
2,13.1255140304565
3,15.4871289730072
4,17.9783430099487
5,20.351105928421
6,22.9927530288696
7,25.4646060466766
8,28.4783918857574
9,31.0685188770294
10,33.9067490100861
11,36.7292740345001
12,39.4198250770569
13,42.3646850585938
14,45.2186970710754
15,48.3185019493103
16,51.3513779640198
17,54.1534478664398
18,56.7663900852203
19,59.1321830749512
20,61.7019190788269
21,64.6393918991089
22,67.01194190979
23,69.6026680469513
24,72.2836229801178
25,75.086580991745
26,77.7929880619049
27,80.2931010723114
28,82.8862340450287
29,85.437392950058
30,87.9212989807129
31,91.2196750640869
32,94.2134809494019
33,96.6550400257111
34,99.4830460548401
35,101.999017000198
36,104.478415966034
37,107.175169944763
38,109.895161867142
39,112.715867996216
40,115.200921058655
41,117.894386053085
42,120.558630943298
43,122.941883087158
44,125.67375087738
45,128.117418050766
46,130.701840877533
47,133.414786100388
48,136.006083011627
49,138.368259906769
50,140.733548879623
51,143.696660995483
52,146.220629930496
53,148.664959907532
54,151.029193878174
55,153.612506866455
56,156.069937944412
57,158.692385911942
58,161.138324975967
59,163.596107006073
60,166.305195093155
61,168.685482025146
62,171.459939002991
63,174.044457912445
64,176.759757995605
65,179.958412885666
66,182.667798042297
67,184.926145076752
68,187.395642995834
69,190.285397052765
70,192.977907896042
71,195.653476953506
72,198.2032289505
73,200.710860013962
74,203.526853084564
75,206.18994808197
76,208.568979978561
77,211.073922872543
78,213.577274084091
79,216.368498086929
80,219.144169092178
81,221.70307302475
82,224.292558908463
83,226.984215974808
84,229.768064022064
85,232.259116888046
86,234.951458930969
87,237.725440979004
88,240.101232051849
89,242.5857629776
90,245.058105945587
91,247.607800960541
92,250.475980043411
93,253.075660943985
94,255.606746912003
95,258.792876005173
96,261.465810060501
97,263.80753493309
98,266.538738965988
99,269.248105049133
100,272.257369995117
