Generation,Time
1,11.1913261413574
2,15.0941281318665
3,18.1940839290619
4,21.3824510574341
5,24.284038066864
6,27.8066189289093
7,31.2061769962311
8,35.5073959827423
9,39.3207759857178
10,43.2385981082916
11,47.1025071144104
12,50.9713521003723
13,54.3218419551849
14,58.0381059646606
15,61.1671769618988
16,64.9243519306183
17,68.7740459442139
18,72.433660030365
19,75.4430270195007
20,78.9035501480103
21,82.2648990154266
22,85.3777899742126
23,88.7710430622101
24,92.035994052887
25,95.7848880290985
26,99.4026520252228
27,103.08526802063
28,107.568973064423
29,111.08614397049
30,114.50207400322
31,118.118160009384
32,121.714761018753
33,124.823497056961
34,128.35162115097
35,131.545210123062
36,134.64342713356
37,138.085982084274
38,141.861223936081
39,145.841084003448
40,148.946056127548
41,152.509829998016
42,155.910768032074
43,158.995754957199
44,162.428566932678
45,165.533419132233
46,168.880895137787
47,172.637587070465
48,176.095662117004
49,179.228274106979
50,182.662002086639
51,186.131775140762
52,189.324981927872
53,192.516123056412
54,195.474570035934
55,199.113597154617
56,202.2342441082
57,205.575864076614
58,208.828276157379
59,211.946186065674
60,215.476175069809
61,218.876731157303
62,222.043549060822
63,225.27703499794
64,228.779458045959
65,232.19172000885
66,235.81317615509
67,238.771960020065
68,241.875462055206
69,245.279251098633
70,248.893643140793
71,252.07861495018
72,255.61178612709
73,258.926398038864
74,262.454374074936
75,265.914385080338
76,268.893757104874
77,272.107963085175
78,275.343794107437
79,278.627959012985
80,281.993826150894
81,285.057084083557
82,288.91033411026
83,292.943551063538
84,296.960466146469
85,300.226350069046
86,303.992463111877
87,307.18635392189
88,310.125791072845
89,313.883538007736
90,316.978546142578
91,320.274829149246
92,323.62199306488
93,327.083312034607
94,330.444586038589
95,333.774595975876
96,337.390879154205
97,340.842144012451
98,343.890576124191
99,347.390928030014
100,350.90700507164
