Generation,Time
1,15.9530649185181
2,21.5486419200897
3,26.4183630943298
4,31.1811759471893
5,35.5134320259094
6,40.497761964798
7,45.2647299766541
8,50.4608919620514
9,55.2902810573578
10,60.2396249771118
11,65.5807030200958
12,70.0850219726562
13,74.8753819465637
14,80.0596139431
15,84.5819370746613
16,89.5290200710297
17,94.2886259555817
18,99.2496070861816
19,103.692673921585
20,108.664338111877
21,113.54052400589
22,118.059937953949
23,123.125792980194
24,127.641268968582
25,132.878834009171
26,137.842324018478
27,142.517216920853
28,147.277777910233
29,152.09304690361
30,156.641442060471
31,161.589236021042
32,166.674024105072
33,171.233216047287
34,176.324069023132
35,180.840294122696
36,185.672913074493
37,190.640532970428
38,195.609101057053
39,200.758733034134
40,205.467188119888
41,210.640722990036
42,215.741230010986
43,220.271646976471
44,225.347265958786
45,229.95517206192
46,234.771990060806
47,239.814882993698
48,244.704092979431
49,249.174273967743
50,253.657190084457
51,258.537353038788
52,263.167895078659
53,267.870456933975
54,272.256474018097
55,277.317225933075
56,281.930597066879
57,286.755844116211
58,291.314209938049
59,295.832571029663
60,300.96710395813
61,305.469909906387
62,310.717297077179
63,315.379827022552
64,320.524688959122
65,325.593773126602
66,330.789422035217
67,335.112977981567
68,339.761191129684
69,344.62747502327
70,349.782886981964
71,354.202479124069
72,359.125283002853
73,363.87379693985
74,369.17466211319
75,374.284641027451
76,378.703582048416
77,383.479021072388
78,388.293158054352
79,392.924268960953
80,397.52712893486
81,401.749855041504
82,406.643316030502
83,411.776442050934
84,416.999274015427
85,421.548803091049
86,426.759669065475
87,431.77873301506
88,436.746539115906
89,441.425815105438
90,446.631160974503
91,451.470552921295
92,456.472868919373
93,461.409989118576
94,466.173310041428
95,471.316154956818
96,476.523008108139
97,480.801650047302
98,485.045922994614
99,489.940346956253
100,494.839504957199
