"Framework","Algorithm","Problem","Seed","HV","GD","IGD"
"rmoo","nsga2","zdt4",1,13.0802202064558,0.57819195555442,0.545634467950141
"rmoo","nsga2","zdt4",2,14.7336218945918,0.203077507847143,0.202027953216208
"rmoo","nsga2","zdt4",3,13.7819109153124,0.413086542755573,0.401312164443469
"rmoo","nsga2","zdt4",4,13.7435241916006,0.422612228237203,0.408976706986945
"rmoo","nsga2","zdt4",5,14.4706030738197,0.257012515629578,0.257755368444402
"rmoo","nsga2","zdt4",6,15.5767960187568,0.0194940865678212,0.0196745229587617
"rmoo","nsga2","zdt4",7,14.3965893533008,0.271006071934235,0.273421938765071
"rmoo","nsga2","zdt4",8,12.9547636202474,0.614150349753961,0.571189875668428
"rmoo","nsga2","zdt4",9,13.6856137399663,0.426370554878979,0.420872201660357
"rmoo","nsga2","zdt4",10,15.0188550363074,0.135970379558402,0.141038278593888
"rmoo","nsga2","zdt4",11,13.749883348562,0.412880195940309,0.40795809612955
